ID,名称,中文名称
3060,幻,""
3061,ファン,扇子
3062,ダンス,舞蹈
3063,ダンサー,舞者
3064,ステップ,步法
3065,タンゴ,探戈
3066,ワルツ,华尔兹
3067,フェザー,羽毛
3068,タイフーン,台风
3069,スプラッシュ,溅射
3070,スカイ,天空
3071,シラクサ,白砂
3072,風林火山,风林火山
3073,月喰い,月食
3074,白面金毛九尾扇,""
3075,アスタロトドリーム,阿斯塔洛特之梦
3076,月と太陽・天地明察,月与太阳・天地明察
3077,常陽扇アマテラス,常阳扇天照
3078,月禁扇ツクヨミ,月禁扇月读
3079,ダークフェニックス,黑暗凤凰
3151,包丁,菜刀
3152,料理,""
3153,美酒,""
3154,料理店,""
3155,先輩,前辈
3156,満腹,饱腹
3157,飽食,饱食
3158,晩餐,晚餐
3159,料理人,厨师
3160,美食,""
3161,クッキング,烹饪
3162,ランチ,午餐
3163,ディナー,晚餐
3164,メニュー,菜单
3165,コック,厨师
3166,デザート,甜点
3167,レストラン,餐厅
3168,デリシャス,美味
3169,オードブル,开胃菜
3170,ハーヴェスト,丰收
3171,満天星,满天星
3172,アルトツヴァイ,阿尔特茨维
3173,セブンスターナイフ,七星小刀
3174,那由多の神おろし,那由多的神斩
3175,ブギーマン,布吉曼
3176,七つの大罪・暴食,七宗罪・暴食
3177,豊伽刃ヘスティア,丰伽刃赫斯提亚
3251,そろばん,算盘
3252,商人,""
3253,就職,就业
3254,面接,面试
3255,会社員,公司职员
3256,残業,加班
3257,企業,企业
3258,富豪,""
3259,取引,交易
3260,贅沢,奢侈
3261,キャッシュ,现金
3262,ビジョン,愿景
3263,ストア,商店
3264,トレード,贸易
3265,ビジネス,商业
3266,マネー,金钱
3267,カンパニー,公司
3268,ミリオネア,百万富翁
3269,マネジメント,管理
3270,プレジデント,总裁
3271,石油王,石油大亨
3272,オルタナティブ,替代
3273,タックスヘイヴン,避税天堂
3274,富岳,""
3275,聖算具ソフィア,圣算具索菲亚
3276,ヴァンピールリッチ,吸血鬼贵族
3277,神算盤ヘルメス,神算盘赫尔墨斯
3278,七つの大罪・強欲,七宗罪・贪婪
3351,医刀,""
3352,医師,医师
3353,感染,""
3354,変態,变态
3355,先生,""
3356,看護婦,看护妇
3357,実験,实验
3358,禁忌,""
3359,解剖,""
3360,手術,手术
3361,メス,手术刀
3362,オペ,手术
3363,アナトミー,解剖
3364,ストーカー,跟踪狂
3365,サイコパス,精神病患者
3366,ナース,护士
3367,ドクター,医生
3368,ハザード,危险
3369,メディック,医疗
3370,アナトミア,解剖学
3371,アウトブレイク,爆发
3372,ヒポクラテスの誓い,希波克拉底誓言
3373,ヘルヘイム,地狱海姆
3374,サージャンブレイドΩ,军刀Ω
3375,アルテイストの誇り,阿尔泰斯特的荣耀
3376,癒水刃ブリギット,治愈水刃布里奇德
3451,札,""
3452,手品,魔术
3453,博徒,赌徒
3454,羨望,羡慕
3455,嫉妬,嫉妒
3456,生贄,祭品
3457,栄華,荣华
3458,偶像,""
3459,遊戯,游戏
3460,強欲,贪婪
3461,カード,卡牌
3462,トランプ,扑克牌
3463,ロリコン,萝莉控
3464,ポーカー,扑克
3465,ジェラシー,嫉妒
3466,デッキ,卡组
3467,タロット,塔罗
3468,トリック,诡计
3469,ゲーム,游戏
3470,ギャンブル,赌博
3471,デッドマンズハンド,死人之手
3472,ジョーカー,小丑
3473,魂のデュエリスト,魂之决斗者
3474,ファンタジスタ,幻想师
3475,光と闇のカード,光与暗的卡牌
3476,太極陰陽混沌札,太极阴阳混沌符
3477,フェアリーカーニバル,妖精嘉年华
3478,覇禁札ラー,霸禁符拉
3479,七つの大罪・怠惰,七宗罪・怠惰
3551,皿,盘
3552,食器,""
3553,客,""
3554,幼馴染み,青梅竹马
3555,宴,""
3556,いたずら,恶作剧
3557,戯れ,只是玩乐
3558,給仕,侍者
3559,執事,管家
3560,奉仕,侍奉
3561,トレイ,托盘
3562,ディッシュ,碟子
3563,メイド,女仆
3564,ドラマ,戏剧
3565,ファミリー,家庭
3566,ゲスト,客人
3567,パーティ,队伍
3568,メイデン,梅登
3569,プレイ,Play
3570,サーヴァント,仆人
3571,ハイノーブル,高贵
3572,スペリオル,卓越
3573,蛸蝕祭,章鱼吞噬祭
3574,究極麗皿・雪月花,究极丽盘・雪月花
3575,馘華皿サロメ,斩首盘撒罗默
3576,狂酔皿ディオニュソス,狂醉盘狄俄尼索斯
3577,ルミナスレジェンド,光辉传说
3578,デメテル,德墨忒尔
3579,五穀皿・神農,五谷盘・神农
3651,魔導書,魔导书
3652,数式,""
3653,大学,""
3654,大辞典,""
3655,写本,手抄本
3656,学園,学院
3657,立法,""
3658,知識,知识
3659,教典,""
3660,全書,全书
3661,ブック,书
3662,メッセージ,消息
3663,アカデミア,学院
3664,エイリアン,外星人
3665,オカルト,神秘学
3666,リテラシー,读写能力
3667,サイエンス,科学
3668,ワールド,世界
3669,レメゲトン,雷梅格顿
3670,ネクロノミコン,死灵之书
3671,第九絶滅,第九绝灭
3672,プリンキピア,原理
3673,プロメテウス,普罗米修斯
3674,ブック・オブ・エターナル,永恒之书
3675,トリスメギストス,三重伟大
3676,インフィニティセンス,无限感知
3677,グノーシス黙示録,格诺西丝默示录
3678,カオスレコード,混沌记录
3679,カーマスートラ,卡玛斯特拉
3680,邪神覇皇の書,邪神霸皇之书
3681,全てを識る者,全知者
3751,銃,铳
3752,鉄砲,火枪
3753,拳銃,手铳
3754,機関銃,机关铳
3755,狙撃手,狙击手
3756,射手,""
3757,兵器,""
3758,決闘,决斗
3759,聖弾,圣弹
3760,魔弾,魔弹
3761,ガン,枪
3762,カノン,加农
3763,スナイパー,狙击手
3764,マスケット,滑膛枪
3765,ショット,射击
3766,システム,系统
3767,ライフル,步枪
3768,バースト,爆裂
3769,ウェポン,武器
3770,ハードボイルド,硬汉
3771,エグゼター,执行者
3772,冥府の魔銃,冥府魔铳
3773,エクゼキューショナー,执行官
3774,傀儡炸筒・影瑠璃,傀儡炸筒・影琉璃
3775,ドゥームズデイ,末日审判
3776,ブラッディアームズ,血腥武器
3777,真アルティメイトマスケット,真究极滑膛枪
3778,禁霊銃ネピリム零式,禁灵铳拿非利零式
3779,讐霊銃ネメシス終式,仇灵铳涅墨西斯终式
3780,シンギュラリティ,奇点
3781,傀儡炸筒・紬舞,傀儡炸筒・䌷舞
3851,淫具,""
3852,悦び,愉悦
3853,搾取,榨取
3854,愛,爱
3855,接吻,""
3856,交わり,交合
3857,誘惑,诱惑
3858,恍惚,""
3859,昇天,升天
3860,絶頂,绝顶
3861,ハンド,手
3862,ホール,洞
3863,キス,亲吻
3864,レイプ,强奸
3865,スキン,皮肤
3866,セックス,性爱
3867,ドレイン,吸血
3868,ドリーム,梦
3869,サキュバス,魅魔
3870,ラブ,爱
3871,失楽,失乐
3872,疾風セレナーデ,疾风小夜曲
3873,絶淫拳,绝淫拳
3874,くのいちの妖壺,女忍的妖壶
3875,無限悪夢,无限恶梦
3876,サイコエクセント,念动超凡
3877,淫欲禍アフロディーテ,淫欲祸阿佛洛狄忒
3878,イシスの聖膣,伊西丝的圣穴
3879,ディストピア,绝望
3880,七つの大罪・色欲,七宗罪・色欲
3951,C*-環,C*-环
3952,非可換幾何,非交换几何
3953,量子カオス,量子混沌
3954,T=hc^3/8πkGM,""
3955,ΑΩ,""
3956,カオスローズ,混沌蔷薇
3957,混沌創世,混沌创世
3958,天軍零剣,天军零剑
3959,核熱明星,核热明星
3960,ロンギヌスXXVIII,朗基努斯XXVIII
3961,ワンダーランド・ナイトメア,仙境・噩梦
3962,悪夢XXX-XXX,""
3963,胡蝶の夢,蝴蝶之梦
4051,ヴォーパルの剣,沃帕尔之剑
4052,ガンバンテイン,甘班特因
4053,蝕天弓デスペラーティオ,蚀天弓迪斯佩拉蒂奥
4054,夢天杖アダフェラ,梦天杖阿达菲拉
4055,覇天拳ヴィオレンティア,霸天拳维奥伦蒂亚
4056,秩序と露悪の歪杖,秩序与露恶的扭曲法杖
4057,リジェオ☆パラソル,莉洁奥☆阳伞
4058,支配の女王,支配的女王
4059,MTTKスペシャル,MTTK特备
4060,博識の杖,博识之杖
4061,魔浄扇,魔净扇
4062,ランパスウィップ,兰帕丝鞭
4063,攻撃ユニットPoN-10,攻击单元PoN-10
4064,九龍・玉石,九龙・玉石
4065,絶倫坊主の数珠,绝伦和尚的念珠
4066,墜龍牙,坠龙牙
4067,破杖・えびる,破杖・邪
4068,ヘイトスレイヤー,仇恨屠戮者
4069,マギ・ガントレット,玛吉・钢手套
4070,マギ・クロー,玛吉・爪
4071,禁術の杖,禁术之杖
4072,別雲剣,别云剑
4073,クレセントサイダー,死神之镰
4074,魔剣エクスキューショナー,魔剑行刑者
4075,魔剣オーガトゥース,魔剑斩裂者
4076,魔剣ミステルテイン,魔剑弑神者
4077,莫邪宝剣,莫邪宝剑
4081,高出力電磁ブレード,高输出电磁刀片
4082,ムーンナイフ,月之小刀
4083,聖皇のナイフ,圣皇制小刀
4084,闇皇のナイフ,暗皇制小刀
4085,フレイダガー・ホムラ,弗雷匕首・焰
4086,フレイヤダガー・シヴァ,芙蕾雅匕首・湿婆
4087,月下吸血姫,月下吸血姬
4088,エリヤのダガー,以利亚之匕首
4089,ロキのダガー,洛基之匕首
4090,月虹のナイフ,月虹制小刀
4091,熱風剣ドラグネスウィンド,热风剑德拉格尼斯风
4092,義賊の宝剣,义贼的宝剑
4093,誘惑剣アシュモラ,诱惑剑阿什莫拉
4094,無のナイフ,無制小刀
4095,エンドオブアサシン,暗杀者之终
4096,夜の女王,夜之女王
4097,魔剣グラム,魔剑格拉墨
4098,マハーデーヴィー,玛哈・德维
4099,七つの大罪・傲慢,七宗罪・傲慢
4100,慈悲と裁き,慈悲与裁决
4101,炎風刃フレイ,炎风刃弗雷
4102,凍水刃フレイヤ,冻水刃芙蕾雅
4103,イオンブレード,离子剑
4104,最後のナイフ,最终之小刀
4105,聖嗣刃エリヤ,圣嗣刃以利亚
4106,凍戯刃ロキ,冻戏刃洛基
4107,魔閃剣グラム,魔闪剑格拉墨
4109,スカイクルセイダー,天空骑士
4110,陰陽神剣,阴阳神剑
4111,魔剣サクバス,魔剑萨库巴斯
4112,堕剣エンジェルハイロウ,堕剑天使之环
4113,廃剣エンジェルハイロウ,废剑天使之环
4114,記憶の剣,记忆之剑
4115,勇者の剣,勇者之剑
4116,ジークフリートの剣,齐格弗里德之剑
4117,ヘイムダルの剣,海姆达尔之剑
4118,女神剣ゴッドハイロウ,女神剑神明之环
4119,月虹の剣,月虹制剑
4120,アークエンハンス,大强化
4121,堕剣レムルサクバス,堕剑雷姆尔萨库巴斯
4122,陰陽五行相剋,阴阳五行相克
4123,ナイトフライヤ,夜行者
4124,マスターソード,大师之剑
4125,不朽剣ジークフリート,不朽剑齐格弗里德
4126,天韻剣ヘイムダル,天韵剑海姆达尔
4127,暗黒剣エンドハイロウ,暗黑剑终焉之翼
4128,混沌剣カオスハイロウ,混沌剑混沌之翼
4130,無限破壊の剣,无限破坏之剑
4131,エルフの宝剣,精灵的宝剑
4132,ハインリヒ凝結剣,海因里希凝结剑
4133,聖皇の剣,圣皇制剑
4134,闇皇の剣,暗皇制剑
4135,奇跡の光剣,奇迹之光剑
4136,草薙の剣・招雪招雷,草薙之剑・招雪招雷
4137,はかぶさの剣,破隼之剑
4138,ギルガメシュの剣,吉尔伽美什之剑
4139,クロノスの剣,柯罗诺斯之剑
4140,天軍回帰の剣,天军回归之剑
4141,聖剣エクスカリバー,圣剑断钢剑
4142,アロンダイトディフェンダー,阿隆戴特防御者
4143,エルフィンブリンガー,精灵之剑
4144,騎士王剣,骑士王剑
4145,聖剣エンジェルスター,圣剑天使之星
4146,魔剣ドラゴンロード,魔剑龙之主宰
4147,無の剣,無制剑
4148,英雄剣ハインリヒ,英雄剑海因里希
4149,極・隼の剣,极・隼之剑
4150,轟天はかぶさ,轰天羽羽斩
4151,獅子王剣,狮子王剑
4152,輝鏡剣ペルセウス,辉镜剑珀尔修斯
4153,名状しがたき剣,不可名状之剑
4154,インフィニティ,无限
4155,カンナギ,神薙
4156,虚竜,虚龙
4157,最後の剣,最终之剑
4158,黎明剣ギルガメシュ,黎明剑吉尔伽美什
4159,万廻剣クロノス,万回剑柯罗诺斯
4160,聖皇剣エクスカリバー,圣皇剑断钢剑
4161,カオスブレイド,混沌之刃
4162,最終英雄剣ハインリヒ,最终英雄剑海因里希
4163,天軍聖剣,天军圣剑
4164,英雄剣イデア・ルカス,英雄剑伊迪亚・鲁卡斯
4166,斬鉄剣・凶星,斩铁剑・凶星
4167,グランドタイタス,大地泰坦
4168,巨剣シヴァ,巨剑湿婆
4169,巨剣アレス,巨剑阿瑞斯
4170,斬釘截鉄,斩钉截铁
4171,聖剣マキシマムタイタス,圣剑麦克斯姆泰坦
4172,斬鉄剣・星旺,斩铁剑・星旺
4173,魔剣バスタードオメガ,魔剑混种欧米伽
4174,リベリオン,叛乱
4175,ドレッドノート,恐惧号
4176,斬鉄剣・曙光,斩铁剑・曙光
4177,レーヴァテイン,莱瓦汀
4178,紅剣アドラメレク,红剑阿德拉梅莱克
4179,滅神剣シヴァ,灭神剑湿婆
4180,覇業剣アレス,霸业剑阿瑞斯
4181,輝熱剣レーヴァテイン,辉热剑莱瓦汀
4182,紅星剣クレオ・アドラ,红星剑克莱奥・阿德拉
4183,魔神剣リベリオン,魔神剑叛逆
4185,ダイヤモンドダスト,钻石星尘
4186,光のサーベル,光之佩剑
4187,闇華,暗华
4188,インフィニティノーブル,无限贵族
4189,魔獣牙剣,魔兽牙剑
4190,聖皇のレイピア,圣皇制细剑
4191,闇皇のレイピア,暗皇制细剑
4192,闇千兎,暗千兔
4193,幻獣牙剣,幻兽牙剑
4194,三魔轟天,三魔轰天
4195,メルクリウス,墨丘利
4196,ブリュンヒルド,布伦希尔德
4197,ブラッディローズ・アリス,血腥蔷薇・爱丽丝
4198,魔剣アリスフィーズ,魔剑爱丽丝菲兹
4199,月虹のレイピア,月虹制细剑
4200,ソレイユ,曙光
4201,シルバーローズ,银蔷薇
4202,闇薔薇,暗蔷薇
4203,聖竜千鳥,圣龙千鸟
4204,夢牙,梦牙
4205,無のレイピア,無制细剑
4206,三魔滅天,三魔灭天
4207,闇の接吻,暗之吻
4208,アンファンテリブル,不可侵犯
4209,ダークドリーム,黑暗梦境
4210,黙示の尖剣,默示的尖剑
4211,最後のレイピア,最终之细剑
4212,流炎剣メルクリウス,流炎剑墨丘利
4213,氷魂剣ブリュンヒルド,冰魂剑布伦希尔德
4214,魔皇剣ブラッディローズ,魔皇剑血腥蔷薇
4215,邪神剣アリスフィーズ,邪神剑爱丽丝菲兹
4217,三魔四精,""
4218,エンドフォース,终焉之力
4219,カオティック,混沌
4220,魔王殺し,魔王杀手
4221,忘れられた魔導王の剣,被遗忘的魔导王之剑
4222,アークフォース,阿克福斯
4223,宝剣・三魔四精,宝剑・三魔四精
4224,ホワイトアリア,白之咏叹调
4225,漆黒の魔剣,漆黑魔剑
4226,魔王殺し・改,魔王杀手・改
4227,V.,""
4228,黄龍聖剣,黄龙圣剑
4229,四精魔剣,四精灵魔剑
4230,滅身剣クラウ・ソラス,灭身剑克拉乌・索拉斯
4231,呪叫剣テュルフィング,咒叫剑提尔锋
4232,無詠剣エテメンアンキ,无咏剑七曜塔
4233,魔王殺し・終式,魔王杀手・终式
4235,天使兵の槍,天使兵的枪
4236,天使兵の槍・改,天使兵的枪・改
4237,レギオン,军团
4238,チェンタウロ,半人马之枪
4239,エンジェルハイ,天使之枪
4240,自作ガンランス,自制铳枪
4241,エンジェルドラグーン,天使龙枪
4242,ヒルコの槍,水蛭之枪
4243,真・風槍シルフ,真・风枪希尔芙
4244,月虹の槍,月虹制枪
4245,アルファケンタウリ,阿尔法半人马
4246,天沼矛,""
4247,自作ガンランス・改,自制铳枪・改
4248,聖槍ドミニオン,圣枪多米尼翁
4249,蝕魔蛭蟲槍,蚀魔蛭虫枪
4250,真・絶風槍シルフ,真・绝风枪希尔芙
4251,クロックスカイ,时钟天空
4252,ガンランスΩ,铳枪Ω
4254,聖皇の槍,圣皇制枪
4255,闇皇の槍,暗皇制枪
4256,真・戦乙女の槍,真・女武神之枪
4257,守護者の重槍,守护者之重枪
4258,ポセイドンの矛,波塞冬之矛
4259,ゲイボルグ,千棘刺之枪
4260,方天画戟・無双,方天画戟・无双
4261,ヴァルキュリア,女武神
4262,聖槍ロンギヌス・ダブル,圣枪朗基努斯・双
4263,無の槍,無制枪
4264,ファランクス,方阵
4265,銀河槍,银河枪
4266,グングニル,冈格尼尔
4267,飛黒輝,飞黑辉
4268,クルセイダー,十字军
4269,侵蝕されたロンギヌス,被侵蚀的朗基努斯
4270,幾星槍,几星枪
4271,聖槍ロンギヌス・トリプル,圣枪 朗基努斯・三重
4272,最後の槍,最终之枪
4273,蒼海矛ポセイドン,苍海矛 波塞冬
4274,滅穿槍ゲイボルグ,灭穿枪千棘刺之枪
4275,覇界槍グングニル,霸界枪 冈格尼尔
4277,天叢雲・神斬,天丛云・神斩
4278,天誅,天诛
4279,夢幻水鏡,梦幻水镜
4280,月下美人・花吹雪,""
4281,調伏千刃,调伏千刃
4282,無限日輪刀,无限日轮刀
4283,花蛇神楽,花蛇神乐
4284,無銘四光,无名四光
4285,無尽無銘,无尽无名
4286,七支刀,""
4287,スサノオの刀,须佐之男的刀
4288,真・水刀ウンディーネ,真・水刀温蒂妮
4289,七星剣,七星剑
4290,月虹の刀,月虹制刀
4291,無尽無銘・詠人不知,无尽无名・咏人不知
4292,天剣天誅,天剑天诛
4293,五光,""
4294,無の刀,無制刀
4295,鍾馗,钟馗
4296,フツノミタマ,普通之魂
4297,雷切,""
4298,鏡水,镜水
4299,塵桜,尘樱
4300,邪皇七星剣,邪皇七星剑
4301,真・鏡水刀ウンディーネ,真・镜水刀温蒂妮
4302,最後の刀,最终之刀
4303,九魂七支刀,""
4304,暴雄刀スサノオ,暴雄刀须佐之男
4305,統皇刀フツノミタマ,统皇刀布都御魂
4306,蚩尤,""
4308,即斬即殺,即斩即杀
4309,極界・流星,极界・流星
4310,斬影・聖魔,斩影・圣魔
4311,聖皇の刃,圣皇制刃
4312,闇皇の刃,暗皇制刃
4313,闇斬魔殺,暗斩魔杀
4314,神斬天殺,神斩天杀
4315,イザナギの小太刀,伊邪那岐的小太刀
4316,イザナミの小太刀,伊邪那美的小太刀
4317,月虹の刃,月虹制刃
4318,聖魔流星,圣魔流星
4319,斬神斬魔,斩神斩魔
4320,狐影,""
4321,無の刃,無制刃
4322,狂悦,""
4323,羅刹,罗刹
4324,修羅,修罗
4325,破邪・干将,""
4326,神祁・莫耶,""
4327,最後の刃,最终之刃
4328,死刻刃イザナミ,死刻刃伊邪那美
4329,生刻刃イザナギ,生刻刃伊邪那岐
4330,朧星,胧星
4332,螺旋鉄甲,螺旋铁甲
4333,天誅螺旋鉄甲,天诛螺旋铁甲
4334,淫魔鉄拳・夜華,淫魔铁拳・夜华
4335,フレデリカ兵装VIII式,芙蕾德莉卡兵装VIII式
4336,聖皇の爪,圣皇制爪
4337,闇皇の爪,暗皇制爪
4338,最終獣爪,最终兽爪
4339,轟拳ダークブラスト,轰拳暗爆
4340,冥王の拳,冥王之拳
4341,グラビディハンド・ゼロ,重力拳套・零
4342,アグニの拳,阿耆尼之拳
4343,キュベレの拳,西布莉之拳
4344,真・炎拳サラマンダー,真・炎拳萨拉曼达
4345,魔王拳デモンズハート,魔王拳恶魔之心
4346,月虹の爪,月虹制爪
4347,格闘王・不敗蒼華,格斗王・不败苍华
4348,明鏡止水の拳,明镜止水的拳
4349,七色魔爪,""
4350,最終冥王拳,最终冥王拳
4351,聖爪バロン,圣爪巴隆
4352,無の爪,無制爪
4353,ヴィジランテ,维吉兰特
4354,ウルヴァリン,狼人
4355,死亡遊戯,死亡游戏
4356,カイザーハート,凯撒之心
4357,フレデリカ兵装XIII終式,芙蕾德莉卡兵装XIII终式
4358,真・灼炎拳サラマンダー,真・灼炎拳萨拉曼达
4359,グラビティハンドΩ,重力之手Ω
4360,デストロフィスト,死亡破坏拳
4361,白兎の爪,白兔的爪
4362,最後の爪,最终之爪
4363,獄炎拳アグニ,狱炎拳阿耆尼
4364,地母拳キュベレ,地母拳西布莉
4365,邪神拳ソウルジハード,邪神拳灵魂圣战
4366,白廻爪アピロ・ラゴス,白回爪阿皮洛・拉戈斯
4368,狂獣の牙,狂兽之牙
4369,ファング・オズマトロン,芬格・奥兹马特隆
4370,聖皇の牙,圣皇制牙
4371,闇皇の牙,暗皇制牙
4372,最終獣牙,最终兽牙
4373,アポカリプス・ワンダー,启示录・奇迹
4374,フェンリルの牙,芬里尔之牙
4375,バハムートの牙,巴哈姆特之牙
4376,月虹の牙,月虹制牙
4377,ルー・ガルー,鲁・加鲁
4378,神祖の牙,神祖之牙
4379,無の牙,無制牙
4380,Tレックス,T雷克斯
4381,ゲシュタルト,格式塔
4382,ドラゴンクライ,龙之咆哮
4383,裂帛,""
4384,四聖西覇白虎の牙,四圣西霸白虎之牙
4385,最後の牙,最终之牙
4386,終狼牙フェンリル,终狼牙芬里尔
4387,覇竜牙バハムート,霸龙牙巴哈姆特
4388,虚牙,""
4389,アポカリプス・アリス,启示录・爱丽丝
4391,聖皇の斧,圣皇制斧
4392,闇皇の斧,暗皇制斧
4393,牛魔王の斧,牛魔王之斧
4394,聖斧アトラス,圣斧阿特拉斯
4395,イスカンダルの斧,伊斯坎达尔之斧
4396,グラシャラボラスの斧,格剌希亚拉波斯之斧
4397,真・土斧ノーム,真・土斧诺姆
4398,月虹の斧,月虹制斧
4399,マックスブレイカー,最大破坏者
4400,オメガベルセルク,欧米伽狂怒战士
4401,ナノ分解魔神斧,纳米分解魔神斧
4402,冥府斧,冥府之斧
4403,無の斧,無制斧
4404,聖斧アトラスクロス,圣斧阿特拉斯十字
4405,九首牛魔羅王,九首牛魔罗王
4406,冥帝斧,""
4407,巨人の遺産,巨人之遗产
4408,真・烈土斧ノーム,真・烈土斧诺姆
4409,星割り,星碎
4410,最後の斧,最终之斧
4411,征服斧イスカンダル,征服斧伊斯坎达尔
4412,蹂躙斧グラシャラボラス,蹂躏斧格剌希亚拉波斯
4414,鬼神棍棒,""
4415,那由多螺旋如意棒,""
4416,超奇跡の棍,超奇迹之棍
4417,記憶の棍棒,记忆的棍棒
4418,聖皇のハンマー,圣皇制锤
4419,闇皇のハンマー,暗皇制锤
4420,女神の棍,女神之棍
4421,死界樹のハンマー,死界树之锤
4422,ヘラクレスの棍棒,赫拉克勒斯之棍
4423,ダグザの棍棒,达格达之棍
4424,天魔神殺如意棒,天魔神杀如意棒
4425,月虹のハンマー,月虹制锤
4426,聖棍ギルアンヘル,圣棍吉尔安赫尔
4427,ペルセポネー,珀耳塞福涅
4428,オライオン,奥拉昂
4429,無のハンマー,無制锤
4430,鬼哭,""
4431,虚無金槌,虚无金槌
4432,七つの大罪・憤怒,七宗罪・愤怒
4433,星喰い,星喰
4434,クロマニヨン,克罗玛尼翁
4435,四海大聖如意棒,四海大圣如意棒
4436,輪廻の棍棒,轮回之棍棒
4437,最後のハンマー,最终之锤
4438,憤怒棍ヘラクレス,愤怒棍 赫拉克勒斯
4439,英傑棍ダグザ,英杰棍达格达
4440,雷神のミョルニル,雷神之锤
4441,零の龍角,零之龙角
4442,輪廻棍エクスソニア,轮回棍 艾克斯索尼娅
4444,妖狩斬魂鎌,妖狩斩魂镰
4445,蒼魔の万鎌,苍魔的万镰
4446,ヘルクリムゾン,地狱绯红
4447,聖皇の鎌,圣皇制镰
4448,闇皇の鎌,暗皇制镰
4449,万魂陰陽鎌,万魂阴阳镰
4450,ジエンドシックル,杰恩多刺骨镰
4451,ハデスの鎌,哈迪斯之镰
4452,ヘルの鎌,海拉之镰
4453,月虹の鎌,月虹制镰
4454,滅・妖狩斬魂鎌,灭・妖狩斩魂镰
4455,ヘルソウル,地狱灵魂
4456,無の鎌,無制镰
4457,黒の魔奏,黑色魔奏
4458,あやかし蒼魔,妖异苍魔
4459,克己覇道,克己霸道
4460,死神の鎌,死神之镰
4461,最後の鎌,最终之镰
4462,冥獄鎌ハデス,冥狱镰哈迪斯
4463,光獄鎌ヘル,光狱镰海拉
4464,冥府黄泉舞鎌,冥府黄泉舞镰
4465,シュレディンガー,薛定谔
4466,永劫と終焉の鎌,永劫与终焉之镰
4467,黒廻鎌ニフタ・テロス,黑回镰尼菲特・泰罗斯
4469,シャインマーメイド,闪耀人鱼
4470,聖皇の杖,圣皇制杖
4471,闇皇の杖,暗皇制杖
4472,女神の杖,女神之杖
4473,シャイントリニティ,闪耀混沌
4474,デミウルゴスXX,迪米乌哥斯XX
4475,ホルスの杖,荷鲁斯之杖
4476,トトの杖,托特之杖
4477,月虹の杖,月虹制杖
4478,アルテマトリニティ,最终合一
4479,乙姫,乙姬
4480,オーバーエリシクル,超艾利西克
4481,無の杖,無制杖
4482,コスモス,宇宙神蝶
4483,デミウルゴス∞,迪米乌哥斯∞
4484,1000と1の杖,1000与1的杖
4485,ゼウスの雷霆,宙斯之雷霆
4486,オメガアデプタス,欧米伽适配者
4487,アヴェ・マリア,圣母玛利亚
4488,最後の杖,最终之杖
4489,神鳴杖ホルス,神鸣杖荷鲁斯
4490,誓刻杖トト,誓刻杖托特
4491,神雷杖ゼウス,神雷杖宙斯
4492,マグニフィセントワン,壮丽一击
4494,ポルターガイスト,波尔塔加斯特
4495,ハイプリンセスガード,高阶公主护卫
4496,魔法少女のロッド,魔法少女的法杖
4497,インフィニティクロニクル,无限编年史
4498,魔女のロッド,魔女的法杖
4499,メテオロッド,陨石法杖
4500,侵蝕されたロッド,被侵蚀的法杖
4501,聖皇のロッド,圣皇制法杖
4502,闇皇のロッド,暗皇制法杖
4503,カオスドラグナー,混沌龙枪
4504,カオスウィザード,混沌巫师
4505,ブラフマーロッド,梵天之法杖
4506,アーリマンロッド,阿里曼法杖
4507,アリスクロニクル,爱丽丝编年史
4508,月虹のロッド,月虹制法杖
4509,アルテマドラグナー,究极龙骑士
4510,ゴーストファンタスティック,幽灵幻想
4511,マスターワーム,大师蠕虫
4512,ツインスパークル,双闪烁
4513,無のロッド,無制法杖
4514,セイブザクィーン,拯救女王
4515,アポクリファ,伪典
4516,究極魔法少女のロッド,究极魔法少女的法杖
4517,聖杖メシアン,圣杖弥赛亚
4518,夢真彗星,梦真彗星
4519,黙示の刻,默示之刻
4520,アルテマウィザード,究极魔法师
4521,最後のロッド,最终之法杖
4522,創世杖ブラフマー,创世杖梵天
4523,虐悪杖アーリマン,虐恶杖阿里曼
4524,ガンマトロン,伽马托隆
4525,邪皇杖カオスクロニクル,邪皇杖混沌编年史
4527,堕天使の弓矢,堕天使之弓
4528,与一の弓・黄泉,与一之弓・黄泉
4529,真・滅竜弓,真・灭龙弓
4530,無限の弓矢,无限之弓箭
4531,聖皇の弓,圣皇制弓
4532,闇皇の弓,暗皇制弓
4533,全魔の狩人,全魔猎人
4534,アルテマキラー,究极杀手
4535,ヴィシュヌの弓,毗湿奴之弓
4536,インドラの弓,因陀罗之弓
4537,明星の弓矢,明星之弓
4538,聖弓イリアス,圣弓伊莉娅丝
4539,月虹の弓,月虹制弓
4540,滅竜神弓,灭龙神弓
4541,エルフィンオルド,精灵之弓
4542,無の弓,無制弓
4543,ハンターオブハンター,猎人之猎人
4544,イリアスハート,伊莉娅丝之心
4545,黄泉ノ星,黄泉之星
4546,アポカリプスキラー,末日杀手
4547,侵蝕蛭蟲弓,侵蚀蛭虫弓
4548,最後の弓,最终之弓
4549,滅魔弓ヴィシュヌ,灭魔弓毗湿奴
4550,雷帝弓インドラ,雷帝弓因陀罗
4551,輝月弓アルテミス,辉月弓阿尔忒弥斯
4552,EMPC,""
4553,明星聖弓,明星圣弓
