ID,名称,中文名称
1340,混沌人形遣いの塔 1F,混沌操偶师之塔 1F
1341,混沌人形遣いの塔 2F,混沌操偶师之塔 2F
1342,混沌人形遣いの塔 3F,混沌操偶师之塔 3F
1343,混沌人形遣いの塔 4F,混沌操偶师之塔 4F
1344,混沌人形遣いの塔 5F,混沌操偶师之塔 5F
1345,混沌管理者の塔 1F,混沌管理者之塔 1F
1346,混沌管理者の塔 2F,混沌管理者之塔 2F
1347,混沌管理者の塔 3F,混沌管理者之塔 3F
1348,混沌管理者の塔 4F,混沌管理者之塔 4F
1349,混沌管理者の塔 5F,混沌管理者之塔 5F
1350,混沌管理者の塔 6F,混沌管理者之塔 6F
1351,混沌管理者の塔 7F,混沌管理者之塔 7F
1352,混沌管理者の塔 8F,混沌管理者之塔 8F
1353,混沌管理者の塔 9F,混沌管理者之塔 9F
1354,傲慢の殿堂 1F,傲慢之殿堂 1F
1355,傲慢の殿堂 B1F,傲慢之殿堂 B1F
1356,傲慢の殿堂 2F,傲慢之殿堂 2F
1357,強欲の殿堂 1F,贪婪之殿堂 1F
1358,強欲の殿堂 B1F,贪婪之殿堂 B1F
1359,強欲の殿堂 B2F,贪婪之殿堂 B2F
1360,嫉妬の殿堂 1F西,嫉妒之殿堂 1F西
1361,嫉妬の殿堂 1F東,嫉妒之殿堂 1F东
1362,嫉妬の殿堂 2F,嫉妒之殿堂 2F
1363,嫉妬の殿堂 B1F,嫉妒之殿堂 B1F
1364,嫉妬の殿堂 リリィの部屋,嫉妒之殿堂 莉莉的房间
1365,憤怒の殿堂 1F,愤怒之殿堂 1F
1366,憤怒の殿堂 B1F,愤怒之殿堂 B1F
1367,憤怒の殿堂 B2F,愤怒之殿堂 B2F
1368,憤怒の殿堂 B3F,愤怒之殿堂 B3F
1369,暴食の殿堂 第1層,暴食之殿堂 第1层
1370,暴食の殿堂 第2層,暴食之殿堂 第2层
1371,色欲の殿堂 1F,色欲之殿堂 1F
1372,色欲の殿堂 B1F,色欲之殿堂 B1F
1373,色欲の殿堂 B2F,色欲之殿堂 B2F
1374,色欲の殿堂 2F,色欲之殿堂 2F
1375,天界エスタ,天界埃斯塔
1376,大罪の殿堂 第1層,大罪之殿堂 第1层
1377,大罪の殿堂 第2層,大罪之殿堂 第2层
1378,大罪の殿堂 第3層,大罪之殿堂 第3层
1379,大罪の殿堂 第4層,大罪之殿堂 第4层
1380,大罪の殿堂 第5層,大罪之殿堂 第5层
1381,大罪の殿堂 第6層,大罪之殿堂 第6层
1382,光の塔と闇の塔,光之塔与暗之塔
1383,光の塔 1F,光之塔 1F
1384,光の塔 2F,光之塔 2F
1385,光の塔 3F,光之塔 3F
1386,光の塔 4F,光之塔 4F
1387,光の塔 5F,光之塔 5F
1388,光の塔 6F,光之塔 6F
1389,光の塔 7F,光之塔 7F
1390,光の塔 7F（水抜き）,""
1391,光の塔 8F,光之塔 8F
1392,光の塔 8F（水抜き）,""
1393,光の塔 9F,光之塔 9F
1394,闇の塔 1F,暗之塔 1F
1395,闇の塔 2F,暗之塔 2F
1396,闇の塔 3F,暗之塔 3F
1397,闇の塔 4F,暗之塔 4F
1398,闇の塔 5F,暗之塔 5F
1399,闇の塔 6F,暗之塔 6F
1400,闇の塔 7F,暗之塔 7F
1401,闇の塔 8F,暗之塔 8F
1402,闇の塔 9F,暗之塔 9F
1403,光と闇の交差点,光与暗的交界
1404,全てを識る者の間,全知者之间
1405,天界 水精の泉,天界 水精之泉
1406,町・村,城镇・村庄
1407,ダンジョン,迷宫
1408,混沌イリアスベルク,混沌伊莉娅丝堡
1409,混沌イリアスベルク屋内,混沌伊莉娅丝堡室内
1410,魔界サン・イリア城 2F,魔界圣・伊莉娅城 2F
1411,混沌名も無きスラム,混沌无名之贫民窟
1412,混沌名も無きスラム屋内,混沌无名贫民窟室内
1413,混沌ポルノフ,混沌波尔诺夫
1414,混沌イリアスヴィル襲撃,混沌伊莉娅丝村袭击
1415,混沌ハピネス村,混沌幸福村
1416,混沌ハピネス村屋内,混沌幸福村室内
1417,混沌ハーピーの集落,混沌哈比的聚落
1418,混沌ハーピーの集落裏,混沌哈比的聚落背面
1419,混沌ハーピーの集落屋内,混沌哈比的聚落室内
1420,混沌ミダス村,混沌米达斯村
1421,混沌ミダス村屋内,混沌米达斯村室内
1422,混沌ロストルム村,混沌洛斯托鲁姆村
1423,混沌ロストルム村屋内,混沌洛斯托鲁姆村室内
1424,混沌イリアスポート,混沌伊莉娅丝港
1425,混沌イリアスポート屋内,混沌伊莉娅丝港室内
1426,混沌ナタリアポート,混沌娜塔莉亚港
1427,混沌ナタリアポート屋内,混沌娜塔莉亚港室内
1428,混沌幽霊船 甲板,混沌幽灵船 甲板
1429,混沌ラダイト村屋内,混沌拉达伊特村室内
1430,混沌ラダイト村はずれ,混沌拉达伊特村郊外
1431,混沌ラダイト村洞窟,混沌拉达伊特村洞窟
1432,混沌イリアスヴィル出発,混沌伊莉娅丝村出发
1433,混沌モンテカルロ,混沌蒙特卡洛
1434,混沌モンテカルロ屋内,混沌蒙特卡洛室内
1435,混沌迷いの森 第1層,混沌迷途森林 第1层
1436,混沌迷いの森 第2層,混沌迷途森林 第2层
1437,混沌グランドール,混沌格兰多尔
1438,混沌グランドール屋内,混沌格兰多尔室内
1439,混沌マギステア村,混沌玛吉斯提雅村
1440,混沌マギステア村屋内,混沌玛吉斯提雅村室内
1441,混沌サルーン,混沌萨伦
1442,BF:マイン,""
1443,魔界罪人の封牢2,""
1444,魔界ゴルドポート壊滅,魔界戈尔德港毁灭
1445,魔界ゴルドポート屋内壊滅,魔界戈尔德港室内毁灭
1446,混沌エンディング13,""
1447,混沌罪人の封牢 1F,混沌罪人之封牢 1F
1448,混沌罪人の封牢 2F,混沌罪人之封牢 2F
1449,混沌グランドノア攻略1,""
1450,混沌グランドノア攻略2,""
1451,混沌サバサ攻略1,""
1452,混沌サバサ攻略2,""
1453,混沌サン・イリア市街襲撃,混沌圣・伊莉娅市街袭击
1454,混沌サルーン屋内,混沌萨伦室内
1455,天界ミトラ封印城,天界米特拉封印城
1456,魔界ミトラ封印城,魔界米特拉封印城
1457,天界封印の間,天界封印之间
1458,魔界封印の間,魔界封印之间
1459,混沌マールポート,混沌马尔港
1460,混沌マールポート屋内,混沌马尔港室内
1461,侵蝕されたデミウルゴス,被侵蚀的迪米乌哥斯
1462,混沌海軍本部屋内,混沌海军本部室内
1463,混沌フィノア,混沌菲诺亚
1464,混沌フィノア屋内,混沌菲诺亚室内
1465,混沌リマ村廃墟,混沌利马村废墟
1466,混沌リマ村廃墟屋内,混沌利马村废墟室内
1467,混沌ゴッダール,混沌戈达尔
1468,イリアス神殿 第2層,伊莉娅丝神殿 第2层
1469,魔界エンリカ,魔界恩里卡
1470,混沌ゴッダール屋内,混沌戈达尔室内
1471,コロシアム,角斗场
1472,混沌ゴルドポート,混沌戈尔德港
1473,魔界グランドノア市街,魔界格兰德诺亚市区
1474,混沌ハーピーの塔 屋上,混沌哈比之塔 屋顶
1475,混沌サン・イリア城 2F襲撃,混沌圣・伊莉娅城堡 2F袭击
1476,混沌ゴルドポート屋内,混沌戈尔德港室内
1477,混沌貴婦人の村,混沌贵妇人村
1478,混沌貴婦人の村屋内,混沌贵妇人村室内
1479,混沌スノウヘブン,混沌雪之天堂
1480,混沌スノウヘブン屋内,混沌雪之天堂室内
1481,混沌きつねの里,混沌狐之里
1482,魔界グランドノア市街攻略,魔界格兰德诺亚市区攻略
1483,混沌きつねの里屋内,混沌狐之里室内
1484,混沌たぬきの里,混沌狸之里
1485,混沌たぬきの里屋内,混沌狸之里室内
1486,天界エスタ屋内,天界埃斯塔室内
1487,レミナ研究所 第二区画入り口,雷米娜研究所 第二区入口
1488,レミナ研究所 第二区画,雷米娜研究所 第二区
1489,レミナ研究所 第1収容室,雷米娜研究所 第一收容室
1490,レミナ研究所 第2収容室,雷米娜研究所 第二收容室
1491,レミナ研究所 操作室,雷米娜研究所 操作室
1492,妖星攻防戦開始,妖星攻防战开始
1493,エンディングスノウヘブン,结局雪之天堂
1494,エンディングスノウヘブン屋内,结局雪之天堂室内
1495,智の同盟研究所 1F,智之同盟研究所 1F
1496,智の同盟研究所 B1F,智之同盟研究所 B1F
1497,魔界ナタリアポート襲撃,魔界娜塔莉亚港袭击
1498,魔界ローザリア号 1F,魔界浪漫号 1F
1499,魔界ローザリア号 B1F,魔界浪漫号 B1F
1500,レミナ研究所 入り口,雷米娜研究所 入口
1501,レミナ研究所 エントランス,雷米娜研究所 入口大厅
1502,レミナ研究所 実験室,雷米娜研究所 实验室
1503,天界サン・イリア黒のアリス襲撃,天界圣・伊莉娅黑之爱丽丝袭击
1504,混沌エルフの里,混沌精灵村
1505,混沌エルフの里内部,混沌精灵村内部
1506,混沌エルフ姫の屋敷,混沌精灵公主的宅邸
1507,混沌エルフ姫の屋敷部屋,混沌精灵公主的宅邸房间
1508,建物・施設,建筑物・设施
1509,混沌ミトラ封印城,混沌米特拉封印城
1510,混沌ミトラ封印城 封印の間,混沌米特拉封印城 封印之间
1511,混沌メダル女王の城,混沌奖章女王的城堡
1512,混沌北のお化け屋敷 第1層,混沌北方的鬼屋 第1层
1513,混沌北のお化け屋敷 第2層,混沌北方的鬼屋 第2层
1514,ルルイエ神殿 封印の間,拉莱耶神殿 封印之间
1515,混沌エンディング1,""
1516,天界グランドノア城 2F攻略,天界格兰德诺亚城 2F攻略
1517,闘技場,斗技场
1518,智の同盟研究所 2F,智之同盟研究所 2F
1519,魔界グランドノア攻略,魔界格兰德诺亚攻略
1520,魔界フィノア,魔界菲诺亚
1521,智の同盟研究所 3F,智之同盟研究所 3F
1522,智の同盟研究所 B2F,智之同盟研究所 B2F
1523,混沌エンディング3,""
1524,混沌エンディング2,""
1525,天界妖精の島 南,天界妖精之岛 南
1526,天界妖精の島 東,天界妖精之岛 东
1527,魔界エンリカ屋内,魔界恩里卡室内
1528,天界妖精の島 西,天界妖精之岛 西
1529,天界妖精の島 西屋内,天界妖精之岛 西室内
1530,記憶の場所 第1層屋内,记忆之地 第1层室内
1531,魔界ナタリアポート,魔界娜塔莉亚港
1532,混沌オロチの洞 内部,混沌大蛇之洞 内部
1533,魔界ナタリアポート屋内,魔界娜塔莉亚港室内
1534,天界ラダイト村,天界拉达伊特村
1535,魔界フィノア屋内,魔界菲诺亚室内
1536,天界ラダイト村屋内,天界拉达伊特村室内
1537,天界フィノア,天界菲诺亚
1538,天界サン・イリア,天界圣・伊莉娅
1539,天界サン・イリア屋内,天界圣・伊莉娅室内
1540,天界サン・イリア城 1F,天界圣・伊莉娅城 1F
1541,天界サン・イリア城 兵舎,天界圣・伊莉娅城 兵舍
1542,イリアス神殿 第2層2,""
1543,天界フィノア屋内,天界菲诺亚室内
1544,イベント,事件
1545,混沌エンディング4,""
1546,混沌世界樹 3F,混沌世界树 3F
1547,混沌北のお化け屋敷 クロムの部屋,混沌北方的鬼屋 库洛姆的房间
1548,魔界モンテカルロ屋内,魔界蒙特卡洛室内
1549,天界ルビアナ,天界鲁比亚纳
1550,混沌ルート作戦会議,混沌路线作战会议
1551,混沌北のお化け屋敷 地下室,混沌北方的鬼屋 地下室
1552,天界ルビアナ屋内,天界鲁比亚纳室内
1553,天界サバサ,天界撒巴萨
1554,魔界サバサ,魔界撒巴萨
1555,天界サバサ屋内,天界撒巴萨室内
1556,魔界サバサ屋内,魔界撒巴萨室内
1557,天界サバサ城 1F,天界撒巴萨城 1F
1558,ヘルゴンド大陸西の大穴,赫尔贡多大陆西的大洞
1559,天界サバサ城 2F,天界撒巴萨城 2F
1560,混沌神鳥のほこら,混沌神鸟之祠
1561,混沌雪のほこら,混沌雪之祠堂
1562,妖星デミウルゴス 5F,妖星迪米乌哥斯 5F
1563,妖星デミウルゴス 2F,妖星迪米乌哥斯 2F
1564,妖星デミウルゴス 4F,妖星迪米乌哥斯 4F
1565,天界サン・イリア城 2F,天界圣・伊莉娅城 2F
1566,イリアス神殿 第2層3,""
1567,邪神城 4F-2,""
1568,邪神城 4F-3,""
1569,邪神城 4F-4,""
1570,混沌サン・イリア城 1F襲撃,混沌圣・伊莉娅城堡 1F袭击
1571,混沌エンディング9,""
1572,混沌ヤマタイ村襲撃,混沌邪马台村袭击
1573,混沌雪のほこら 1F,混沌雪之祠堂 1F
1574,混沌雪のほこら B1F,混沌雪之祠堂 B1F
1575,混沌ミミックアイランド,混沌宝箱怪岛
1576,混沌サルーン廃鉱 1F,混沌萨伦废矿 1F
1577,天界グランドノア,天界格兰德诺亚
1578,鍛冶場雷イベント,锻冶场雷事件
1579,天界グランドノア屋内,天界格兰德诺亚室内
1580,魔界グランドノア屋内,魔界格兰德诺亚室内
1581,天界グランドノア城 1F,天界格兰德诺亚城 1F
1582,混沌サルーン廃鉱 B1F,混沌萨伦废矿 B1F
1583,天界グランドノア城 2F,天界格兰德诺亚城 2F
1584,混沌サルーン廃鉱 B1F,混沌萨伦废矿 B1F
1585,魔界ヤマタイ村,魔界邪马台村
1586,ポケット魔王城作戦会議,口袋魔王城作战会议
1587,混沌イリアス神殿跡 第1層,混沌伊莉娅丝神殿遗迹 第1层
1588,混沌イリアス神殿跡 第2層,混沌伊莉娅丝神殿遗迹 第2层
1589,混沌イリアス神殿跡 第3層,混沌伊莉娅丝神殿遗迹 第3层
1590,混沌ヘルゴンドのほこら,混沌赫尔贡多的圣祠
1591,混沌ヘルゴンドのほこら B1F,混沌赫尔贡多的圣祠 B1F
1592,魔界ローザリア号 B2F,魔界浪漫号 B2F
1593,混沌ヘルゴンドのほこら B2F,混沌赫尔贡多的圣祠 B2F
1594,混沌ヘルゴンドのほこら B3F,混沌赫尔贡多的圣殿 B3F
1595,魔界ヤマタイ村 1F,魔界邪马台村 1F
1596,混沌ヤマタイ宴,混沌邪马台宴
1597,魔界ヤマタイ村 2F攻略,魔界邪马台村 2F攻略
1598,混沌記憶の場所 第1層,混沌记忆之地 第1层
1599,混沌試しの洞窟 B1F,混沌试炼洞窟 B1F
1600,魔界プランセクト村,魔界普兰塞克特村
1601,天界ゴッダール,天界戈达尔
1602,混沌試しの洞窟 B2F,混沌试炼洞窟 B2F
1603,天界ゴッダール屋内,天界戈达尔室内
1604,混沌記憶の場所 第2層,混沌记忆之地 第2层
1605,天界グランゴルド,天界格兰戈尔德
1606,魔界グランゴルド,魔界格兰戈尔德
1607,天界グランゴルド屋内,天界格兰戈尔德室内
1608,魔界グランゴルド屋内,魔界格兰戈尔德室内
1609,天界グランゴルド城 1F,天界格兰戈尔德城 1F
1610,混沌ポルノフ鉱山 1F,混沌波尔诺夫矿山 1F
1611,混沌ポルノフ鉱山 B1F,混沌波尔诺夫矿山 B1F
1612,天界グランゴルド城 2F,天界格兰戈尔德城 2F
1613,混沌ポルノフ鉱山 B2F,混沌波尔诺夫矿山 B2F
1614,魔界ゴルドポート,魔界戈尔德港
1615,魔界ゴルドポート屋内,魔界戈尔德港室内
1616,混沌ハーピーの塔 1F,混沌哈比之塔 1F
1617,魔界グランゴルド地下水路攻略,魔界格兰戈尔德地下水路攻略
1618,魔界サキュバスの村屋内,魔界魅魔村室内
1619,混沌ハーピーの塔 2F,混沌哈比之塔 2F
1620,魔界次元クラック凍結,魔界次元裂缝冻结
1621,混沌ハーピーの塔 3F,混沌哈比之塔 3F
1622,混沌ナメクジタワー 1F,混沌蛞蝓塔 1F
1623,レミナ研究所,雷米娜研究所
1624,混沌ナメクジタワー 2F,混沌蛞蝓塔 2F
1625,混沌ナメクジタワー 3F,混沌蛞蝓塔 3F
1626,混沌ミダス廃鉱 1F,混沌米达斯废矿 1F
1627,火計,火计
1628,混沌ミダス廃鉱 B1F,混沌米达斯废矿 B1F
1629,混沌ミダス廃鉱 B1F,混沌米达斯废矿 B1F
1630,混沌秘宝の洞窟 1F,混沌秘宝洞窟 1F
1631,天界罪人の封牢1,""
1632,混沌記憶の場所 第3層,混沌记忆之地 第3层
1633,混沌秘宝の洞窟 B1F,混沌秘宝洞窟 B1F
1634,混沌求道者の洞窟 1F,混沌求道者洞窟 1F
1635,混沌求道者の洞窟 B1F,混沌求道者洞窟 B1F
1636,混沌求道者の洞窟 B2F,混沌求道者洞窟 B2F
1637,混沌求道者の洞窟 B3F,混沌求道者洞窟 B3F
1638,混沌ピラミッド,混沌金字塔
1639,混沌ピラミッド 1F,混沌金字塔 1F
1640,混沌ピラミッド 2F,混沌金字塔 2F
1641,混沌ピラミッド 3F,混沌金字塔 3F
1642,混沌ピラミッド 4F,混沌金字塔 4F
1643,魔界駅,魔界车站
1644,魔界グランゴルド地下水路通路攻略,魔界格兰戈尔德地下水路通道攻略
1645,混沌サルーン廃鉱 B2F,混沌萨伦废矿 B2F
1646,混沌大海賊の洞窟 1F,混沌大海贼的洞窟 1F
1647,混沌大海賊の洞窟 2F,混沌大海贼的洞窟 2F
1648,魔界ヤマタイ村 4F攻略,魔界邪马台村 4F攻略
1649,混沌大海賊の洞窟 内部,混沌大海贼的洞窟 内部
1650,邪神城,""
1651,魔界フィノア木1,""
1652,魔界フィノア木2,""
1653,魔界サン・イリア城 B3F,魔界圣・伊莉娅城 B3F
1654,天界サン・イリア壊滅,天界圣・伊莉娅毁灭
1655,魔界グランドノア壊滅,魔界格兰德诺亚毁灭
1656,天界グランゴルド城独房1,""
1657,天界グランゴルド城独房2,""
1658,記憶の場所 第1層,记忆之地 第1层
1659,記憶の場所 第2層,记忆之地 第2层
1660,記憶の場所 第3層,记忆之地 第3层
1661,天界サバサ脱獄姉妹,天界撒巴萨越狱姐妹
1662,コロシアム 1F,角斗场 1F
1663,グランベリア3-1,""
1664,妖星中枢,""
1665,妖星外観,妖星外观
1666,魔王城 B1F（天使占領）,""
1667,混沌化石鉱山 1F,混沌化石矿山 1F
1668,魔王城外観（天使占領）,""
1669,魅凪暗殺イベント,魅凪暗杀事件
1670,混沌化石鉱山 B1F,混沌化石矿山 B1F
1671,混沌迷宮への洞窟,混沌迷宫之洞窟
1672,智の同盟研究所 ガレージ,智之同盟研究所 车库
1673,星間飛行,星际飞行
1674,天界黒の屋敷 1F,天界黑之公馆 1F
1675,天界黒の屋敷 1F-2,""
1676,天界黒の屋敷 B1F,天界黑之公馆 B1F
1677,天界黒の屋敷 食堂,天界黑之公馆 食堂
1678,天界黒の屋敷 1F屋内,天界黑之公馆 1F室内
1679,天界黒の屋敷 2F,天界黑之公馆 2F
1680,混沌ヤマタイへの洞窟,混沌邪马台洞窟
1681,天界黒の屋敷 2F屋内,天界黑之公馆 2F室内
1682,天界黒の屋敷 最奥,天界黑之公馆 最深处
1683,深き混沌 第5層,深层混沌 第5层
1684,深き混沌 第4層,深层混沌 第4层
1685,混沌ヤマタイへの洞窟,混沌邪马台洞窟
1686,深き混沌 第3層,深层混沌 第3层
1687,深き混沌 第2層,深层混沌 第2层
1688,深き混沌 第1層,深层混沌 第1层
1689,混沌記憶の場所 第4層,混沌记忆之地 第4层
1690,混沌星間飛行,混沌星际飞行
1691,混沌ロストルム村襲撃,混沌洛斯托鲁姆村袭击
1692,混沌の鍛冶場,混沌锻冶场
1693,混沌魔導船内,混沌魔导船内
1694,魔導船内,魔导船内
1695,イリアス神殿ヌルコ監禁,伊莉娅丝神殿黏黏子监禁
1696,混沌オロチの洞,混沌大蛇之洞
1697,天界野営1,""
1698,天界野営2,""
1699,天界野営3,""
1700,天界最終決戦開始,天界最终决战开始
1701,混沌オロチの洞 瀑布,混沌大蛇之洞 瀑布
1702,天界エンド1,""
1703,混沌エンディング6,""
1704,天界エンド2,""
1705,天界エンド3,""
1706,魔界サキュバスの村,魔界魅魔村
1707,イリアスヴィルエンディング,伊莉娅丝村恩丁
1708,混沌オロチの洞 奥の洞,混沌大蛇之洞 深处
1709,混沌エンディング10,""
1710,混沌溶岩鉱窟 1F,混沌熔岩矿窟 1F
1711,混沌溶岩鉱窟 B1F,混沌熔岩矿窟 B1F
1712,混沌世界樹 1F,混沌世界树 1F
1713,混沌世界樹 2F,混沌世界树 2F
1714,混沌世界樹 4F,混沌世界树 4F
1715,混沌雪越えの洞窟,混沌雪越洞窟
1716,混沌雪越えの洞窟 第1層,混沌雪越洞窟 第1层
1717,混沌雪越えの洞窟 第2層,混沌雪越洞窟 第2层
1718,混沌雪越えの洞窟 第3層,混沌雪越洞窟 第3层
1719,混沌雪越えの洞窟 第4層,混沌雪越洞窟 第4层
1720,混沌雪越えの洞窟 第5層,混沌雪越洞窟 第5层
1721,混沌雪越えの洞窟 第6層,混沌雪越洞窟 第6层
1722,混沌雪越えの洞窟 山頂,混沌雪越洞窟 山顶
1723,混沌雪越えの洞窟,混沌雪越洞窟
1724,混沌ヘルゴンドの洞窟 1F,混沌赫尔贡多洞窟 1F
1725,混沌ヘルゴンドの洞窟 2F,混沌赫尔贡多洞窟 2F
1726,混沌ヘルゴンドの洞窟 1F,混沌赫尔贡多洞窟 1F
1727,混沌ヘルゴンドの洞窟 B1F,混沌赫尔贡多洞窟 B1F
1728,混沌サバサ城 3F,混沌撒巴萨城 3F
1729,海軍会議,海军会议
1730,自然ダンジョン,自然迷宫
1731,混沌ロストルム山地洞窟,混沌洛斯托鲁姆山地洞窟
1732,混沌ロストルム山地洞窟 1F,混沌洛斯托鲁姆山地洞窟 1F
1733,混沌ロストルム山地洞窟 2F,混沌洛斯托鲁姆山地洞窟 2F
1734,混沌ロストルム山地洞窟 3F,混沌洛斯托鲁姆山地洞窟 3F
1735,混沌ロストルム山地洞窟 4F,混沌洛斯托鲁姆山地洞窟 4F
1736,混沌ロストルム山地洞窟 3F,混沌洛斯托鲁姆山地洞窟 3F
1737,混沌ロストルム山地洞窟 2F,混沌洛斯托鲁姆山地洞窟 2F
1738,混沌ロストルム山地洞窟 1F,混沌洛斯托鲁姆山地洞窟 1F
1739,混沌タラスの丘,混沌塔拉斯之丘
1740,混沌レムズ海岸,混沌雷姆兹海岸
1741,混沌ナタリア海岸,混沌娜塔莉亚海岸
1742,混沌カルロスの丘,混沌卡尔洛斯之丘
1743,混沌恵みのオアシス,混沌恩惠之绿洲
1744,混沌サルーンの丘,混沌萨伦之丘
1745,混沌ライラの大滝,混沌莱拉大瀑布
1746,混沌ライラの大滝 B1F,混沌莱拉大瀑布 B1F
1747,混沌ライラの大滝 B2F,混沌莱拉大瀑布 B2F
1748,混沌ライラの大滝 B3F,混沌莱拉大瀑布 B3F
1749,混沌ゴルド東の大毒沼,混沌戈尔德东大毒沼
1750,混沌ゴルド海岸,混沌戈尔德海岸
1751,カオスの領域,混沌领域
1752,最終決戦,最终决战
1753,混沌イリアス神殿 1階改装,混沌伊莉娅丝神殿 1楼改装
1754,混沌イリアス神殿 B1F,混沌伊莉娅丝神殿 B1F
1755,クリア後混沌グランドール大劇場,通关后混沌格兰多尔大剧场
1756,混沌妖精の島 南,混沌妖精之岛 南
1757,混沌妖精の島 北,混沌妖精之岛 北
1758,混沌妖精の島 中央,混沌妖精之岛 中央
1759,混沌レミナ,混沌雷米娜
1760,混沌レミナ住宅街,混沌雷米娜住宅区
1761,混沌サキュバスの村,混沌魅魔村
1762,混沌グランゴルド,混沌格兰戈尔德
1763,混沌サン・イリア,混沌圣・伊莉娅
1764,混沌サバサ,混沌撒巴萨
1765,混沌エンリカ,混沌恩里卡
1766,混沌グランドノア,混沌格兰德诺亚
1767,イリアスヴィルエンディング屋内,伊莉娅丝村室内
1768,混沌レミナ商業区,混沌雷米娜商业区
1769,魔界野営1,""
1770,魔界野営2,""
1771,魔界野営3,""
1772,魔界会議,魔界会议
1773,混沌レミナ城前,混沌雷米娜城前
1774,混沌レミナ屋内,混沌雷米娜室内
1775,混沌レミナ城,混沌雷米娜城
1776,混沌エスタ,混沌埃斯塔
1777,混沌ヤマタイ村,混沌邪马台村
1778,混沌レミナ研究所,混沌雷米娜研究所
1779,混沌レミナ研究所 入り口,混沌雷米娜研究所 入口
1780,混沌レミナ研究所 エントランス,混沌雷米娜研究所 大厅
1781,混沌レミナ研究所 第二区画入り口,混沌雷米娜研究所 第二区入口
1782,混沌レミナ研究所 第二区画,混沌雷米娜研究所 第二区
1783,混沌レミナ研究所 第1収容室,混沌雷米娜研究所 第一收容室
1784,混沌レミナ研究所 第2収容室,混沌雷米娜研究所 第二收容室
1785,砂浜,沙滩
1786,混沌ハーピーの集落襲撃,混沌哈比的聚落袭击
1787,混沌ハーピーの集落裏襲撃,混沌哈比的聚落后方袭击
1788,混沌エンディング5,""
1789,混沌ゴルドポート壊滅,混沌戈尔德港毁灭
1790,鍛冶場最終イベント,锻冶场最终事件
1791,混沌イリアス神殿 中層,混沌伊莉娅丝神殿 中层
1792,混沌智の同盟研究所 1F,混沌智之同盟研究所 1F
1793,混沌智の同盟研究所 B1F,混沌智之同盟研究所 B1F
1794,混沌智の同盟研究所 B2F,混沌智之同盟研究所 B2F
1795,混沌智の同盟研究所 2F,混沌智之同盟研究所 2F
1796,混沌黒の屋敷 1F,混沌黑之公馆 1F
1797,混沌黒の屋敷 1F-2,""
1798,混沌黒の屋敷 B1F,混沌黑之公馆 B1F
1799,混沌黒の屋敷 食堂,混沌黑之公馆 食堂
1800,混沌黒の屋敷 1F室内,混沌黑之公馆 1F室内
1801,混沌黒の屋敷 2F,混沌黑之公馆 2F
1802,混沌黒の屋敷 2F室内,混沌黑之公馆 2F室内
1803,混沌黒の屋敷 最奥,混沌黑之公馆 最深处
1804,混沌エンディング8,""
1805,混沌水精の泉,混沌水精之泉
1806,混沌ルビアナ,混沌鲁比亚纳
1807,魔界グランドノア襲撃,魔界格兰德诺亚袭击
1808,混沌ルビアナ屋内,混沌鲁比亚纳室内
1809,魔界ヤマタイ村襲撃,魔界邪马台村袭击
1810,魔界恵みのオアシス,魔界恩惠之绿洲
1811,侵蝕サバサ城 3F,侵蚀撒巴萨城 3F
1812,妖星外観,妖星外观
1813,魔界黒の屋敷 1F,魔界黑之公馆 1F
1814,魔界黒の屋敷 1F-2,""
1815,魔界黒の屋敷 B1F,魔界黑之公馆 B1F
1816,魔界黒の屋敷 食堂,魔界黑之公馆 食堂
1817,魔界黒の屋敷 1F室内,魔界黑之公馆 1F室内
1818,魔界黒の屋敷 2F,魔界黑之公馆 2F
1819,魔界黒の屋敷 2F屋内,魔界黑之公馆 2F室内
1820,魔界黒の屋敷 最奥,魔界黑之公馆 最深处
1821,混沌智の同盟研究所 3F,混沌智之同盟研究所 3F
1822,魔界サファル砂漠遺跡屋内2,""
1823,フィノア北の関所,菲诺亚北关卡
1824,混沌智の同盟研究所 ガレージ,混沌智之同盟研究所 车库
1825,混沌エンディング12,""
1826,混沌ラダイト村,混沌拉达伊特村
1827,混沌サン・イリア城 兵舎,混沌圣・伊莉娅城 兵舍
1828,混沌妖精の島 東,混沌妖精之岛 东
1829,混沌妖精の島 西,混沌妖精之岛 西
1830,混沌妖精の島 西屋内,混沌妖精之岛 西室内
1831,混沌海軍本部,混沌海军本部
1832,呪われた島,被诅咒的岛屿
1833,混沌妖星デミウルゴス 第5層,混沌妖星迪米乌哥斯 第5层
1834,混沌記憶の場所 第5層,混沌记忆之地 第5层
1835,蓬莱山虚竜イベント,蓬莱山虚龙事件
1836,カオスの領域 入り口,混沌领域 入口
1837,混沌月面,""
1838,混沌堕天使の谷 第1層,混沌堕天使谷 第1层
1839,混沌堕天使の谷 第2層,混沌堕天使谷 第2层
1840,混沌堕天使の谷 第3層,混沌堕天使谷 第3层
1841,混沌ルシフィナの家,混沌路西菲娜的家
1842,カオスの領域 心象世界,混沌领域 心象世界
1843,心象世界,""
1844,魔界グランドノア,魔界格兰德诺亚
1845,魔界サン・イリア,魔界圣・伊莉娅
1846,魔界サン・イリア屋内,魔界圣・伊莉娅室内
1847,混沌プランセクト村,混沌普兰塞克特村
1848,混沌蓬莱山 第1層,混沌蓬莱山 第1层
