"来源ID","日本名称","学习等级","学习类型","学习对象ID","日本技能/能力名称","日本所属","日本说明","HP消耗","MP消耗","SP消耗（内部TP）","所需AP（记忆容量）","技能类型ID","中文名称","中文技能/能力名称","中文所属","中文说明"
"266","ハイスキュラ","5","技能","2787","ラミアキャプチャー","触手技","威力：Ｃ（力or器）　対象：敵全体　効果：拘束・ラミア特攻
ラミアの集団を触手でまとめて締め上げる技","0","0","5","","55","高等斯库拉","拉米亚捕获","触手技","威力：Ｃ（力or器）　対象：敵全体　効果：拘束・ラミア特攻
用触手将拉米亚的群体一起收紧的技能"
"266","ハイスキュラ","6","技能","3167","軟体ボディ","特技","対象：使用者　効果：物理ダメージ半減
柔らかなボディで衝撃を吸収し被ダメージを抑える","0","0","2","","63","高等斯库拉","软体身体","特技","対象：使用者　効果：物理ダメージ半減
用柔软的身体吸收冲击，减少受到的伤害"
"266","ハイスキュラ","7","技能","2789","乱れ触手愛撫","触手技","威力：Ｂ（力or器）　対象：敵ランダム3回　属性：快楽　効果：ヌルヌル
無数の触手を絡み付かせ、全身を愛撫する快楽技","0","0","5","","55","高等斯库拉","乱触手爱抚","触手技","威力：Ｂ（力or器）　対象：敵ランダム3回　属性：快楽　効果：ヌルヌル
用无数触手缠绕，全身爱抚的快乐技"
"266","ハイスキュラ","8","技能","2821","テンタクルハイアップ","触手技","対象：使用者　効果：通常攻撃・触手技連続発動
触手の動きを活発にし、攻撃回数を増やす技","0","0","4","","55","高等斯库拉","触手高级提升","触手技","対象：使用者　効果：通常攻撃・触手技連続発動
使触手动作活跃，增加攻击次数的技能"
"266","ハイスキュラ","9","能力","825","触手技ブースター","特殊アビリティ","「触手技」によるダメージが15%アップする","","","","10","5","高等斯库拉","触手技增强","特殊能力","「触手技」造成的伤害提升15%"
"266","ハイスキュラ","10","能力","100","二回攻撃","戦技アビリティ","通常攻撃を二連続で繰り出す","","","","5","1","高等斯库拉","两次攻击","战技能力","普通攻击连续进行两次"
"267","エルダースキュラ","2","技能","2777","テンタクルストーム","触手技","威力：Ｓ（力or器）　対象：敵ランダム4回
無数の触手を嵐のように乱れ打つ奥義","0","0","10","","55","长老斯库拉","触手风暴","触手技","威力：Ｓ（力or器）　対象：敵ランダム4回
无数触手如风暴般乱打的高级奥义"
"267","エルダースキュラ","2","能力","8470","鞭マスタリー","特殊アビリティ","鞭の装備効果が上昇する","","","","10","5","长老斯库拉","鞭子精通","特殊能力","鞭子的装备效果提升"
"267","エルダースキュラ","3","能力","280","器用さ30%アップ","職技アビリティ","器用さが30%アップする","","","","7","2","长老斯库拉","灵巧提升30%","职技能力","灵巧提升30%"
"267","エルダースキュラ","4","技能","2822","テンタクルエクスアップ","触手技","対象：使用者　効果：通常攻撃・触手技連続発動
触手の動きを活発にし、攻撃回数を増やす技","0","0","6","","55","长老斯库拉","触手极限提升","触手技","対象：使用者　効果：通常攻撃・触手技連続発動
使触手动作活跃，增加攻击次数的技能"
"267","エルダースキュラ","5","技能","2817","ナイトメアミスト","触手技","威力：Ｂ（力or器）　対象：敵全体　属性：バイオ　効果：暗闇
闇の毒素を撒き散らし周囲を暗黒で満たす技","0","0","6","","55","长老斯库拉","噩梦迷雾","触手技","威力：Ｂ（力or器）　対象：敵全体　属性：バイオ　効果：暗闇
撒布暗毒素，使周围充满暗黑的技能"
"267","エルダースキュラ","6","技能","2785","インフェルノバインド","触手技","威力：Ａ（力or器）　対象：敵全体　効果：拘束
敵全体を触手で拘束し締め上げる奥義","0","0","8","","55","长老斯库拉","地狱束缚","触手技","威力：Ａ（力or器）　対象：敵全体　効果：拘束
用触手拘束并收紧全体敌人的奥义"
"267","エルダースキュラ","7","技能","3168","粘液大量分泌","特技","対象：使用者　効果：物理ダメージ激減・ヌルヌルカウンター
粘液を分泌させ衝撃を最小限に抑える","0","0","4","","63","长老斯库拉","大量分泌粘液","特技","対象：使用者　効果：物理ダメージ激減・ヌルヌルカウンター
分泌粘液以将冲击最小化"
"267","エルダースキュラ","8","技能","2790","テンタクルワルツ","触手技","威力：Ｓ（力or器）　対象：敵ランダム4回　属性：快楽　効果：拘束・ヌルヌル
触手で敵を絡め取り、じっくり嫐り尽くす快楽奥義","0","0","10","","55","长老斯库拉","触手华尔兹","触手技","威力：Ｓ（力or器）　対象：敵ランダム4回　属性：快楽　効果：拘束・ヌルヌル
用触手缠住敌人，慢慢玩弄的快乐奥义"
"267","エルダースキュラ","9","能力","826","触手技ハイブースター","特殊アビリティ","「触手技」によるダメージが30%アップする","","","","20","5","长老斯库拉","触手技高级增强","特殊能力","「触手技」造成的伤害提升30%"
"267","エルダースキュラ","10","能力","101","三回攻撃","戦技アビリティ","通常攻撃を三連続で繰り出す","","","","10","1","长老斯库拉","三次攻击","战技能力","普通攻击连续进行三次"
"268","サムライスキュラ","2","技能","1391","でたらめ斬り","多武器技","威力：Ｂ（力）　対象：敵味方ランダム4回　効果：SP40%回復
目茶苦茶に剣を振り回し、敵味方を問わず乱れ斬る技","0","0","1","","20","剑士斯库拉","胡乱斩","多武器技","威力：Ｂ（力）　対象：敵味方ランダム4回　効果：SP40%回復
胡乱挥剑，敌我不分乱斩之技"
"268","サムライスキュラ","3","能力","67","攻撃力20%アップ","戦技アビリティ","攻撃力が20%アップする","","","","5","1","剑士斯库拉","攻击力提升20%","战技能力","攻击力提升20%"
"268","サムライスキュラ","4","技能","1008","三連斬","刀技","威力：Ｂ（力・器）　対象：敵単体3回
軽やかな刀さばきで三連撃を繰り出す技","0","0","5","","9","剑士斯库拉","三连斩","刀技","威力：Ｂ（力・器）　対象：敵単体3回
用轻快的刀法连续三次攻击的技巧"
"268","サムライスキュラ","4","技能","3105","初心","特技","対象：使用者　効果：通常攻撃威力アップ
初心を思い出し、通常攻撃の威力を高める技","0","0","2","","63","剑士斯库拉","初心","特技","対象：使用者　効果：通常攻撃威力アップ
回忆初心，提升普通攻击的威力"
"268","サムライスキュラ","5","能力","655","暗闇回避","防御アビリティ","暗闇状態を50%の確率で無効化する","","","","2","4","剑士斯库拉","黑暗回避","防御能力","黑暗状态50%的概率无效化"
"268","サムライスキュラ","6","技能","1380","四刀微塵重ね","多武器技","威力：Ｂ（力）　対象：敵単体4回
四刀で斬撃を放ち、とどめに横薙ぎを繰り出す剣技","0","0","5","","20","剑士斯库拉","四刀粉碎重叠","多武器技","威力：Ｂ（力）　対象：敵単体4回
用四刀进行斩击，最后施展横扫的剑技"
"268","サムライスキュラ","7","能力","659","混乱回避","防御アビリティ","混乱状態を50%の確率で無効化する","","","","2","4","剑士斯库拉","混乱回避","防御能力","混乱状态50%的概率无效化"
"268","サムライスキュラ","8","技能","1009","居合い抜き","刀技","威力：Ｂ（力・器）　対象：敵全体
いったん刀を鞘に収め、一撃で撫で斬りにする居合い技","0","0","6","","9","剑士斯库拉","居合斩","刀技","威力：Ｂ（力・器）　対象：敵全体
先将刀收入鞘中，一击斩杀的居合技"
"268","サムライスキュラ","8","技能","1036","切腹","刀技","対象：使用者　効果：瀕死・SP全回復
自身を瀕死に追い込み、気力をみなぎらせる秘技","0","0","1","","9","剑士斯库拉","切腹","刀技","対象：使用者　効果：瀕死・SP全回復
将自己逼至濒死，激发全部气力的秘技"
"268","サムライスキュラ","9","能力","111","でたらめ攻撃","戦技アビリティ","通常攻撃が敵味方を問わず乱れ飛ぶが、SPの回復値が高い","","","","1","1","剑士斯库拉","胡乱攻击","战技能力","普通攻击不分敌我乱飞，但SP恢复值高"
"268","サムライスキュラ","9","能力","216","「刀」装備可能","戦技アビリティ","「刀」が装備可能になる","","","","5","1","剑士斯库拉","可以装备「刀」","战技能力","变得可以装备「刀」"
"268","サムライスキュラ","10","技能","1020","八相発破","刀技","威力：Ａ（力・器）　対象：敵ランダム8回
多腕の利点を極限にまで活かした八相発破の乱れ斬り","0","0","5","","9","剑士斯库拉","八相发破","刀技","威力：Ａ（力・器）　対象：敵ランダム8回
充分发挥多臂优势的八相发破的乱斩"
"269","天下無双スキュラ","2","技能","1392","盲刃嵐","多武器技","威力：Ｓ（力）　対象：敵味方ランダム8回　効果：SP70%回復
対象を選ばない刃の嵐で、敵味方を問わず斬り刻む奥義","0","0","2","","20","天下无双斯库拉","盲刃风暴","多武器技","威力：Ｓ（力）　対象：敵味方ランダム8回　効果：SP70%回復
不分对象之刃风暴，敌我皆斩之奥义"
"269","天下無双スキュラ","3","能力","68","攻撃力30%アップ","戦技アビリティ","攻撃力が30%アップする","","","","7","1","天下无双斯库拉","攻击力提升30%","战技能力","攻击力提升30%"
"269","天下無双スキュラ","3","技能","1011","居合・焔ノ太刀","刀技","威力：Ｓ（力・器）　対象：敵単体　属性：炎
炎を伴う居合い抜きで、敵一体を斬る刀技","0","0","9","","9","天下无双斯库拉","居合・焰之太刀","刀技","威力：Ｓ（力・器）　対象：敵単体　属性：炎
用伴随着炎的居合斩，斩杀单个敌人的刀技"
"269","天下無双スキュラ","4","技能","1021","九腕連閃","刀技","威力：Ｓ（力・器）　対象：敵ランダム9回
多腕に携えた刃を同時に操り、敵を乱れ斬る奥義","0","0","9","","9","天下无双斯库拉","九腕连闪","刀技","威力：Ｓ（力・器）　対象：敵ランダム9回
同时操控多腕所持的刃，对敌进行乱斩的奥义"
"269","天下無双スキュラ","5","能力","656","暗闇無効","防御アビリティ","暗闇状態を完全に無効化する","","","","4","4","天下无双斯库拉","黑暗无效","防御能力","黑暗状态完全无效化"
"269","天下無双スキュラ","6","能力","660","混乱無効","防御アビリティ","混乱状態を完全に無効化する","","","","4","4","天下无双斯库拉","混乱无效","防御能力","完全无效化混乱状态"
"269","天下無双スキュラ","7","能力","104","全体攻撃","戦技アビリティ","通常攻撃が全体化する","","","","8","1","天下无双斯库拉","全体攻击","战技能力","普通攻击变为全体攻击"
"269","天下無双スキュラ","8","技能","1035","裸一貫","刀技","対象：使用者　効果：「刀技」連続発動・防御力大ダウン・SP自動回復
守りを完全に捨て、刀技を連続で繰り出す奥義","0","0","2","","9","天下无双斯库拉","裸一贯","刀技","対象：使用者　効果：「刀技」連続発動・防御力大ダウン・SP自動回復
完全舍弃防御，连续施展刀技的奥义"
"269","天下無双スキュラ","9","能力","232","「刀技」使用可能","戦技アビリティ","「刀技」が使用可能になる","","","","5","1","天下无双斯库拉","「刀技」使用可能","战技能力","可以使用「刀技」"
"269","天下無双スキュラ","9","能力","7917","二刀流","特殊アビリティ","武器を両手に装備できる","","","","12","5","天下无双斯库拉","二刀流","特殊能力","可以双手装备武器"
"269","天下無双スキュラ","10","技能","1386","燕返し八連","多武器技","威力：Ａ（力）　対象：敵全体8回
敵全体を一閃する斬り返しを八連続で繰り出す、多腕ならではの刀技","0","0","8","","20","天下无双斯库拉","燕返八连","多武器技","威力：Ａ（力）　対象：敵全体8回
对全体敌人一闪斩返八连，多臂独有之刀技"
"270","スキュラメイド","2","技能","2368","ハタキ二刀乱舞","御奉仕","威力：Ｂ（器）　対象：敵ランダム4回　効果：暗闇
両手のハタキを乱舞させ、砂埃で視界を奪う","0","0","5","","46","斯库拉女仆","双掸子乱舞","侍奉","威力：Ｂ（器）　対象：敵ランダム4回　効果：暗闇
双手挥舞掸子，用沙尘夺取视线"
"270","スキュラメイド","2","技能","2389","お茶が入りました","御奉仕","対象：味方単体　効果：HP・SP小回復
メイド特製のお茶で体力と気力を回復する","0","0","1","","46","斯库拉女仆","茶已倒入","侍奉","対象：味方単体　効果：HP・SP小回復
用女仆特制的茶回复体力和气力"
"270","スキュラメイド","3","能力","279","器用さ20%アップ","職技アビリティ","器用さが20%アップする","","","","5","2","斯库拉女仆","灵巧提升20%","职技能力","灵巧提升20%"
"270","スキュラメイド","3","能力","661","睡眠回避","防御アビリティ","睡眠状態を50%の確率で無効化する","","","","2","4","斯库拉女仆","睡眠回避","防御能力","睡眠状态50%的概率无效化"
"270","スキュラメイド","3","技能","2377","恍惚のマッサージ","御奉仕","威力：Ｅ（器）　対象：敵単体　属性：快楽　効果：恍惚
甘い性奉仕で対象を恍惚に導く","0","0","2","","46","斯库拉女仆","恍惚的按摩","侍奉","威力：Ｅ（器）　対象：敵単体　属性：快楽　効果：恍惚
用甜蜜的性侍奉引导对方进入恍惚状态"
"270","スキュラメイド","4","技能","2394","バトルメイドでございます","御奉仕","対象：使用者　効果：攻撃力アップ・物理スキルのみ使用可能
全ての物理スキルタイプが使用でき、それ以外のスキルは使用不能に","0","0","2","","46","斯库拉女仆","战斗女仆在此","侍奉","対象：使用者　効果：攻撃力アップ・物理スキルのみ使用可能
所有物理技能类型均可以使用，其他技能无法使用"
"270","スキュラメイド","5","技能","2392","お茶が入りました×8","御奉仕","対象：味方ランダム8回　効果：HP・SP中回復
無数の足を動員し、お茶を乱舞させる","0","0","4","","46","斯库拉女仆","茶已倒入×8","侍奉","対象：味方ランダム8回　効果：HP・SP中回復
动员无数的脚，让茶乱舞"
"270","スキュラメイド","6","能力","693","失禁回避","防御アビリティ","失禁状態を50%の確率で無効化する","","","","2","4","斯库拉女仆","失禁回避","防御能力","失禁状态50%的概率无效化"
"270","スキュラメイド","7","技能","2388","メイドの緊縛","御奉仕","対象：敵全体　効果：暗闇・沈黙・拘束
練達した手腕で敵を縛り上げ拘束してしまう","0","0","4","","46","斯库拉女仆","女仆的紧缚","侍奉","対象：敵全体　効果：暗闇・沈黙・拘束
用熟练的手腕将敌人捆绑并拘束"
"270","スキュラメイド","8","能力","295","末期の奉仕","職技アビリティ","戦闘不能時、味方の全体のHP・MP・SPを大回復","","","","10","2","斯库拉女仆","末期的侍奉","职技能力","战斗不能时，全体队友的HP・MP・SP大幅恢复"
"270","スキュラメイド","9","能力","297","縛られメイド","職技アビリティ","戦闘開始時に暗闇・麻痺・沈黙、獲得経験値2倍","","","","1","2","斯库拉女仆","束缚女仆","职技能力","战斗开始时陷入黑暗・麻痹・沉默，获得经验值2倍"
"270","スキュラメイド","9","能力","405","「皿」装備可能","職技アビリティ","「皿」が装備可能になる","","","","5","2","斯库拉女仆","可以装备「盘」","职技能力","变得可以装备「盘」"
"270","スキュラメイド","10","技能","2386","蛸足奉仕","御奉仕","威力：Ｂ（器）　対象：敵単体　属性：快楽　効果：拘束
蛸足でじっくりと奉仕し、甘い快楽を与える","0","0","5","","46","斯库拉女仆","章鱼足侍奉","侍奉","威力：Ｂ（器）　対象：敵単体　属性：快楽　効果：拘束
用章鱼足仔细侍奉，给予甜蜜的快乐"
"271","スキュラサーバント","2","技能","2370","蛸足雑巾掛け・四肢奮迅","御奉仕","威力：Ａ（器）　対象：敵全体　効果：ヌルヌル
蛸足をフル動員しながら雑巾掛けで猛進する","0","0","8","","46","斯库拉女仆","章鱼足擦地・四肢奋迅","侍奉","威力：Ａ（器）　対象：敵全体　効果：ヌルヌル
全力挥动章鱼足，用擦地猛冲"
"271","スキュラサーバント","3","能力","280","器用さ30%アップ","職技アビリティ","器用さが30%アップする","","","","7","2","斯库拉女仆","灵巧提升30%","职技能力","灵巧提升30%"
"271","スキュラサーバント","3","能力","662","睡眠無効","防御アビリティ","睡眠状態を完全に無効化する","","","","4","4","斯库拉女仆","睡眠无效","防御能力","完全无效化睡眠状态"
"271","スキュラサーバント","4","技能","2395","マジカルメイドでございます","御奉仕","対象：使用者　効果：魔力アップ・魔法スキルのみ使用可能
全ての魔法スキルタイプが使用でき、それ以外のスキルは使用不能に","0","0","2","","46","斯库拉女仆","魔法女仆在此","侍奉","対象：使用者　効果：魔力アップ・魔法スキルのみ使用可能
所有魔法技能类型均可以使用，其他技能无法使用"
"271","スキュラサーバント","5","能力","694","失禁無効","防御アビリティ","失禁状態を完全に無効化する","","","","4","4","斯库拉女仆","失禁无效","防御能力","完全消除失禁状态"
"271","スキュラサーバント","6","技能","2387","八足昇天マッサージ","御奉仕","威力：Ｓ（器）　対象：敵ランダム8回　属性：快楽　効果：絶頂
八本の足を巧みに用い、嫐るようなマッサージを行う","0","0","8","","46","斯库拉女仆","八足升天按摩","侍奉","威力：Ｓ（器）　対象：敵ランダム8回　属性：快楽　効果：絶頂
巧妙地使用八条腿，进行折磨般的按摩"
"271","スキュラサーバント","7","能力","296","メイドの土産","職技アビリティ","戦闘不能時、味方の全体のHP・MP・SPを全回復","","","","20","2","斯库拉女仆","女仆的礼物","职技能力","战斗不能时，全体队友的HP・MP・SP完全恢复"
"271","スキュラサーバント","8","技能","2393","メイドブースト","御奉仕","対象：使用者　効果：2回行動・HPターン減少
1ターンに2回行動できるようになるが、体力を消費","0","0","3","","46","斯库拉女仆","女仆强化","侍奉","対象：使用者　効果：2回行動・HPターン減少
1回合内可以进行2次行动，但会消耗体力"
"271","スキュラサーバント","9","能力","419","「御奉仕」使用可能","職技アビリティ","「御奉仕」が使用可能になる","","","","5","2","斯库拉女仆","可以使用「侍奉」","职技能力","可以使用「侍奉」"
"271","スキュラサーバント","10","技能","2372","メイド奥義・八面六臂","御奉仕","威力：Ｓ（器）　対象：敵単体8回
八面六臂の動作で敵単体を叩きのめすメイド奥義","0","0","10","","46","斯库拉女仆","女仆奥义・八面六臂","侍奉","威力：Ｓ（器）　対象：敵単体8回
用八面六臂的动作猛击单体敌人的女仆奥义"
"272","クィーンスキュラ","2","技能","2791","テンタクルエデン","触手技","威力：Ｓ（力or器）　対象：敵全体　属性：快楽　効果：拘束・ヌルヌル
触手で周囲を埋め尽くし快楽地獄を味わわせる究極奥義","0","0","12","","55","斯库拉女王","触手伊甸","触手技","威力：Ｓ（力or器）　対象：敵全体　属性：快楽　効果：拘束・ヌルヌル
用触手填满周围，让敌人体验快乐地狱的究极奥义"
"272","クィーンスキュラ","3","能力","281","器用さ40%アップ","職技アビリティ","器用さが40%アップする","","","","10","2","斯库拉女王","灵巧提升40%","职技能力","灵巧提升40%"
"272","クィーンスキュラ","4","技能","2373","サタデーナイトフィーバー","御奉仕","威力：Ｓ（器）　対象：敵全体　属性：快楽
土曜の夜中のごとく肉欲を解放するメイド奥義","0","0","12","","46","斯库拉女王","周六夜狂热","侍奉","威力：Ｓ（器）　対象：敵全体　属性：快楽
像周六夜一样释放肉欲的女仆奥义"
"272","クィーンスキュラ","5","能力","651","拘束回避","防御アビリティ","拘束攻撃を50%の確率で無効化する","","","","10","4","斯库拉女王","拘束回避","防御能力","拘束攻击50%的概率无效化"
"272","クィーンスキュラ","6","技能","1029","瞬閃・斜十字","刀技","威力：ＳＳ（力・器）　対象：敵単体
二本の刃で十字に斬り裂く、スキュラ族の秘伝技","0","0","14","","9","斯库拉女王","瞬闪・斜十字","刀技","威力：ＳＳ（力・器）　対象：敵単体
用两把刀十字斩裂，斯库拉族的秘传技"
"272","クィーンスキュラ","7","能力","853","「触手技」使用可能","特殊アビリティ","「触手技」が使用可能になる","","","","5","5","斯库拉女王","「触手技」可用","特殊能力","「触手技」变得可用"
"272","クィーンスキュラ","8","技能","1388","クィーンフルアームズ","多武器技","威力：Ｓ（力）　対象：敵全体
両腕の刃で周囲を撫で斬る、スキュラ女王の伝承奥義","0","0","12","","20","斯库拉女王","女王之臂","多武器技","威力：Ｓ（力）　対象：敵全体
双臂刃抚斩四周，斯库拉女王传承奥义"
"272","クィーンスキュラ","9","技能","2396","パーフェクトメイドでございます","御奉仕","対象：使用者　効果：全スキル使用可能
全てのスキルタイプが使用可能になる禁断のメイド奥義","0","0","4","","46","斯库拉女王","完美女仆在此","侍奉","対象：使用者　効果：全スキル使用可能
所有技能类型均可以使用，禁断的女仆奥义"
"272","クィーンスキュラ","10","能力","102","乱れ撃ち","戦技アビリティ","通常攻撃をランダムに四連続で繰り出す","","","","15","1","斯库拉女王","乱击","战技能力","普通攻击随机连续进行四次"
"273","インフィニティスキュラ","2","技能","9598","インフィニティバインド","触手技","威力：ＳＳ（力or器）　対象：敵全体　効果：ヌルヌル・拘束
敵全体を無数の触手で絡め取り拘束する触手奥義","0","0","17","","55","无限斯库拉","无限束缚","触手技","威力：ＳＳ（力or器）　対象：敵全体　効果：ヌルヌル・拘束
用无数触手缠绕全体敌人并拘束的触手奥义"
"273","インフィニティスキュラ","3","能力","282","器用さ50%アップ","職技アビリティ","器用さが50%アップする","","","","15","2","无限斯库拉","灵巧提升50%","职技能力","灵巧提升50%"
"273","インフィニティスキュラ","4","能力","8535","スキュラの備え","特殊アビリティ","スキルが刀・鞭・皿装備時の威力になる","","","","4","5","无限斯库拉","斯库拉的准备","特殊能力","使用技能时视为装备了刀・鞭・盘"
"273","インフィニティスキュラ","5","技能","9514","無限触手奉仕","御奉仕","威力：ＳＳＳ（器）　対象：敵ランダム8回　属性：快楽　効果：拘束
無限の触手により狂おしい快楽を与える触手メイド奥義","0","0","18","","46","无限斯库拉","无限触手侍奉","侍奉","威力：ＳＳＳ（器）　対象：敵ランダム8回　属性：快楽　効果：拘束
通过无限触手给予疯狂快乐的触手女仆奥义"
"273","インフィニティスキュラ","6","技能","2823","蛇技殺し","触手技","対象：使用者　効果：無効化反撃
2ターンの間、敵の蛇技を無効化し反撃する","0","0","4","","55","无限斯库拉","蛇技杀","触手技","対象：使用者　効果：無効化反撃
2回合内，使敌人的蛇技无效并反击"
"273","インフィニティスキュラ","7","能力","7984","蛇殺しの触手","特殊アビリティ","触手技でラミアに特攻ダメージを与える","","","","2","5","无限斯库拉","蛇杀手的触手","特殊能力","触手技对拉米亚造成特攻伤害"
"273","インフィニティスキュラ","8","能力","8151","触手技連撃回数3アップ","特殊アビリティ","触手技連撃スキルのヒット数が3アップ","","","","10","5","无限斯库拉","触手技连击次数增加3","特殊能力","触手技连击技能的命中次数增加3"
"273","インフィニティスキュラ","9","能力","6731","多武器技連撃回数3アップ","戦技アビリティ","多武器技連撃スキルのヒット数が3アップ","","","","10","1","无限斯库拉","多武器技连击次数增加3","战技能力","多武器技连击技能的命中次数增加3"
"273","インフィニティスキュラ","10","技能","9600","テンタクルナイトメア","触手技","威力：４Ｓ（力or器）　対象：敵ランダム9回　属性：ナイトメア　効果：ヌルヌル
触手が悪夢のように絡み付き、快楽地獄に導く触手奥義","0","0","22","","55","无限斯库拉","触手噩梦","触手技","威力：４Ｓ（力or器）　対象：敵ランダム9回　属性：ナイトメア　効果：ヌルヌル
触手像恶梦一样缠绕，引导至快乐地狱的触手奥义"
"273","インフィニティスキュラ","11","能力","8168","触手技素早さ半分付加","特殊アビリティ","触手技の威力に素早さの半分を付加する","","","","10","5","无限斯库拉","触手技附加一半的敏捷","特殊能力","触手技の威力に素早さの半分を付加する"
"273","インフィニティスキュラ","12","能力","8286","スキュラチェーン","特殊アビリティ","「触手技」の後に「刀技or多武器技or御奉仕」を発動できる","","","","10","5","无限斯库拉","斯库拉链","特殊能力","「触手技」之后可以发动「刀技or多武器技or侍奉」"
"273","インフィニティスキュラ","13","能力","652","拘束無効","防御アビリティ","拘束攻撃を完全に無効化する","","","","20","4","无限斯库拉","拘束无效","防御能力","拘束攻击完全无效化"
"273","インフィニティスキュラ","14","能力","103","皆伝乱れ撃ち","戦技アビリティ","通常攻撃をランダムに八連続で繰り出す","","","","20","1","无限斯库拉","皆传乱击","战技能力","普通攻击随机连续进行八次"
"273","インフィニティスキュラ","15","技能","9043","無限連斬","刀技","威力：ＳＳＳ（力・器）　対象：敵ランダム6回　属性：修羅　効果：ヌルヌル特攻
数え切れないほどの刃を連続で繰り出す秘奥義","0","0","18","","9","无限斯库拉","无限连斩","刀技","威力：ＳＳＳ（力・器）　対象：敵ランダム6回　属性：修羅　効果：ヌルヌル特攻
数不清的刀刃连续出击的秘奥义"
"273","インフィニティスキュラ","16","能力","6339","ヒートアップコンボ","戦技アビリティ","連撃スキル（攻撃判定が複数）の威力がアップする","","","","10","1","无限斯库拉","热力连击","战技能力","连击技能（攻击判定多次）的威力提升"
"273","インフィニティスキュラ","17","能力","174","刀エクスブースター","戦技アビリティ","刀装備時、その武器によるダメージが50%アップする","","","","30","1","无限斯库拉","刀极限增强","战技能力","装备刀时，该武器造成的伤害提升50%"
"273","インフィニティスキュラ","18","能力","393","皿エクスブースター","職技アビリティ","皿装備時、その武器によるダメージが50%アップする","","","","30","2","无限斯库拉","盘极限增强","职技能力","装备盘时，该武器造成的伤害提升50%"
"273","インフィニティスキュラ","19","能力","827","触手技エクスブースター","特殊アビリティ","「触手技」によるダメージが50%アップする","","","","30","5","无限斯库拉","触手技极限增强","特殊能力","「触手技」造成的伤害提升50%"
"273","インフィニティスキュラ","20","技能","2782","ナノテンタクル","触手技","威力：４Ｓ（力or器）　対象：敵ランダム9回　属性：ナノ　効果：ヌルヌル
ナノ触手で乱打する混沌奥義","0","0","22","","55","无限斯库拉","纳米触手","触手技","威力：４Ｓ（力or器）　対象：敵ランダム9回　属性：ナノ　効果：ヌルヌル
用纳米触手进行乱打的混沌奥义"
"273","インフィニティスキュラ","20","能力","9903","インフィニティスキュラの証","マスターアビリティ","職技・特殊APの最大値が5上昇
刀技・多武器技・御奉仕・触手技ダメージが20%アップ","","","","0","999","无限斯库拉","无限斯库拉的证明","大师能力","职业技・特殊AP的最大值增加5
刀技・多武器技・侍奉・触手技伤害增加20%"
"274","ハーピー","2","技能","1751","盗む","盗賊技","対象：敵単体　効果：盗む
敵の持っているアイテムを盗む","0","0","0","","30","哈比","偷窃","盗贼技","対象：敵単体　効果：盗む
偷窃敌人持有的物品"
"274","ハーピー","2","技能","2830","羽ばたき","翼技","威力：Ｅ（器or速）　対象：敵全体　属性：風
羽を激しくはばたかせ、突風を発生させる技","0","0","3","","56","哈比","振翅","翼技","威力：Ｅ（器or速）　対象：敵全体　属性：風
剧烈拍打翅膀，产生突风的技能"
"274","ハーピー","3","能力","273","素早さ10%アップ","職技アビリティ","素早さが10%アップする","","","","3","2","哈比","敏捷提升10%","职技能力","敏捷提升10%"
"274","ハーピー","3","能力","554","回避率10%","防御アビリティ","物理回避率が10%になる","","","","5","4","哈比","回避率10%","防御能力","物理回避率增加10%"
"274","ハーピー","4","技能","2046","元気の踊り","踊る","対象：味方単体　効果：HP小回復
元気の出る踊りで味方単体を回復させる","0","0","1","","37","哈比","元气之舞","踊る","対象：味方単体　効果：HP小回復
充满元气的舞蹈，为我方单体进行回复"
"274","ハーピー","5","技能","1758","心を盗む","盗賊技","対象：敵単体　効果：誘惑
敵の心を盗み、誘惑状態にする","0","0","2","","30","哈比","偷窃心灵","盗贼技","対象：敵単体　効果：誘惑
偷取敌人的心灵，使其陷入诱惑状态"
"274","ハーピー","6","技能","1310","飛翔扇","扇技","威力：Ｅ（器・速）　対象：敵単体　属性：風
扇で小規模の竜巻を発生させる技","0","0","1","","18","哈比","飞翔扇","扇技","威力：Ｅ（器・速）　対象：敵単体　属性：風
扇引发小规模龙卷风的技能"
"274","ハーピー","7","技能","2056","ハーピーダンス","踊る","対象：使用者　効果：素早さ・回避率・魔法回避率大アップ
ハーピー族に伝わる踊りで自身の身のこなしがアップする","0","0","2","","37","哈比","哈比之舞","踊る","対象：使用者　効果：素早さ・回避率・魔法回避率大アップ
哈比族传承的舞蹈，提升自身身手"
"274","ハーピー","8","技能","2841","羽根愛撫","翼技","威力：Ｅ（器or速）　対象：敵単体　属性：快楽　効果：敏感
柔らかな羽根でくすぐり愛撫する快楽技","0","0","2","","56","哈比","羽抚","翼技","威力：Ｅ（器or速）　対象：敵単体　属性：快楽　効果：敏感
用柔软的羽毛轻轻爱抚的快乐技"
"274","ハーピー","9","能力","733","アピール","特殊アビリティ","戦闘時、敵に狙われる確率が上がる","","","","1","5","哈比","吸引","特殊能力","战斗时，被敌人盯上的概率提高"
"274","ハーピー","9","技能","1764","とんずら","盗賊技","対象：パーティ全体　効果：逃走
特殊な戦闘以外、100%の成功率で戦闘から逃走する","0","0","1","","30","哈比","逃跑","盗贼技","対象：パーティ全体　効果：逃走
在特殊战斗以外，100%成功率从战斗中逃跑"
