"产物ID","产物名称","产物种类","配方ID","合成方案","中文合成方案","中文产物名称"
"584","カナデローブ","防具","2463","金币：33000；材料：防具 ID 561「メルティロード」×1；物品 ID 886「根源の闇」×1","金币：33000；材料：防具 ID 561「梅尔蒂主宰」×1；物品 ID 886「根源的黑暗」×1","祸抚袍"
"585","終末ワンダーランド","防具","1404","金币：35000；材料：防具 ID 1404「造技の極意書」×1；物品 ID 2「高級薬草」×1","金币：35000；材料：防具 ID 1404「造技之极意书」×1；物品 ID 2「高级药草」×1","终末仙境"
"585","終末ワンダーランド","防具","2464","金币：35000；材料：防具 ID 564「終末のローブ」×1；物品 ID 884「魔王核熱結晶」×1","金币：35000；材料：防具 ID 564「终末长袍」×1；物品 ID 884「魔王核热结晶」×1","终末仙境"
"586","永劫と終焉のローブ","防具","1429","金币：35000；材料：防具 ID 580「混沌のローブ」×1；物品 ID 2「高級薬草」×1","金币：35000；材料：防具 ID 580「混沌长袍」×1；物品 ID 2「高级药草」×1","永劫与终焉之袍"
"586","永劫と終焉のローブ","防具","2502","金币：35000；材料：防具 ID 573「永劫のローブ」×1；防具 ID 574「終焉のローブ」×1；物品 ID 887「反物質」×1","金币：35000；材料：防具 ID 573「永恒长袍」×1；防具 ID 574「终结长袍」×1；物品 ID 887「反物质」×1","永劫与终焉之袍"
"587","輪廻のローブ","防具","1430","金币：36000；材料：防具 ID 580「混沌のローブ」×1；物品 ID 2「高級薬草」×1","金币：36000；材料：防具 ID 580「混沌长袍」×1；物品 ID 2「高级药草」×1","轮回之袍"
"587","輪廻のローブ","防具","2503","金币：36000；材料：防具 ID 580「混沌のローブ」×1；物品 ID 887「反物質」×1","金币：36000；材料：防具 ID 580「混沌长袍」×1；物品 ID 887「反物质」×1","轮回之袍"
"588","神々の足跡","防具","1431","金币：36000；材料：防具 ID 580「混沌のローブ」×1；物品 ID 2「高級薬草」×1","金币：36000；材料：防具 ID 580「混沌长袍」×1；物品 ID 2「高级药草」×1","众神的足迹"
"588","神々の足跡","防具","2504","金币：36000；材料：防具 ID 580「混沌のローブ」×1；物品 ID 887「反物質」×1","金币：36000；材料：防具 ID 580「混沌长袍」×1；物品 ID 887「反物质」×1","众神的足迹"
"589","奈落の纏","防具","1432","金币：36000；材料：防具 ID 580「混沌のローブ」×1；物品 ID 2「高級薬草」×1","金币：36000；材料：防具 ID 580「混沌长袍」×1；物品 ID 2「高级药草」×1","奈落之缠"
"589","奈落の纏","防具","2505","金币：36000；材料：防具 ID 580「混沌のローブ」×1；物品 ID 887「反物質」×1","金币：36000；材料：防具 ID 580「混沌长袍」×1；物品 ID 887「反物质」×1","奈落之缠"
"594","神姫のドレス","防具","656","金币：15800；材料：防具 ID 158「プリンセスティアーズ」×1；防具 ID 593「光のドレス」×1；物品 ID 262「神々しい花びら」×1","金币：15800；材料：防具 ID 158「公主之泪」×1；防具 ID 593「光之礼服」×1；物品 ID 262「神圣花瓣」×1","神姬的礼服"
"595","炎竜姫のドレス","防具","657","金币：15800；材料：防具 ID 158「プリンセスティアーズ」×1；物品 ID 267「極竜の牙」×1","金币：15800；材料：防具 ID 158「公主之泪」×1；物品 ID 267「极龙之牙」×1","炎龙姬的礼服"
"597","凍てつく女王のドレス","防具","745","金币：16800；材料：防具 ID 155「水の羽衣改」×1；防具 ID 159「エンプレスドレス」×1；物品 ID 269「終蟲の甲殻」×1","金币：16800；材料：防具 ID 155「水之羽衣改」×1；防具 ID 159「皇后礼服」×1；物品 ID 269「终虫甲壳」×1","冰冻女王的礼服"
"599","マスタードレス","防具","852","金币：23800；材料：防具 ID 591「チャンピオンドレス」×1；物品 ID 279「ネクストコア」×1","金币：23800；材料：防具 ID 591「冠军礼服」×1；物品 ID 279「次世代核心」×1","大师礼服"
"600","大天使のドレス","防具","853","金币：23800；材料：防具 ID 598「天空のドレス」×1；物品 ID 277「究極の羽根」×1","金币：23800；材料：防具 ID 598「天空的礼服」×1；物品 ID 277「究极之羽」×1","大天使的礼服"
"601","アイドルドレス","防具","854","金币：23800；材料：防具 ID 161「マスカレード」×1；物品 ID 285「モルボルの花びら」×1","金币：23800；材料：防具 ID 161「假面舞会」×1；物品 ID 285「魔界花的花瓣」×1","偶像礼服"
"603","シンデレラ","防具","944","金币：30400；材料：防具 ID 592「灰をかぶったドレス」×1；物品 ID 2「高級薬草」×1","金币：30400；材料：防具 ID 592「披着灰烬的礼服」×1；物品 ID 2「高级药草」×1","灰姑娘"
"603","シンデレラ","防具","2026","金币：30400；材料：防具 ID 592「灰をかぶったドレス」×1；物品 ID 823「きらきらゼリー」×1","金币：30400；材料：防具 ID 592「披着灰烬的礼服」×1；物品 ID 823「闪闪发光的果冻」×1","灰姑娘"
"604","黒ノ衣","防具","976","金币：34000；材料：防具 ID 596「血を啜るドレス」×1；物品 ID 2「高級薬草」×1","金币：34000；材料：防具 ID 596「吸血礼服」×1；物品 ID 2「高级药草」×1","黑之衣"
"604","黒ノ衣","防具","2058","金币：34000；材料：防具 ID 596「血を啜るドレス」×1；物品 ID 831「魔界樹の花びら」×1","金币：34000；材料：防具 ID 596「吸血礼服」×1；物品 ID 831「魔界树的花瓣」×1","黑之衣"
"605","コノハナサクヤ","防具","1010","金币：38000；材料：防具 ID 595「炎竜姫のドレス」×1；物品 ID 2「高級薬草」×1","金币：38000；材料：防具 ID 595「炎龙姬的礼服」×1；物品 ID 2「高级药草」×1","此花咲耶"
"605","コノハナサクヤ","防具","2092","金币：38000；材料：防具 ID 595「炎竜姫のドレス」×1；物品 ID 832「魔海の珊瑚」×1","金币：38000；材料：防具 ID 595「炎龙姬的礼服」×1；物品 ID 832「魔海的珊瑚」×1","此花咲耶"
"606","ニヴルヘイム","防具","1040","金币：40000；材料：防具 ID 597「凍てつく女王のドレス」×1；物品 ID 2「高級薬草」×1","金币：40000；材料：防具 ID 597「冰冻女王的礼服」×1；物品 ID 2「高级药草」×1","尼福尔海姆"
"606","ニヴルヘイム","防具","2122","金币：40000；材料：防具 ID 597「凍てつく女王のドレス」×1；物品 ID 839「冥府の髪」×1","金币：40000；材料：防具 ID 597「冰冻女王的礼服」×1；物品 ID 839「冥府的头发」×1","尼福尔海姆"
"609","マテリアルガール","防具","1104","金币：50000；材料：防具 ID 601「アイドルドレス」×1；物品 ID 2「高級薬草」×1","金币：50000；材料：防具 ID 601「偶像礼服」×1；物品 ID 2「高级药草」×1","材料女孩"
"609","マテリアルガール","防具","2186","金币：50000；材料：防具 ID 601「アイドルドレス」×1；物品 ID 851「量子の歯車」×1","金币：50000；材料：防具 ID 601「偶像礼服」×1；物品 ID 851「量子的齿轮」×1","材料女孩"
"610","守護天使のドレス","防具","1140","金币：53200；材料：防具 ID 600「大天使のドレス」×1；物品 ID 2「高級薬草」×1","金币：53200；材料：防具 ID 600「大天使的礼服」×1；物品 ID 2「高级药草」×1","守护天使的礼服"
"610","守護天使のドレス","防具","2222","金币：53200；材料：防具 ID 600「大天使のドレス」×1；物品 ID 855「世界樹の花びら」×1","金币：53200；材料：防具 ID 600「大天使的礼服」×1；物品 ID 855「世界树的花瓣」×1","守护天使的礼服"
"611","グランドマスタードレス","防具","1164","金币：56300；材料：防具 ID 599「マスタードレス」×1；物品 ID 2「高級薬草」×1","金币：56300；材料：防具 ID 599「大师礼服」×1；物品 ID 2「高级药草」×1","至尊大师礼服"
"611","グランドマスタードレス","防具","2246","金币：56300；材料：防具 ID 599「マスタードレス」×1；物品 ID 860「Q極細胞」×1","金币：56300；材料：防具 ID 599「大师礼服」×1；物品 ID 860「Q极细胞」×1","至尊大师礼服"
"613","究極神姫のドレス","防具","1208","金币：62800；材料：防具 ID 156「レインボードレス」×1；防具 ID 594「神姫のドレス」×1；物品 ID 2「高級薬草」×1","金币：62800；材料：防具 ID 156「彩虹礼服」×1；防具 ID 594「神姬的礼服」×1；物品 ID 2「高级药草」×1","究极神姬的礼服"
"613","究極神姫のドレス","防具","2290","金币：62800；材料：防具 ID 156「レインボードレス」×1；防具 ID 594「神姫のドレス」×1；物品 ID 864「虹色の羽根」×1","金币：62800；材料：防具 ID 156「彩虹礼服」×1；防具 ID 594「神姬的礼服」×1；物品 ID 864「彩虹色的羽毛」×1","究极神姬的礼服"
"615","創世開闢女神のドレス","防具","1395","金币：83600；材料：防具 ID 602「女神のドレス」×1；防具 ID 608「創世のドレス」×1；物品 ID 2「高級薬草」×1","金币：83600；材料：防具 ID 602「女神的礼服」×1；防具 ID 608「创世之礼服」×1；物品 ID 2「高级药草」×1","创世开辟女神的礼服"
"615","創世開闢女神のドレス","防具","2421","金币：83600；材料：防具 ID 602「女神のドレス」×1；防具 ID 608「創世のドレス」×1；物品 ID 889「ビッグバンの結晶」×1","金币：83600；材料：防具 ID 602「女神的礼服」×1；防具 ID 608「创世之礼服」×1；物品 ID 889「大爆炸的结晶」×1","创世开辟女神的礼服"
"618","あぶなすぎる水着","防具","524","金币：10800；材料：防具 ID 163「あぶない水着」×1；物品 ID 251「妖艶なる尻尾」×1","金币：10800；材料：防具 ID 163「危险泳装」×1；物品 ID 251「妖艳的尾巴」×1","危险至极的泳装"
"619","大天使のレオタード","防具","568","金币：13200；材料：防具 ID 172「天使のレオタード」×1；物品 ID 256「恩寵の羽根」×1","金币：13200；材料：防具 ID 172「天使紧身衣」×1；物品 ID 256「恩宠的羽毛」×1","大天使的紧身衣"
"621","淫らなる極みの水着","防具","592","金币：15000；材料：防具 ID 618「あぶなすぎる水着」×1；物品 ID 266「絶美の尻尾」×1","金币：15000；材料：防具 ID 618「危险至极的泳装」×1；物品 ID 266「绝美尾巴」×1","淫荡至极的泳装"
"623","大淫魔のビスチェ","防具","658","金币：17000；材料：防具 ID 170「サキュバスビスチェ」×1；物品 ID 266「絶美の尻尾」×1","金币：17000；材料：防具 ID 170「魅魔胸衣」×1；物品 ID 266「绝美尾巴」×1","大淫魔的比基尼"
"625","赤竜のレオタード","防具","746","金币：18600；材料：防具 ID 620「灼熱水着」×1；防具 ID 622「竜のレオタード」×1；物品 ID 267「極竜の牙」×1","金币：18600；材料：防具 ID 620「灼热泳装」×1；防具 ID 622「龙之紧身衣」×1；物品 ID 267「极龙之牙」×1","赤龙之紧身衣"
"628","エレメンタルビスチェ","防具","855","金币：24000；材料：防具 ID 617「ミラクルビスチェ」×1；物品 ID 280「エレメントコア」×1","金币：24000；材料：防具 ID 617「奇迹比基尼」×1；物品 ID 280「元素核心」×1","元素比基尼"
"629","混沌のブラ","防具","856","金币：24000；材料：防具 ID 174「大天使のブラ」×1；物品 ID 283「カオスニウム」×1","金币：24000；材料：防具 ID 174「大天使胸衣」×1；物品 ID 283「混沌结晶」×1","混沌胸罩"
"630","女神のレオタード","防具","857","金币：30000；材料：防具 ID 619「大天使のレオタード」×1；物品 ID 277「究極の羽根」×1","金币：30000；材料：防具 ID 619「大天使的紧身衣」×1；物品 ID 277「究极之羽」×1","女神的紧身衣"
"631","リリスのビスチェ","防具","896","金币：29000；材料：防具 ID 623「大淫魔のビスチェ」×1；物品 ID 277「究極の羽根」×1","金币：29000；材料：防具 ID 623「大淫魔的比基尼」×1；物品 ID 277「究极之羽」×1","莉莉丝的比基尼"
"632","エデンの衣・聖威","防具","909","金币：29000；材料：防具 ID 624「エデンの衣」×1；物品 ID 277「究極の羽根」×1","金币：29000；材料：防具 ID 624「伊甸的衣」×1；物品 ID 277「究极之羽」×1","伊甸之衣・圣威"
"635","四精霊のビスチェ","防具","945","金币：32000；材料：防具 ID 628「エレメンタルビスチェ」×1；物品 ID 2「高級薬草」×1","金币：32000；材料：防具 ID 628「元素比基尼」×1；物品 ID 2「高级药草」×1","四精灵比基尼"
"635","四精霊のビスチェ","防具","2027","金币：32000；材料：防具 ID 628「エレメンタルビスチェ」×1；物品 ID 822「神様のどんぐり」×1","金币：32000；材料：防具 ID 628「元素比基尼」×1；物品 ID 822「神大人的橡果」×1","四精灵比基尼"
"636","エロスの化身","防具","2059","金币：36000；材料：防具 ID 621「淫らなる極みの水着」×1；物品 ID 826「白面のしっぽ」×1","金币：36000；材料：防具 ID 621「淫荡至极的泳装」×1；物品 ID 826「白面的尾巴」×1","爱欲的化身"
"638","超神乳のブラ","防具","1041","金币：44000；材料：防具 ID 174「大天使のブラ」×1；物品 ID 2「高級薬草」×1","金币：44000；材料：防具 ID 174「大天使胸衣」×1；物品 ID 2「高级药草」×1","超神乳胸罩"
"638","超神乳のブラ","防具","2123","金币：44000；材料：防具 ID 174「大天使のブラ」×1；物品 ID 838「魔王の蛇尾」×1","金币：44000；材料：防具 ID 174「大天使胸衣」×1；物品 ID 838「魔王的蛇尾」×1","超神乳胸罩"
"639","レッドロマンス","防具","1072","金币：48000；材料：防具 ID 625「赤竜のレオタード」×1；物品 ID 2「高級薬草」×1","金币：48000；材料：防具 ID 625「赤龙之紧身衣」×1；物品 ID 2「高级药草」×1","红色浪漫"
"639","レッドロマンス","防具","2154","金币：48000；材料：防具 ID 625「赤竜のレオタード」×1；物品 ID 844「大淫魔の尻尾」×1","金币：48000；材料：防具 ID 625「赤龙之紧身衣」×1；物品 ID 844「大淫魔的尾巴」×1","红色浪漫"
"640","マーベルレオタード","防具","1105","金币：51000；材料：防具 ID 630「女神のレオタード」×1；物品 ID 2「高級薬草」×1","金币：51000；材料：防具 ID 630「女神的紧身衣」×1；物品 ID 2「高级药草」×1","奇迹紧身衣"
"640","マーベルレオタード","防具","2187","金币：51000；材料：防具 ID 630「女神のレオタード」×1；物品 ID 851「量子の歯車」×1","金币：51000；材料：防具 ID 630「女神的紧身衣」×1；物品 ID 851「量子的齿轮」×1","奇迹紧身衣"
"641","ラブアンドガイア","防具","1165","金币：60000；材料：防具 ID 627「ガイアレオタード」×1；物品 ID 2「高級薬草」×1","金币：60000；材料：防具 ID 627「盖亚紧身衣」×1；物品 ID 2「高级药草」×1","爱与盖亚"
"641","ラブアンドガイア","防具","2247","金币：60000；材料：防具 ID 627「ガイアレオタード」×1；物品 ID 858「大淫婦の尻尾」×1","金币：60000；材料：防具 ID 627「盖亚紧身衣」×1；物品 ID 858「大淫妇的尾巴」×1","爱与盖亚"
"642","深き混沌のブラ","防具","1209","金币：64000；材料：防具 ID 629「混沌のブラ」×1；物品 ID 2「高級薬草」×1","金币：64000；材料：防具 ID 629「混沌胸罩」×1；物品 ID 2「高级药草」×1","深层混沌之胸罩"
"642","深き混沌のブラ","防具","2291","金币：64000；材料：防具 ID 629「混沌のブラ」×1；物品 ID 865「時の歯車」×1","金币：64000；材料：防具 ID 629「混沌胸罩」×1；物品 ID 865「时间的齿轮」×1","深层混沌之胸罩"
"643","サイボーグビキニ","防具","1225","金币：80000；材料：防具 ID 626「メカニックビキニ」×1；物品 ID 2「高級薬草」×1","金币：80000；材料：防具 ID 626「机械比基尼」×1；物品 ID 2「高级药草」×1","赛博格比基尼"
"643","サイボーグビキニ","防具","2398","金币：80000；材料：防具 ID 626「メカニックビキニ」×1；物品 ID 866「オメガコア」×1","金币：80000；材料：防具 ID 626「机械比基尼」×1；物品 ID 866「欧米伽核心」×1","赛博格比基尼"
"644","トリプルエデンの衣","防具","1261","金币：82000；材料：防具 ID 632「エデンの衣・聖威」×1；物品 ID 2「高級薬草」×1","金币：82000；材料：防具 ID 632「伊甸之衣・圣威」×1；物品 ID 2「高级药草」×1","三重伊甸之衣"
"644","トリプルエデンの衣","防具","2422","金币：82000；材料：防具 ID 632「エデンの衣・聖威」×1；物品 ID 875「永劫の羽根」×1","金币：82000；材料：防具 ID 632「伊甸之衣・圣威」×1；物品 ID 875「永劫的羽根」×1","三重伊甸之衣"
"645","ナイトメアビスチェ","防具","1268","金币：82000；材料：防具 ID 645「ナイトメアビスチェ」×1；物品 ID 2「高級薬草」×1","金币：82000；材料：防具 ID 645「夜魔胸衣」×1；物品 ID 2「高级药草」×1","夜魔胸衣"
"645","ナイトメアビスチェ","防具","2465","金币：82000；材料：防具 ID 631「リリスのビスチェ」×1；物品 ID 876「虚夢の欠片」×1","金币：82000；材料：防具 ID 631「莉莉丝的比基尼」×1；物品 ID 876「虚梦的碎片」×1","夜魔胸衣"
"646","聖衣・黙示二十七ノ明星","防具","1356","金币：85000；材料：防具 ID 634「明星の聖衣」×1；物品 ID 2「高級薬草」×1","金币：85000；材料：防具 ID 634「黎明之星的圣衣」×1；物品 ID 2「高级药草」×1","圣衣・默示二十七之星"
"646","聖衣・黙示二十七ノ明星","防具","2423","金币：85000；材料：防具 ID 634「明星の聖衣」×1；物品 ID 885「熾天使の羽根」×1","金币：85000；材料：防具 ID 634「黎明之星的圣衣」×1；物品 ID 885「炽天使的羽毛」×1","圣衣・默示二十七之星"
"647","聖母の薄衣","防具","1357","金币：84000；材料：防具 ID 645「ナイトメアビスチェ」×1；物品 ID 2「高級薬草」×1","金币：84000；材料：防具 ID 645「夜魔胸衣」×1；物品 ID 2「高级药草」×1","圣母的薄衣"
"647","聖母の薄衣","防具","2424","金币：84000；材料：防具 ID 645「ナイトメアビスチェ」×1；物品 ID 885「熾天使の羽根」×1","金币：84000；材料：防具 ID 645「夜魔胸衣」×1；物品 ID 885「炽天使的羽毛」×1","圣母的薄衣"
"648","ディーノサイド","防具","1358","金币：84000；材料：防具 ID 630「女神のレオタード」×1；物品 ID 2「高級薬草」×1","金币：84000；材料：防具 ID 630「女神的紧身衣」×1；物品 ID 2「高级药草」×1","迪诺赛德"
"648","ディーノサイド","防具","2425","金币：84000；材料：防具 ID 630「女神のレオタード」×1；物品 ID 885「熾天使の羽根」×1","金币：84000；材料：防具 ID 630「女神的紧身衣」×1；物品 ID 885「炽天使的羽毛」×1","迪诺赛德"
"649","ナノレオタード","防具","1359","金币：84000；材料：防具 ID 626「メカニックビキニ」×1；物品 ID 2「高級薬草」×1","金币：84000；材料：防具 ID 626「机械比基尼」×1；物品 ID 2「高级药草」×1","纳米紧身衣"
"649","ナノレオタード","防具","2426","金币：84000；材料：防具 ID 626「メカニックビキニ」×1；物品 ID 885「熾天使の羽根」×1","金币：84000；材料：防具 ID 626「机械比基尼」×1；物品 ID 885「炽天使的羽毛」×1","纳米紧身衣"
"650","バビロンの大淫婦","防具","1383","金币：88000；材料：防具 ID 645「ナイトメアビスチェ」×1；物品 ID 2「高級薬草」×1","金币：88000；材料：防具 ID 645「夜魔胸衣」×1；物品 ID 2「高级药草」×1","巴比伦的大淫妇"
"650","バビロンの大淫婦","防具","2466","金币：88000；材料：防具 ID 645「ナイトメアビスチェ」×1；物品 ID 886「根源の闇」×1","金币：88000；材料：防具 ID 645「夜魔胸衣」×1；物品 ID 886「根源的黑暗」×1","巴比伦的大淫妇"
"652","シーフのバンダナ","防具","505","金币：1400；材料：防具 ID 181「バンダナ」×1；物品 ID 244「覇獣の爪」×1","金币：1400；材料：防具 ID 181「头巾」×1；物品 ID 244「霸兽的爪子」×1","盗贼的头巾"
"655","ロイヤルハット・蛇髪","防具","569","金币：1700；材料：防具 ID 186「ロイヤルハット・呪髪」×1；物品 ID 254「強靱なる蛇尾」×1","金币：1700；材料：防具 ID 186「皇家帽子・咒发」×1；物品 ID 254「坚韧的蛇尾」×1","皇家帽子・蛇发"
"658","神紅帽子","防具","659","金币：2000；材料：防具 ID 188「紅猫の帽子」×1；防具 ID 191「紅頭巾」×1；物品 ID 262「神々しい花びら」×1","金币：2000；材料：防具 ID 188「红猫帽子」×1；防具 ID 191「红头巾」×1；物品 ID 262「神圣花瓣」×1","神红帽子"
"659","大海賊の帽子","防具","660","金币：2000；材料：防具 ID 657「海賊の帽子」×1；物品 ID 259「深海の鱗」×1","金币：2000；材料：防具 ID 657「海贼的帽子」×1；物品 ID 259「深海之鳞」×1","大海贼的帽子"
"661","ベテランカチューシャ","防具","747","金币：2400；材料：防具 ID 654「メイドカチューシャ」×1；物品 ID 262「神々しい花びら」×1","金币：2400；材料：防具 ID 654「女仆头巾」×1；物品 ID 262「神圣花瓣」×1","资深女仆头巾"
"662","怪盗の帽子","防具","748","金币：2400；材料：防具 ID 652「シーフのバンダナ」×1；物品 ID 270「億蛇の蛇尾」×1","金币：2400；材料：防具 ID 652「盗贼的头巾」×1；物品 ID 270「亿蛇尾巴」×1","怪盗的帽子"
"663","試作型ラプラスバイザー","防具","760","金币：2500；材料：防具 ID 656「高性能バイザー」×1；物品 ID 268「無限細胞」×1","金币：2500；材料：防具 ID 656「高性能面罩」×1；物品 ID 268「无限细胞」×1","试作型拉普拉斯护目镜"
"666","神紅龍帽","防具","858","金币：3000；材料：防具 ID 658「神紅帽子」×1；物品 ID 275「最後の竜牙」×1","金币：3000；材料：防具 ID 658「神红帽子」×1；物品 ID 275「最终之龙牙」×1","神红龙帽"
"667","ロイヤルハット・神髪","防具","859","金币：3000；材料：防具 ID 655「ロイヤルハット・蛇髪」×1；物品 ID 284「シヴァの髪」×1","金币：3000；材料：防具 ID 655「皇家帽子・蛇发」×1；物品 ID 284「湿婆的头发」×1","皇家帽子・神发"
"668","アルセーヌ","防具","946","金币：4000；材料：防具 ID 662「怪盗の帽子」×1；物品 ID 2「高級薬草」×1","金币：4000；材料：防具 ID 662「怪盗的帽子」×1；物品 ID 2「高级药草」×1","阿尔塞恩"
"668","アルセーヌ","防具","2028","金币：4000；材料：防具 ID 662「怪盗の帽子」×1；物品 ID 822「神様のどんぐり」×1","金币：4000；材料：防具 ID 662「怪盗的帽子」×1；物品 ID 822「神大人的橡果」×1","阿尔塞恩"
"669","ベレニケハット","防具","978","金币：45000；材料：防具 ID 667「ロイヤルハット・神髪」×1；物品 ID 2「高級薬草」×1","金币：45000；材料：防具 ID 667「皇家帽子・神发」×1；物品 ID 2「高级药草」×1","贝勒尼基帽"
"669","ベレニケハット","防具","2060","金币：4500；材料：防具 ID 667「ロイヤルハット・神髪」×1；物品 ID 827「深淵の触手」×1","金币：4500；材料：防具 ID 667「皇家帽子・神发」×1；物品 ID 827「深渊的触手」×1","贝勒尼基帽"
"670","アドバンスドバイザー","防具","1017","金币：5000；材料：防具 ID 663「試作型ラプラスバイザー」×1；物品 ID 2「高級薬草」×1","金币：5000；材料：防具 ID 663「试作型拉普拉斯护目镜」×1；物品 ID 2「高级药草」×1","高级护目镜"
"670","アドバンスドバイザー","防具","2099","金币：5000；材料：防具 ID 663「試作型ラプラスバイザー」×1；物品 ID 842「高次半導体」×1","金币：5000；材料：防具 ID 663「试作型拉普拉斯护目镜」×1；物品 ID 842「高次半导体」×1","高级护目镜"
"671","蒼穹の大翼","防具","1042","金币：5500；材料：防具 ID 664「天空の帽子」×1；物品 ID 2「高級薬草」×1","金币：5500；材料：防具 ID 664「天空的帽子」×1；物品 ID 2「高级药草」×1","苍穹大翼"
"671","蒼穹の大翼","防具","2124","金币：5500；材料：防具 ID 664「天空の帽子」×1；物品 ID 840「超無限細胞」×1","金币：5500；材料：防具 ID 664「天空的帽子」×1；物品 ID 840「超无限细胞」×1","苍穹大翼"
"673","クィーンロイヤル","防具","1073","金币：6000；材料：防具 ID 667「ロイヤルハット・神髪」×1；物品 ID 2「高級薬草」×1","金币：6000；材料：防具 ID 667「皇家帽子・神发」×1；物品 ID 2「高级药草」×1","皇家女王"
"673","クィーンロイヤル","防具","2155","金币：60000；材料：防具 ID 667「ロイヤルハット・神髪」×1；物品 ID 844「大淫魔の尻尾」×1","金币：60000；材料：防具 ID 667「皇家帽子・神发」×1；物品 ID 844「大淫魔的尾巴」×1","皇家女王"
"674","求道者の黒頭巾","防具","1106","金币：6800；材料：防具 ID 660「傀儡師の帽子」×1；物品 ID 2「高級薬草」×1","金币：6800；材料：防具 ID 660「傀儡师的帽子」×1；物品 ID 2「高级药草」×1","求道者黑头巾"
"674","求道者の黒頭巾","防具","2188","金币：6800；材料：防具 ID 660「傀儡師の帽子」×1；物品 ID 852「ゼロマター」×1","金币：6800；材料：防具 ID 660「傀儡师的帽子」×1；物品 ID 852「零物质」×1","求道者黑头巾"
"675","ブーストメイデン","防具","1141","金币：7000；材料：防具 ID 661「ベテランカチューシャ」×1；物品 ID 2「高級薬草」×1","金币：7000；材料：防具 ID 661「资深女仆头巾」×1；物品 ID 2「高级药草」×1","侍奉女仆"
"675","ブーストメイデン","防具","2223","金币：7000；材料：防具 ID 661「ベテランカチューシャ」×1；物品 ID 848「永遠の鱗」×1","金币：7000；材料：防具 ID 661「资深女仆头巾」×1；物品 ID 848「永恒的鳞片」×1","侍奉女仆"
"676","紅闘気","防具","1166","金币：7500；材料：防具 ID 666「神紅龍帽」×1；物品 ID 2「高級薬草」×1","金币：7500；材料：防具 ID 666「神红龙帽」×1；物品 ID 2「高级药草」×1","红斗气"
"676","紅闘気","防具","2248","金币：7500；材料：防具 ID 666「神紅龍帽」×1；物品 ID 858「大淫婦の尻尾」×1","金币：7500；材料：防具 ID 666「神红龙帽」×1；物品 ID 858「大淫妇的尾巴」×1","红斗气"
"677","パイレーツクィーン","防具","1210","金币：8000；材料：防具 ID 659「大海賊の帽子」×1；物品 ID 2「高級薬草」×1","金币：8000；材料：防具 ID 659「大海贼的帽子」×1；物品 ID 2「高级药草」×1","海盗女王"
"677","パイレーツクィーン","防具","2292","金币：8000；材料：防具 ID 659「大海賊の帽子」×1；物品 ID 935「カオスサファイア」×1","金币：8000；材料：防具 ID 659「大海贼的帽子」×1；物品 ID 935「混沌蓝宝石」×1","海盗女王"
"678","量子観測バイザー","防具","1226","金币：10000；材料：防具 ID 670「アドバンスドバイザー」×1；物品 ID 2「高級薬草」×1","金币：10000；材料：防具 ID 670「高级护目镜」×1；物品 ID 2「高级药草」×1","量子观测护目镜"
"678","量子観測バイザー","防具","2399","金币：10000；材料：防具 ID 670「アドバンスドバイザー」×1；物品 ID 866「オメガコア」×1","金币：10000；材料：防具 ID 670「高级护目镜」×1；物品 ID 866「欧米伽核心」×1","量子观测护目镜"
"679","求道者の黒頭巾・流影","防具","1237","金币：11000；材料：防具 ID 674「求道者の黒頭巾」×1；物品 ID 2「高級薬草」×1","金币：11000；材料：防具 ID 674「求道者黑头巾」×1；物品 ID 2「高级药草」×1","求道者的黑头巾・流影"
"679","求道者の黒頭巾・流影","防具","2409","金币：11000；材料：防具 ID 674「求道者の黒頭巾」×1；物品 ID 867「古神の依代」×1","金币：11000；材料：防具 ID 674「求道者黑头巾」×1；物品 ID 867「古神的依代」×1","求道者的黑头巾・流影"
"682","侵蝕され尽くした帽子","防具","1384","金币：11000；材料：防具 ID 665「侵蝕された帽子」×1；物品 ID 2「高級薬草」×1","金币：11000；材料：防具 ID 665「被侵蚀的帽子」×1；物品 ID 2「高级药草」×1","被侵蚀殆尽的帽子"
"682","侵蝕され尽くした帽子","防具","2467","金币：11000；材料：防具 ID 665「侵蝕された帽子」×1；物品 ID 886「根源の闇」×1","金币：11000；材料：防具 ID 665「被侵蚀的帽子」×1；物品 ID 886「根源的黑暗」×1","被侵蚀殆尽的帽子"
"683","永劫の白兎帽子","防具","1433","金币：11500；材料：防具 ID 680「白兎帽子」×1；物品 ID 2「高級薬草」×1","金币：11500；材料：防具 ID 680「白兔帽子」×1；物品 ID 2「高级药草」×1","永劫的白兔帽子"
"683","永劫の白兎帽子","防具","2506","金币：11500；材料：防具 ID 680「白兎帽子」×1；物品 ID 887「反物質」×1","金币：11500；材料：防具 ID 680「白兔帽子」×1；物品 ID 887「反物质」×1","永劫的白兔帽子"
"684","終焉の死神フード","防具","1434","金币：11500；材料：防具 ID 681「死神フード」×1；物品 ID 2「高級薬草」×1","金币：11500；材料：防具 ID 681「死神兜帽」×1；物品 ID 2「高级药草」×1","终焉的死神兜帽"
"684","終焉の死神フード","防具","2507","金币：11500；材料：防具 ID 681「死神フード」×1；物品 ID 887「反物質」×1","金币：11500；材料：防具 ID 681「死神兜帽」×1；物品 ID 887「反物质」×1","终焉的死神兜帽"
