"产物ID","产物名称","产物种类","配方ID","合成方案","中文合成方案","中文产物名称"
"3154","雷耐性の大秘石","物品","1535","金币：3000；材料：物品 ID 92「空の大秘石」×1；物品 ID 3153「雷耐性の秘石」×2","金币：3000；材料：物品 ID 92「空的大秘石」×1；物品 ID 3153「雷耐性的秘石」×2","雷耐性的大秘石"
"3155","雷耐性の超秘石","物品","3132","金币：10000；材料：物品 ID 93「空の超秘石」×1；物品 ID 3154「雷耐性の大秘石」×2","金币：10000；材料：物品 ID 93「空的超秘石」×1；物品 ID 3154「雷耐性的大秘石」×2","雷耐性的超秘石"
"3156","雷無効の絶秘石","物品","3144","金币：30000；材料：物品 ID 94「空の絶秘石」×1；物品 ID 3155「雷耐性の超秘石」×2","金币：30000；材料：物品 ID 94「空的绝秘石」×1；物品 ID 3155「雷耐性的超秘石」×2","雷无效的绝秘石"
"3159","風耐性の秘石","物品","1454","金币：1000；材料：物品 ID 91「空の秘石」×1；物品 ID 65「疾風緑風石」×1","金币：1000；材料：物品 ID 91「空秘石」×1；物品 ID 65「疾风绿风石」×1","风耐性的秘石"
"3160","風耐性の大秘石","物品","1536","金币：3000；材料：物品 ID 92「空の大秘石」×1；物品 ID 3159「風耐性の秘石」×2","金币：3000；材料：物品 ID 92「空的大秘石」×1；物品 ID 3159「风耐性的秘石」×2","风耐性的大秘石"
"3161","風耐性の超秘石","物品","3133","金币：10000；材料：物品 ID 93「空の超秘石」×1；物品 ID 3160「風耐性の大秘石」×2","金币：10000；材料：物品 ID 93「空的超秘石」×1；物品 ID 3160「风耐性的大秘石」×2","风耐性的超秘石"
"3162","風無効の絶秘石","物品","3145","金币：30000；材料：物品 ID 94「空の絶秘石」×1；物品 ID 3161「風耐性の超秘石」×2","金币：30000；材料：物品 ID 94「空的绝秘石」×1；物品 ID 3161「风耐性的超秘石」×2","风无效的绝秘石"
"3165","土耐性の秘石","物品","1455","金币：1000；材料：物品 ID 91「空の秘石」×1；物品 ID 69「土流橙土石」×1","金币：1000；材料：物品 ID 91「空秘石」×1；物品 ID 69「土流橙土石」×1","土耐性的秘石"
"3166","土耐性の大秘石","物品","1537","金币：3000；材料：物品 ID 92「空の大秘石」×1；物品 ID 3165「土耐性の秘石」×2","金币：3000；材料：物品 ID 92「空的大秘石」×1；物品 ID 3165「土耐性的秘石」×2","土耐性的大秘石"
"3167","土耐性の超秘石","物品","3134","金币：10000；材料：物品 ID 93「空の超秘石」×1；物品 ID 3166「土耐性の大秘石」×2","金币：10000；材料：物品 ID 93「空的超秘石」×1；物品 ID 3166「土耐性的大秘石」×2","土耐性的超秘石"
"3168","土無効の絶秘石","物品","3146","金币：30000；材料：物品 ID 94「空の絶秘石」×1；物品 ID 3167「土耐性の超秘石」×2","金币：30000；材料：物品 ID 94「空的绝秘石」×1；物品 ID 3167「土耐性的超秘石」×2","土无效的绝秘石"
"3171","水耐性の秘石","物品","1456","金币：1000；材料：物品 ID 91「空の秘石」×1；物品 ID 73「激流青水石」×1","金币：1000；材料：物品 ID 91「空秘石」×1；物品 ID 73「激流青水石」×1","水耐性的秘石"
"3172","水耐性の大秘石","物品","1538","金币：3000；材料：物品 ID 92「空の大秘石」×1；物品 ID 3171「水耐性の秘石」×2","金币：3000；材料：物品 ID 92「空的大秘石」×1；物品 ID 3171「水耐性的秘石」×2","水耐性的大秘石"
"3173","水耐性の超秘石","物品","3135","金币：10000；材料：物品 ID 93「空の超秘石」×1；物品 ID 3172「水耐性の大秘石」×2","金币：10000；材料：物品 ID 93「空的超秘石」×1；物品 ID 3172「水耐性的大秘石」×2","水耐性的超秘石"
"3174","水無効の絶秘石","物品","3147","金币：30000；材料：物品 ID 94「空の絶秘石」×1；物品 ID 3173「水耐性の超秘石」×2","金币：30000；材料：物品 ID 94「空的绝秘石」×1；物品 ID 3173「水耐性的超秘石」×2","水无效的绝秘石"
"3177","聖耐性の秘石","物品","1457","金币：1000；材料：物品 ID 91「空の秘石」×1；物品 ID 77「天空白聖石」×1","金币：1000；材料：物品 ID 91「空秘石」×1；物品 ID 77「天空白圣石」×1","圣耐性的秘石"
"3178","聖耐性の大秘石","物品","1539","金币：3000；材料：物品 ID 92「空の大秘石」×1；物品 ID 3177「聖耐性の秘石」×2","金币：3000；材料：物品 ID 92「空的大秘石」×1；物品 ID 3177「圣耐性的秘石」×2","圣耐性的大秘石"
"3179","聖耐性の超秘石","物品","3136","金币：10000；材料：物品 ID 93「空の超秘石」×1；物品 ID 3178「聖耐性の大秘石」×2","金币：10000；材料：物品 ID 93「空的超秘石」×1；物品 ID 3178「圣耐性的大秘石」×2","圣耐性的超秘石"
"3180","聖無効の絶秘石","物品","3148","金币：30000；材料：物品 ID 94「空の絶秘石」×1；物品 ID 3179「聖耐性の超秘石」×2","金币：30000；材料：物品 ID 94「空的绝秘石」×1；物品 ID 3179「圣耐性的超秘石」×2","圣无效的绝秘石"
"3183","闇耐性の秘石","物品","1458","金币：1000；材料：物品 ID 91「空の秘石」×1；物品 ID 81「輝晶黒闇石」×1","金币：1000；材料：物品 ID 91「空秘石」×1；物品 ID 81「辉晶黑暗石」×1","暗耐性的秘石"
"3184","闇耐性の大秘石","物品","1540","金币：3000；材料：物品 ID 92「空の大秘石」×1；物品 ID 3183「闇耐性の秘石」×2","金币：3000；材料：物品 ID 92「空的大秘石」×1；物品 ID 3183「暗耐性的秘石」×2","暗耐性的大秘石"
"3185","闇耐性の超秘石","物品","3137","金币：10000；材料：物品 ID 93「空の超秘石」×1；物品 ID 3184「闇耐性の大秘石」×2","金币：10000；材料：物品 ID 93「空的超秘石」×1；物品 ID 3184「暗耐性的大秘石」×2","暗耐性的超秘石"
"3186","闇無効の絶秘石","物品","3149","金币：30000；材料：物品 ID 94「空の絶秘石」×1；物品 ID 3185「闇耐性の超秘石」×2","金币：30000；材料：物品 ID 94「空的绝秘石」×1；物品 ID 3185「暗耐性的超秘石」×2","暗无效的绝秘石"
"3189","音波耐性の秘石","物品","1459","金币：1000；材料：物品 ID 91「空の秘石」×1；物品 ID 17「満月草」×3","金币：1000；材料：物品 ID 91「空秘石」×1；物品 ID 17「满月草」×3","音波耐性的秘石"
"3190","音波耐性の大秘石","物品","1541","金币：3000；材料：物品 ID 92「空の大秘石」×1；物品 ID 3189「音波耐性の秘石」×2","金币：3000；材料：物品 ID 92「空的大秘石」×1；物品 ID 3189「音波耐性的秘石」×2","音波耐性的大秘石"
"3191","音波耐性の超秘石","物品","3138","金币：10000；材料：物品 ID 93「空の超秘石」×1；物品 ID 3190「音波耐性の大秘石」×2","金币：10000；材料：物品 ID 93「空的超秘石」×1；物品 ID 3190「音波耐性的大秘石」×2","音波耐性的超秘石"
"3192","音波無効の絶秘石","物品","3150","金币：30000；材料：物品 ID 94「空の絶秘石」×1；物品 ID 3191「音波耐性の超秘石」×2","金币：30000；材料：物品 ID 94「空的绝秘石」×1；物品 ID 3191「音波耐性的超秘石」×2","音波无效的绝秘石"
"3195","バイオ耐性の秘石","物品","1460","金币：1000；材料：物品 ID 91「空の秘石」×1；物品 ID 13「毒消し草」×3","金币：1000；材料：物品 ID 91「空秘石」×1；物品 ID 13「解毒草」×3","生化耐性的秘石"
"3196","バイオ耐性の大秘石","物品","1542","金币：3000；材料：物品 ID 92「空の大秘石」×1；物品 ID 3195「バイオ耐性の秘石」×2","金币：3000；材料：物品 ID 92「空的大秘石」×1；物品 ID 3195「生化耐性的秘石」×2","生化耐性的大秘石"
"3197","バイオ耐性の超秘石","物品","3139","金币：10000；材料：物品 ID 93「空の超秘石」×1；物品 ID 3196「バイオ耐性の大秘石」×2","金币：10000；材料：物品 ID 93「空的超秘石」×1；物品 ID 3196「生化耐性的大秘石」×2","生化耐性的超秘石"
"3198","バイオ無効の絶秘石","物品","3151","金币：30000；材料：物品 ID 94「空の絶秘石」×1；物品 ID 3197「バイオ耐性の超秘石」×2","金币：30000；材料：物品 ID 94「空的绝秘石」×1；物品 ID 3197「生化耐性的超秘石」×2","生化无效的绝秘石"
"3221","即死耐性の秘石","物品","1615","金币：1000；材料：物品 ID 91「空の秘石」×1；物品 ID 12「世界樹の葉」×1","金币：1000；材料：物品 ID 91「空秘石」×1；物品 ID 12「世界树之叶」×1","即死耐性的秘石"
"3222","即死無効の大秘石","物品","1774","金币：3000；材料：物品 ID 92「空の大秘石」×1；物品 ID 3221「即死耐性の秘石」×2","金币：3000；材料：物品 ID 92「空的大秘石」×1；物品 ID 3221「即死耐性的秘石」×2","即死无效的大秘石"
"3223","昇天耐性の秘石","物品","1616","金币：1000；材料：物品 ID 91「空の秘石」×1；物品 ID 12「世界樹の葉」×1","金币：1000；材料：物品 ID 91「空秘石」×1；物品 ID 12「世界树之叶」×1","升天耐性的秘石"
"3224","昇天無効の大秘石","物品","1775","金币：3000；材料：物品 ID 92「空の大秘石」×1；物品 ID 3223「昇天耐性の秘石」×2","金币：3000；材料：物品 ID 92「空的大秘石」×1；物品 ID 3223「升天耐性的秘石」×2","升天无效的大秘石"
"3225","絶頂耐性の秘石","物品","1617","金币：1000；材料：物品 ID 91「空の秘石」×1；物品 ID 12「世界樹の葉」×1","金币：1000；材料：物品 ID 91「空秘石」×1；物品 ID 12「世界树之叶」×1","绝顶耐性的秘石"
"3226","絶頂無効の大秘石","物品","1776","金币：3000；材料：物品 ID 92「空の大秘石」×1；物品 ID 3225「絶頂耐性の秘石」×2","金币：3000；材料：物品 ID 92「空的大秘石」×1；物品 ID 3225「绝顶耐性的秘石」×2","绝顶无效的大秘石"
"3230","毒耐性の秘石","物品","1618","金币：1000；材料：物品 ID 91「空の秘石」×1；物品 ID 13「毒消し草」×3","金币：1000；材料：物品 ID 91「空秘石」×1；物品 ID 13「解毒草」×3","中毒耐性的秘石"
"3231","毒無効の大秘石","物品","1777","金币：3000；材料：物品 ID 92「空の大秘石」×1；物品 ID 3230「毒耐性の秘石」×2","金币：3000；材料：物品 ID 92「空的大秘石」×1；物品 ID 3230「中毒耐性的秘石」×2","毒无效的大秘石"
"3232","暗闇耐性の秘石","物品","1619","金币：1000；材料：物品 ID 91「空の秘石」×1；物品 ID 14「目薬」×3","金币：1000；材料：物品 ID 91「空秘石」×1；物品 ID 14「眼药水」×3","黑暗耐性的秘石"
"3233","暗闇無効の大秘石","物品","1778","金币：3000；材料：物品 ID 92「空の大秘石」×1；物品 ID 3232「暗闇耐性の秘石」×2","金币：3000；材料：物品 ID 92「空的大秘石」×1；物品 ID 3232「黑暗耐性的秘石」×2","黑暗无效的大秘石"
"3234","沈黙耐性の秘石","物品","1620","金币：1000；材料：物品 ID 91「空の秘石」×1；物品 ID 15「山彦草」×3","金币：1000；材料：物品 ID 91「空秘石」×1；物品 ID 15「山彦草」×3","沉默耐性的秘石"
"3235","沈黙無効の大秘石","物品","1779","金币：3000；材料：物品 ID 92「空の大秘石」×1；物品 ID 3234「沈黙耐性の秘石」×2","金币：3000；材料：物品 ID 92「空的大秘石」×1；物品 ID 3234「沉默耐性的秘石」×2","沉默无效的大秘石"
"3236","混乱耐性の秘石","物品","1621","金币：1000；材料：物品 ID 91「空の秘石」×1；物品 ID 16「気付け薬」×3","金币：1000；材料：物品 ID 91「空秘石」×1；物品 ID 16「提神药」×3","混乱耐性的秘石"
"3237","混乱無効の大秘石","物品","1780","金币：3000；材料：物品 ID 92「空の大秘石」×1；物品 ID 3236「混乱耐性の秘石」×2","金币：3000；材料：物品 ID 92「空的大秘石」×1；物品 ID 3236「混乱耐性的秘石」×2","混乱无效的大秘石"
"3238","睡眠耐性の秘石","物品","1622","金币：1000；材料：物品 ID 91「空の秘石」×1；物品 ID 16「気付け薬」×3","金币：1000；材料：物品 ID 91「空秘石」×1；物品 ID 16「提神药」×3","睡眠耐性的秘石"
"3239","睡眠無効の大秘石","物品","1781","金币：3000；材料：物品 ID 92「空の大秘石」×1；物品 ID 3238「睡眠耐性の秘石」×2","金币：3000；材料：物品 ID 92「空的大秘石」×1；物品 ID 3238「睡眠耐性的秘石」×2","睡眠无效的大秘石"
"3240","麻痺耐性の秘石","物品","1623","金币：1000；材料：物品 ID 91「空の秘石」×1；物品 ID 17「満月草」×3","金币：1000；材料：物品 ID 91「空秘石」×1；物品 ID 17「满月草」×3","麻痹耐性的秘石"
"3241","麻痺無効の大秘石","物品","1782","金币：3000；材料：物品 ID 92「空の大秘石」×1；物品 ID 3240「麻痺耐性の秘石」×2","金币：3000；材料：物品 ID 92「空的大秘石」×1；物品 ID 3240「麻痹耐性的秘石」×2","麻痹无效的大秘石"
"3242","バーン耐性の秘石","物品","1624","金币：1000；材料：物品 ID 91「空の秘石」×1；物品 ID 22「万能薬」×3","金币：1000；材料：物品 ID 91「空秘石」×1；物品 ID 22「万能药」×3","燃烧耐性的秘石"
"3243","バーン無効の大秘石","物品","1783","金币：3000；材料：物品 ID 92「空の大秘石」×1；物品 ID 3242「バーン耐性の秘石」×2","金币：3000；材料：物品 ID 92「空的大秘石」×1；物品 ID 3242「燃烧耐性的秘石」×2","燃烧无效的大秘石"
"3244","フリーズ耐性の秘石","物品","1625","金币：1000；材料：物品 ID 91「空の秘石」×1；物品 ID 22「万能薬」×3","金币：1000；材料：物品 ID 91「空秘石」×1；物品 ID 22「万能药」×3","冻结耐性的秘石"
"3245","フリーズ無効の大秘石","物品","1784","金币：3000；材料：物品 ID 92「空の大秘石」×1；物品 ID 3244「フリーズ耐性の秘石」×2","金币：3000；材料：物品 ID 92「空的大秘石」×1；物品 ID 3244「冻结耐性的秘石」×2","冻结无效的大秘石"
"3246","ショック耐性の秘石","物品","1626","金币：1000；材料：物品 ID 91「空の秘石」×1；物品 ID 22「万能薬」×3","金币：1000；材料：物品 ID 91「空秘石」×1；物品 ID 22「万能药」×3","电击耐性的秘石"
"3247","ショック無効の大秘石","物品","1785","金币：3000；材料：物品 ID 92「空の大秘石」×1；物品 ID 3246「ショック耐性の秘石」×2","金币：3000；材料：物品 ID 92「空的大秘石」×1；物品 ID 3246「电击耐性的秘石」×2","电击无效的大秘石"
"3248","スロウ耐性の秘石","物品","1627","金币：1000；材料：物品 ID 91「空の秘石」×1；物品 ID 4「霊薬」×3","金币：1000；材料：物品 ID 91「空秘石」×1；物品 ID 4「灵药」×3","减速耐性的秘石"
"3249","スロウ無効の大秘石","物品","1786","金币：3000；材料：物品 ID 92「空の大秘石」×1；物品 ID 3248「スロウ耐性の秘石」×2","金币：3000；材料：物品 ID 92「空的大秘石」×1；物品 ID 3248「减速耐性的秘石」×2","减速无效的大秘石"
"3250","ストップ耐性の秘石","物品","1628","金币：1000；材料：物品 ID 91「空の秘石」×1；物品 ID 4「霊薬」×3","金币：1000；材料：物品 ID 91「空秘石」×1；物品 ID 4「灵药」×3","停止耐性的秘石"
"3251","ストップ無効の大秘石","物品","1787","金币：3000；材料：物品 ID 92「空の大秘石」×1；物品 ID 3250「ストップ耐性の秘石」×2","金币：3000；材料：物品 ID 92「空的大秘石」×1；物品 ID 3250「停止耐性的秘石」×2","停止无效的大秘石"
"3252","ミニマム耐性の秘石","物品","1629","金币：1000；材料：物品 ID 91「空の秘石」×1；物品 ID 18「打出の小槌」×3","金币：1000；材料：物品 ID 91「空秘石」×1；物品 ID 18「打出的小槌」×3","缩小耐性的秘石"
"3253","ミニマム無効の大秘石","物品","1788","金币：3000；材料：物品 ID 92「空の大秘石」×1；物品 ID 3252「ミニマム耐性の秘石」×2","金币：3000；材料：物品 ID 92「空的大秘石」×1；物品 ID 3252「缩小耐性的秘石」×2","缩小无效的大秘石"
"3254","ゾンビ耐性の秘石","物品","1630","金币：1000；材料：物品 ID 91「空の秘石」×1；物品 ID 19「聖水」×3","金币：1000；材料：物品 ID 91「空秘石」×1；物品 ID 19「圣水」×3","僵尸耐性的秘石"
"3255","ゾンビ無効の大秘石","物品","1789","金币：3000；材料：物品 ID 92「空の大秘石」×1；物品 ID 3254「ゾンビ耐性の秘石」×2","金币：3000；材料：物品 ID 92「空的大秘石」×1；物品 ID 3254「僵尸耐性的秘石」×2","僵尸无效的大秘石"
"3256","石化耐性の秘石","物品","1631","金币：1000；材料：物品 ID 91「空の秘石」×1；物品 ID 20「金の針」×3","金币：1000；材料：物品 ID 91「空秘石」×1；物品 ID 20「金针」×3","石化耐性的秘石"
"3257","石化無効の大秘石","物品","1790","金币：3000；材料：物品 ID 92「空の大秘石」×1；物品 ID 3256「石化耐性の秘石」×2","金币：3000；材料：物品 ID 92「空的大秘石」×1；物品 ID 3256「石化耐性的秘石」×2","石化无效的大秘石"
"3258","消化耐性の秘石","物品","1632","金币：1000；材料：物品 ID 91「空の秘石」×1；物品 ID 22「万能薬」×3","金币：1000；材料：物品 ID 91「空秘石」×1；物品 ID 22「万能药」×3","消化耐性的秘石"
"3259","消化無効の大秘石","物品","1791","金币：3000；材料：物品 ID 92「空の大秘石」×1；物品 ID 3258「消化耐性の秘石」×2","金币：3000；材料：物品 ID 92「空的大秘石」×1；物品 ID 3258「消化耐性的秘石」×2","消化无效的大秘石"
"3260","スタン耐性の秘石","物品","1633","金币：1000；材料：物品 ID 91「空の秘石」×1；物品 ID 8「バーストドリンク」×2","金币：1000；材料：物品 ID 91「空秘石」×1；物品 ID 8「爆发饮料」×2","眩晕耐性的秘石"
"3261","スタン無効の大秘石","物品","1792","金币：3000；材料：物品 ID 92「空の大秘石」×1；物品 ID 3260「スタン耐性の秘石」×2","金币：3000；材料：物品 ID 92「空的大秘石」×1；物品 ID 3260「眩晕耐性的秘石」×2","眩晕无效的大秘石"
"3262","ヌルヌル耐性の秘石","物品","1634","金币：1000；材料：物品 ID 91「空の秘石」×1；物品 ID 21「脱淫薬」×3","金币：1000；材料：物品 ID 91「空秘石」×1；物品 ID 21「脱淫药」×3","黏滑耐性的秘石"
"3263","ヌルヌル無効の大秘石","物品","1793","金币：3000；材料：物品 ID 92「空の大秘石」×1；物品 ID 3262「ヌルヌル耐性の秘石」×2","金币：3000；材料：物品 ID 92「空的大秘石」×1；物品 ID 3262「黏滑耐性的秘石」×2","黏滑无效的大秘石"
"3264","敏感耐性の秘石","物品","1635","金币：1000；材料：物品 ID 91「空の秘石」×1；物品 ID 21「脱淫薬」×3","金币：1000；材料：物品 ID 91「空秘石」×1；物品 ID 21「脱淫药」×3","敏感耐性的秘石"
"3265","敏感無効の大秘石","物品","1794","金币：3000；材料：物品 ID 92「空の大秘石」×1；物品 ID 3264「敏感耐性の秘石」×2","金币：3000；材料：物品 ID 92「空的大秘石」×1；物品 ID 3264「敏感耐性的秘石」×2","敏感无效的大秘石"
"3266","恍惚耐性の秘石","物品","1636","金币：1000；材料：物品 ID 91「空の秘石」×1；物品 ID 21「脱淫薬」×3","金币：1000；材料：物品 ID 91「空秘石」×1；物品 ID 21「脱淫药」×3","恍惚耐性的秘石"
"3267","恍惚無効の大秘石","物品","1795","金币：3000；材料：物品 ID 92「空の大秘石」×1；物品 ID 3266「恍惚耐性の秘石」×2","金币：3000；材料：物品 ID 92「空的大秘石」×1；物品 ID 3266「恍惚耐性的秘石」×2","恍惚无效的大秘石"
"3268","誘惑耐性の秘石","物品","1637","金币：1000；材料：物品 ID 91「空の秘石」×1；物品 ID 21「脱淫薬」×3","金币：1000；材料：物品 ID 91「空秘石」×1；物品 ID 21「脱淫药」×3","诱惑耐性的秘石"
"3269","誘惑無効の大秘石","物品","1796","金币：3000；材料：物品 ID 92「空の大秘石」×1；物品 ID 3268「誘惑耐性の秘石」×2","金币：3000；材料：物品 ID 92「空的大秘石」×1；物品 ID 3268「诱惑耐性的秘石」×2","诱惑无效的大秘石"
"3270","失禁耐性の秘石","物品","1638","金币：1000；材料：物品 ID 91「空の秘石」×1；物品 ID 21「脱淫薬」×3","金币：1000；材料：物品 ID 91「空秘石」×1；物品 ID 21「脱淫药」×3","失禁耐性的秘石"
"3271","失禁無効の大秘石","物品","1797","金币：3000；材料：物品 ID 92「空の大秘石」×1；物品 ID 3270「失禁耐性の秘石」×2","金币：3000；材料：物品 ID 92「空的大秘石」×1；物品 ID 3270「失禁耐性的秘石」×2","失禁无效的大秘石"
"3423","森強化の絶秘石","物品","3317","金币：30000；材料：物品 ID 94「空の絶秘石」×1；物品 ID 3422「森強化の大秘石」×2","金币：30000；材料：物品 ID 94「空的绝秘石」×1；物品 ID 3422「森林强化的大秘石」×2","森林强化的绝秘石"
"3427","砂漠強化の絶秘石","物品","3318","金币：30000；材料：物品 ID 94「空の絶秘石」×1；物品 ID 3426「砂漠強化の大秘石」×2","金币：30000；材料：物品 ID 94「空的绝秘石」×1；物品 ID 3426「沙漠强化的大秘石」×2","沙漠强化的绝秘石"
"3429","海強化の絶秘石","物品","3319","金币：30000；材料：物品 ID 94「空の絶秘石」×1；物品 ID 3428「海強化の大秘石」×2","金币：30000；材料：物品 ID 94「空的绝秘石」×1；物品 ID 3428「海强化的大秘石」×2","海强化的绝秘石"
"3431","深海強化の絶秘石","物品","3320","金币：30000；材料：物品 ID 94「空の絶秘石」×1；物品 ID 3430「深海強化の大秘石」×2","金币：30000；材料：物品 ID 94「空的绝秘石」×1；物品 ID 3430「深海强化的大秘石」×2","深海强化的绝秘石"
"3433","洞窟強化の絶秘石","物品","3321","金币：30000；材料：物品 ID 94「空の絶秘石」×1；物品 ID 3432「洞窟強化の大秘石」×2","金币：30000；材料：物品 ID 94「空的绝秘石」×1；物品 ID 3432「洞窟强化的大秘石」×2","洞窟强化的绝秘石"
"3437","市街強化の絶秘石","物品","3322","金币：30000；材料：物品 ID 94「空の絶秘石」×1；物品 ID 3436「市街強化の大秘石」×2","金币：30000；材料：物品 ID 94「空的绝秘石」×1；物品 ID 3436「市区强化的大秘石」×2","市区强化的绝秘石"
"3444","魔技の秘石","物品","1735","金币：1000；材料：物品 ID 91「空の秘石」×1；物品 ID 243「禍々しい結晶」×1","金币：1000；材料：物品 ID 91「空秘石」×1；物品 ID 243「不祥的结晶」×1","魔技的秘石"
"3445","魔技の大秘石","物品","1843","金币：3000；材料：物品 ID 92「空の大秘石」×1；物品 ID 3444「魔技の秘石」×2","金币：3000；材料：物品 ID 92「空的大秘石」×1；物品 ID 3444「魔技的秘石」×2","魔技的大秘石"
"3446","魔技の絶秘石","物品","3210","金币：30000；材料：物品 ID 94「空の絶秘石」×1；物品 ID 3445「魔技の大秘石」×2","金币：30000；材料：物品 ID 94「空的绝秘石」×1；物品 ID 3445「魔技的大秘石」×2","魔技的绝秘石"
"3449","海技の秘石","物品","1736","金币：1000；材料：物品 ID 91「空の秘石」×1；物品 ID 204「人魚の鱗」×1","金币：1000；材料：物品 ID 91「空秘石」×1；物品 ID 204「人鱼的鳞片」×1","海技的秘石"
"3450","海技の大秘石","物品","1844","金币：3000；材料：物品 ID 92「空の大秘石」×1；物品 ID 3449「海技の秘石」×2","金币：3000；材料：物品 ID 92「空的大秘石」×1；物品 ID 3449「海技的秘石」×2","海技的大秘石"
"3451","海技の絶秘石","物品","3211","金币：30000；材料：物品 ID 94「空の絶秘石」×1；物品 ID 3450「海技の大秘石」×2","金币：30000；材料：物品 ID 94「空的绝秘石」×1；物品 ID 3450「海技的大秘石」×2","海技的绝秘石"
"3454","粘液技の秘石","物品","1737","金币：1000；材料：物品 ID 91「空の秘石」×1；物品 ID 218「ぐにゅぐにゅゼリー」×1","金币：1000；材料：物品 ID 91「空秘石」×1；物品 ID 218「咕啾咕啾的果冻」×1","粘液技的秘石"
"3455","粘液技の大秘石","物品","1845","金币：3000；材料：物品 ID 92「空の大秘石」×1；物品 ID 3454「粘液技の秘石」×2","金币：3000；材料：物品 ID 92「空的大秘石」×1；物品 ID 3454「粘液技的秘石」×2","粘液技的大秘石"
"3456","粘液技の絶秘石","物品","3212","金币：30000；材料：物品 ID 94「空の絶秘石」×1；物品 ID 3455「粘液技の大秘石」×2","金币：30000；材料：物品 ID 94「空的绝秘石」×1；物品 ID 3455「粘液技的大秘石」×2","粘液技的绝秘石"
"3459","獣技の秘石","物品","1738","金币：1000；材料：物品 ID 91「空の秘石」×1；物品 ID 244「覇獣の爪」×1","金币：1000；材料：物品 ID 91「空秘石」×1；物品 ID 244「霸兽的爪子」×1","兽技的秘石"
"3460","獣技の大秘石","物品","1846","金币：3000；材料：物品 ID 92「空の大秘石」×1；物品 ID 3459「獣技の秘石」×2","金币：3000；材料：物品 ID 92「空的大秘石」×1；物品 ID 3459「兽技的秘石」×2","兽技的大秘石"
"3461","獣技の絶秘石","物品","3213","金币：30000；材料：物品 ID 94「空の絶秘石」×1；物品 ID 3460「獣技の大秘石」×2","金币：30000；材料：物品 ID 94「空的绝秘石」×1；物品 ID 3460「兽技的大秘石」×2","兽技的绝秘石"
"3464","蛇技の秘石","物品","1739","金币：1000；材料：物品 ID 91「空の秘石」×1；物品 ID 245「覇蛇の蛇尾」×1","金币：1000；材料：物品 ID 91「空秘石」×1；物品 ID 245「霸蛇的蛇尾」×1","蛇技的秘石"
"3465","蛇技の大秘石","物品","1847","金币：3000；材料：物品 ID 92「空の大秘石」×1；物品 ID 3464「蛇技の秘石」×2","金币：3000；材料：物品 ID 92「空的大秘石」×1；物品 ID 3464「蛇技的秘石」×2","蛇技的大秘石"
"3466","蛇技の絶秘石","物品","3214","金币：30000；材料：物品 ID 94「空の絶秘石」×1；物品 ID 3465「蛇技の大秘石」×2","金币：30000；材料：物品 ID 94「空的绝秘石」×1；物品 ID 3465「蛇技的大秘石」×2","蛇技的绝秘石"
"3469","触手技の秘石","物品","1740","金币：1000；材料：物品 ID 91「空の秘石」×1；物品 ID 255「昂ぶる触手」×1","金币：1000；材料：物品 ID 91「空秘石」×1；物品 ID 255「昂扬的触手」×1","触手技的秘石"
"3470","触手技の大秘石","物品","1848","金币：3000；材料：物品 ID 92「空の大秘石」×1；物品 ID 3469「触手技の秘石」×2","金币：3000；材料：物品 ID 92「空的大秘石」×1；物品 ID 3469「触手技的秘石」×2","触手技的大秘石"
"3471","触手技の絶秘石","物品","3215","金币：30000；材料：物品 ID 94「空の絶秘石」×1；物品 ID 3470「触手技の大秘石」×2","金币：30000；材料：物品 ID 94「空的绝秘石」×1；物品 ID 3470「触手技的大秘石」×2","触手技的绝秘石"
"3474","翼技の秘石","物品","1741","金币：1000；材料：物品 ID 91「空の秘石」×1；物品 ID 227「輝く羽根」×1","金币：1000；材料：物品 ID 91「空秘石」×1；物品 ID 227「闪耀的羽毛」×1","翼技的秘石"
"3475","翼技の大秘石","物品","1849","金币：3000；材料：物品 ID 92「空の大秘石」×1；物品 ID 3474「翼技の秘石」×2","金币：3000；材料：物品 ID 92「空的大秘石」×1；物品 ID 3474「翼技的秘石」×2","翼技的大秘石"
"3476","翼技の絶秘石","物品","3216","金币：30000；材料：物品 ID 94「空の絶秘石」×1；物品 ID 3475「翼技の大秘石」×2","金币：30000；材料：物品 ID 94「空的绝秘石」×1；物品 ID 3475「翼技的大秘石」×2","翼技的绝秘石"
"3479","虫技の秘石","物品","1742","金币：1000；材料：物品 ID 91「空の秘石」×1；物品 ID 261「神蟲の鱗粉」×1","金币：1000；材料：物品 ID 91「空秘石」×1；物品 ID 261「神虫鳞粉」×1","虫技的秘石"
"3480","虫技の大秘石","物品","1850","金币：3000；材料：物品 ID 92「空の大秘石」×1；物品 ID 3479「虫技の秘石」×2","金币：3000；材料：物品 ID 92「空的大秘石」×1；物品 ID 3479「虫技的秘石」×2","虫技的大秘石"
"3481","虫技の絶秘石","物品","3217","金币：30000；材料：物品 ID 94「空の絶秘石」×1；物品 ID 3480「虫技の大秘石」×2","金币：30000；材料：物品 ID 94「空的绝秘石」×1；物品 ID 3480「虫技的大秘石」×2","虫技的绝秘石"
"3484","植物技の秘石","物品","1743","金币：1000；材料：物品 ID 91「空の秘石」×1；物品 ID 257「偉大なる花びら」×1","金币：1000；材料：物品 ID 91「空秘石」×1；物品 ID 257「伟大的花瓣」×1","植物技的秘石"
