"怪物ID","怪物名字","物品类型","物品ID","物品名字","获取方式","中文怪物名字","中文物品名字"
"985","魔神","物品","4449","三闘神・混沌の極秘石","掉落","魔神","三斗神・混沌的极秘石"
"985","魔神","物品","9","エリクサー","可偷物品","魔神","圣灵药"
"985","魔神","物品","25","不思議な木の実","可偷物品","魔神","不可思议之果"
"985","魔神","物品","412","うさぎもち","可偷食材","魔神","兔子年糕"
"985","魔神","物品","262","神々しい花びら","可偷素材","魔神","神圣花瓣"
"985","魔神","防具","1974","エルダーサキュバスのパンツ","可偷内裤","魔神","长老魅魔的内裤"
"985","魔神","物品","1737","魔神のミルク","可偷牛奶","魔神","魔神的乳汁"
"986","女神","物品","914","女神の秘薬","掉落","女神","女神的秘药"
"986","女神","防具","1064","万象のかんざし","掉落","女神","万象之簪"
"986","女神","物品","4443","三闘神・光の極秘石","掉落","女神","三斗神・光的极秘石"
"986","女神","物品","9","エリクサー","可偷物品","女神","圣灵药"
"986","女神","物品","25","不思議な木の実","可偷物品","女神","不可思议之果"
"986","女神","物品","412","うさぎもち","可偷食材","女神","兔子年糕"
"986","女神","物品","262","神々しい花びら","可偷素材","女神","神圣花瓣"
"986","女神","防具","1974","エルダーサキュバスのパンツ","可偷内裤","女神","长老魅魔的内裤"
"986","女神","物品","1738","女神のミルク","可偷牛奶","女神","女神的乳汁"
"987","鬼神","物品","916","鬼神の秘薬","掉落","鬼神","鬼神的秘药"
"987","鬼神","防具","1059","森羅のマント","掉落","鬼神","森罗斗篷"
"987","鬼神","物品","4446","三闘神・闇の極秘石","掉落","鬼神","三斗神・暗的极秘石"
"987","鬼神","物品","9","エリクサー","可偷物品","鬼神","圣灵药"
"987","鬼神","物品","25","不思議な木の実","可偷物品","鬼神","不可思议之果"
"987","鬼神","物品","412","うさぎもち","可偷食材","鬼神","兔子年糕"
"987","鬼神","物品","262","神々しい花びら","可偷素材","鬼神","神圣花瓣"
"987","鬼神","防具","1974","エルダーサキュバスのパンツ","可偷内裤","鬼神","长老魅魔的内裤"
"987","鬼神","物品","1739","鬼神のミルク","可偷牛奶","鬼神","鬼神的乳汁"
"988","ワールドブレイカー","物品","928","禁職の種","掉落","世界破坏者","禁职之种"
"988","ワールドブレイカー","防具","4051","破壊者の秘宝","掉落","世界破坏者","破坏者的秘宝"
"988","ワールドブレイカー","物品","4455","ワールドブレイカーの神秘石","掉落","世界破坏者","世界破坏者的神秘石"
"988","ワールドブレイカー","防具","1938","ヴィヌムのパンツ","可偷内裤","世界破坏者","薇诺姆的内裤"
"989","ジャッジメント","物品","929","禁種の種","掉落","审判","禁种之种"
"989","ジャッジメント","防具","4058","ジャッジメントブローチ","掉落","审判","审判胸针"
"989","ジャッジメント","物品","4458","ジャッジメントの神秘石","掉落","审判","审判者的神秘石"
"989","ジャッジメント","防具","1938","ヴィヌムのパンツ","可偷内裤","审判","薇诺姆的内裤"
"990","デウスエクスマキナ","物品","813","デウスエクスマキナの禁璧","掉落","机械降神","机械降神的禁璧"
"990","デウスエクスマキナ","物品","936","カオスダイヤモンド","掉落","机械降神","混沌钻石"
"990","デウスエクスマキナ","物品","937","カオスクリスタル","掉落","机械降神","混沌水晶"
"990","デウスエクスマキナ","物品","9","エリクサー","可偷物品","机械降神","圣灵药"
"990","デウスエクスマキナ","物品","24","命の木の実","可偷物品","机械降神","生命之果"
"990","デウスエクスマキナ","物品","277","究極の羽根","可偷素材","机械降神","究极之羽"
"990","デウスエクスマキナ","物品","1740","デウスエクスマキナのミルク","可偷牛奶","机械降神","机械降神的乳汁"
"991","カオス","物品","10","ラストエリクサー","可偷物品","混沌","最终圣灵药"
"991","カオス","物品","32","小さなメダル","可偷物品","混沌","小奖章"
"991","カオス","物品","277","究極の羽根","可偷素材","混沌","究极之羽"
"991","カオス","防具","2070","サマエルのパンツ","可偷内裤","混沌","萨麦尔的内裤"
"991","カオス","物品","1741","カオスのミルク","可偷牛奶","混沌","混沌的乳汁"
"992","カオス","物品","10","ラストエリクサー","可偷物品","混沌","最终圣灵药"
"992","カオス","物品","32","小さなメダル","可偷物品","混沌","小奖章"
"992","カオス","物品","277","究極の羽根","可偷素材","混沌","究极之羽"
"992","カオス","防具","2070","サマエルのパンツ","可偷内裤","混沌","萨麦尔的内裤"
"992","カオス","物品","1741","カオスのミルク","可偷牛奶","混沌","混沌的乳汁"
"993","カオス","物品","811","カオスの禁璧","掉落","混沌","混沌的禁璧"
"993","カオス","防具","4078","混沌回避フォース","掉落","混沌","混沌回避力"
"993","カオス","物品","4461","カオスの神秘石","掉落","混沌","混沌的神秘石"
"993","カオス","物品","10","ラストエリクサー","可偷物品","混沌","最终圣灵药"
"993","カオス","物品","32","小さなメダル","可偷物品","混沌","小奖章"
"993","カオス","物品","277","究極の羽根","可偷素材","混沌","究极之羽"
"993","カオス","防具","2070","サマエルのパンツ","可偷内裤","混沌","萨麦尔的内裤"
"993","カオス","物品","1741","カオスのミルク","可偷牛奶","混沌","混沌的乳汁"
"994","蛭蟲","物品","900","大きなメダル","掉落","蛭虫","大奖章"
"994","蛭蟲","物品","4042","スキュラのための絶秘石","掉落","蛭虫","斯库拉的绝秘石"
"994","蛭蟲","物品","792","スキュラの禁璧","掉落","蛭虫","斯库拉的禁璧"
"994","蛭蟲","物品","1633","蛭蟲のミルク","可偷牛奶","蛭虫","蛭虫的乳汁"
"995","華音","物品","902","最終薬草","掉落","华音","最终药草"
"995","華音","物品","457","妖精のパフェ","掉落","华音","妖精的芭菲"
"995","華音","物品","4078","アルラウネのための絶秘石","掉落","华音","阿娜温的绝秘石"
"995","華音","物品","1560","華音のミルク","可偷牛奶","华音","华音的乳汁"
"996","禍撫","物品","919","命の神実","掉落","祸抚","生命之神果"
"996","禍撫","防具","4056","アガルタブローチ","掉落","祸抚","阿卡拉胸针"
"996","禍撫","物品","4018","スライムのための絶秘石","掉落","祸抚","史莱姆的绝秘石"
"996","禍撫","物品","1566","禍撫のミルク","可偷牛奶","祸抚","祸抚的乳汁"
"997","イデア・ルカス","物品","459","カオスシチュー","掉落","伊迪亚・鲁卡斯","混沌炖菜"
"997","イデア・ルカス","物品","877","勇者の魂","掉落","伊迪亚・鲁卡斯","勇者的魂"
"997","イデア・ルカス","防具","4447","物理の神書","掉落","伊迪亚・鲁卡斯","物理之神书"
"997","イデア・ルカス","防具","1938","ヴィヌムのパンツ","可偷内裤","伊迪亚・鲁卡斯","薇诺姆的内裤"
"998","アガリアレプト","物品","460","しあわせミルク","掉落","阿加利亚雷普特","幸福牛奶"
"998","アガリアレプト","防具","4451","快楽の神書","掉落","阿加利亚雷普特","快乐之神书"
"998","アガリアレプト","物品","3679","悪夢に親しむ者の絶秘石","掉落","阿加利亚雷普特","噩梦亲和者的绝秘石"
"998","アガリアレプト","物品","9","エリクサー","可偷物品","阿加利亚雷普特","圣灵药"
"998","アガリアレプト","物品","25","不思議な木の実","可偷物品","阿加利亚雷普特","不可思议之果"
"998","アガリアレプト","物品","412","うさぎもち","可偷食材","阿加利亚雷普特","兔子年糕"
"998","アガリアレプト","物品","262","神々しい花びら","可偷素材","阿加利亚雷普特","神圣花瓣"
"998","アガリアレプト","防具","1974","エルダーサキュバスのパンツ","可偷内裤","阿加利亚雷普特","长老魅魔的内裤"
"998","アガリアレプト","物品","1736","アガリアレプトのミルク","可偷牛奶","阿加利亚雷普特","阿加利亚雷普特的乳汁"
"999","","物品","1124","ルシアのミルク","可偷牛奶","","露西亚的乳汁"
"1001","スライム娘","武器","2861","ブーメラン","掉落","史莱姆娘","回旋镖"
"1001","スライム娘","物品","322","さかな","掉落","史莱姆娘","鱼"
"1001","スライム娘","物品","160","ぷるぷるゼリー","掉落","史莱姆娘","弹弹果冻"
"1001","スライム娘","物品","1","薬草","可偷物品","史莱姆娘","药草"
"1001","スライム娘","武器","657","ブーメラン","可偷物品","史莱姆娘","回旋镖"
"1001","スライム娘","物品","322","さかな","可偷食材","史莱姆娘","鱼"
"1001","スライム娘","物品","160","ぷるぷるゼリー","可偷素材","史莱姆娘","弹弹果冻"
"1003","バニースライム娘","武器","1951","牙","掉落","兔子史莱姆娘","牙"
"1003","バニースライム娘","物品","310","にんじん","掉落","兔子史莱姆娘","胡萝卜"
"1003","バニースライム娘","物品","160","ぷるぷるゼリー","掉落","兔子史莱姆娘","弹弹果冻"
"1003","バニースライム娘","物品","1","薬草","可偷物品","兔子史莱姆娘","药草"
"1003","バニースライム娘","防具","1175","スライムコア","可偷物品","兔子史莱姆娘","史莱姆核心"
"1003","バニースライム娘","物品","310","にんじん","可偷食材","兔子史莱姆娘","胡萝卜"
"1003","バニースライム娘","物品","160","ぷるぷるゼリー","可偷素材","兔子史莱姆娘","弹弹果冻"
"1004","ナメクジ娘","武器","1102","棒","掉落","蛞蝓娘","棒"
"1004","ナメクジ娘","物品","309","レタス","掉落","蛞蝓娘","生菜"
"1004","ナメクジ娘","物品","161","ヌルヌル粘液","掉落","蛞蝓娘","黏滑粘液"
"1004","ナメクジ娘","物品","13","毒消し草","可偷物品","蛞蝓娘","解毒草"
"1004","ナメクジ娘","防具","1026","イヤリング","可偷物品","蛞蝓娘","耳环"
"1004","ナメクジ娘","物品","309","レタス","可偷食材","蛞蝓娘","生菜"
"1004","ナメクジ娘","物品","161","ヌルヌル粘液","可偷素材","蛞蝓娘","黏滑粘液"
"1004","ナメクジ娘","防具","1801","ネバネバパンツ","可偷内裤","蛞蝓娘","黏糊糊内裤"
"1005","インプ","武器","2462","スティック","掉落","小恶魔","棍棒"
"1005","インプ","物品","162","インプの尻尾","掉落","小恶魔","小恶魔的尾巴"
"1005","インプ","物品","357","サンドウイッチ","掉落","小恶魔","三明治"
"1005","インプ","物品","1","薬草","可偷物品","小恶魔","药草"
"1005","インプ","防具","1171","緊縛の縄","可偷物品","小恶魔","紧缚之绳"
"1005","インプ","物品","357","サンドウイッチ","可偷食材","小恶魔","三明治"
"1005","インプ","物品","162","インプの尻尾","可偷素材","小恶魔","小恶魔的尾巴"
"1005","インプ","防具","1802","こあくまインプのパンツ","可偷内裤","小恶魔","小恶魔的内裤"
"1006","マンドラゴラ娘","防具","2513","シャツ","掉落","曼德拉娘","衬衫"
"1006","マンドラゴラ娘","物品","307","キャベツ","掉落","曼德拉娘","卷心菜"
"1006","マンドラゴラ娘","物品","163","魔葉","掉落","曼德拉娘","魔叶"
"1006","マンドラゴラ娘","物品","1","薬草","可偷物品","曼德拉娘","药草"
"1006","マンドラゴラ娘","物品","163","魔葉","可偷物品","曼德拉娘","魔叶"
"1006","マンドラゴラ娘","物品","307","キャベツ","可偷食材","曼德拉娘","卷心菜"
"1006","マンドラゴラ娘","物品","163","魔葉","可偷素材","曼德拉娘","魔叶"
"1007","犬娘","物品","442","魚の骨","掉落","犬娘","鱼骨"
"1007","犬娘","武器","1953","猟犬","掉落","犬娘","猎犬"
"1007","犬娘","物品","164","野獣の爪","掉落","犬娘","野兽之爪"
"1007","犬娘","物品","442","魚の骨","可偷物品","犬娘","鱼骨"
"1007","犬娘","物品","11","フェニックスの尾","可偷物品","犬娘","凤凰之尾"
"1007","犬娘","物品","442","魚の骨","可偷食材","犬娘","鱼骨"
"1007","犬娘","物品","164","野獣の爪","可偷素材","犬娘","野兽之爪"
"1007","犬娘","防具","1805","わんわんパンツ","可偷内裤","犬娘","汪汪内裤"
"1008","ミミズ娘","防具","3152","頭巾","掉落","蚯蚓娘","头巾"
"1008","ミミズ娘","物品","161","ヌルヌル粘液","掉落","蚯蚓娘","黏滑粘液"
"1008","ミミズ娘","物品","67","土石","掉落","蚯蚓娘","土石"
"1008","ミミズ娘","物品","13","毒消し草","可偷物品","蚯蚓娘","解毒草"
"1008","ミミズ娘","物品","67","土石","可偷物品","蚯蚓娘","土石"
"1008","ミミズ娘","物品","301","りんご","可偷食材","蚯蚓娘","苹果"
"1008","ミミズ娘","物品","161","ヌルヌル粘液","可偷素材","蚯蚓娘","黏滑粘液"
"1009","ゴブリン娘","物品","69","土流橙土石","掉落","哥布林娘","土流橙土石"
"1009","ゴブリン娘","物品","361","おにぎり","掉落","哥布林娘","饭团"
"1009","ゴブリン娘","武器","2168","ストライク","掉落","哥布林娘","打击"
"1009","ゴブリン娘","防具","1806","ゴブリンパンツ","可偷内裤","哥布林娘","哥布林内裤"
"1010","プチラミア","物品","73","激流青水石","掉落","迷你拉米亚","激流青水石"
"1010","プチラミア","物品","346","あんぱん","掉落","迷你拉米亚","红豆面包"
"1010","プチラミア","防具","3670","小手","掉落","迷你拉米亚","小手"
"1011","ヴァンパイアガール","物品","65","疾風緑風石","掉落","萝莉吸血鬼","疾风绿风石"
"1011","ヴァンパイアガール","物品","434","ビスケット","掉落","萝莉吸血鬼","饼干"
"1011","ヴァンパイアガール","防具","2708","魔鎧","掉落","萝莉吸血鬼","魔铠"
"1011","ヴァンパイアガール","防具","1807","こうもりパンツ","可偷内裤","萝莉吸血鬼","蝙蝠内裤"
"1012","ドラゴンパピー","物品","53","赤熱紅炎石","掉落","迷你龙","赤热红炎石"
"1012","ドラゴンパピー","物品","446","どんぐり","掉落","迷你龙","橡果"
"1012","ドラゴンパピー","武器","1858","闘魂","掉落","迷你龙","斗魂"
"1012","ドラゴンパピー","防具","1808","ミニ竜の腰布","可偷内裤","迷你龙","小龙腰布"
"1013","ネズミ娘","物品","341","チーズ","掉落","鼠娘","奶酪"
"1013","ネズミ娘","物品","164","野獣の爪","掉落","鼠娘","野兽之爪"
"1013","ネズミ娘","防具","3651","腕輪","掉落","鼠娘","手镯"
"1013","ネズミ娘","物品","1","薬草","可偷物品","鼠娘","药草"
"1013","ネズミ娘","防具","1036","銀の腕輪","可偷物品","鼠娘","银手镯"
"1013","ネズミ娘","物品","341","チーズ","可偷食材","鼠娘","奶酪"
"1013","ネズミ娘","物品","164","野獣の爪","可偷素材","鼠娘","野兽之爪"
"1013","ネズミ娘","防具","1809","ネズミ水玉パンツ","可偷内裤","鼠娘","鼠娘圆点内裤"
"1014","狼娘","武器","1853","爪","掉落","狼娘","爪"
"1014","狼娘","物品","329","肉","掉落","狼娘","肉"
"1014","狼娘","物品","164","野獣の爪","掉落","狼娘","野兽之爪"
"1014","狼娘","物品","7","ブーストドリンク","可偷物品","狼娘","能量饮料"
"1014","狼娘","物品","11","フェニックスの尾","可偷物品","狼娘","凤凰之尾"
"1014","狼娘","物品","329","肉","可偷食材","狼娘","肉"
"1014","狼娘","物品","164","野獣の爪","可偷素材","狼娘","野兽之爪"
"1015","フェニックス娘","物品","11","フェニックスの尾","掉落","凤凰娘","凤凰之尾"
"1015","フェニックス娘","物品","51","炎石","掉落","凤凰娘","炎石"
"1015","フェニックス娘","防具","3673","アミュレット","掉落","凤凰娘","护符"
"1015","フェニックス娘","防具","1810","フェニックスもふもふパンツ","可偷内裤","凤凰娘","凤凰绒绒内裤"
"1016","ヒル娘","武器","2662","テイル","掉落","水蛭娘","尾巴"
"1016","ヒル娘","物品","165","ネバネバ粘液","掉落","水蛭娘","黏糊糊粘液"
"1016","ヒル娘","物品","55","氷石","掉落","水蛭娘","冰石"
"1016","ヒル娘","物品","13","毒消し草","可偷物品","水蛭娘","解毒草"
"1016","ヒル娘","防具","1041","細心の首飾り","可偷物品","水蛭娘","细心项链"
"1016","ヒル娘","物品","337","イチゴジャム","可偷食材","水蛭娘","草莓酱"
"1016","ヒル娘","物品","165","ネバネバ粘液","可偷素材","水蛭娘","黏糊糊粘液"
"1017","ウサギ娘","物品","11","フェニックスの尾","掉落","兔娘","凤凰之尾"
"1017","ウサギ娘","物品","51","炎石","掉落","兔娘","炎石"
"1017","ウサギ娘","武器","2552","狩人","掉落","兔娘","猎人"
"1017","ウサギ娘","物品","1","薬草","可偷物品","兔娘","药草"
"1017","ウサギ娘","武器","550","アイアンボウ","可偷物品","兔娘","铁弓"
"1017","ウサギ娘","物品","310","にんじん","可偷食材","兔娘","胡萝卜"
"1017","ウサギ娘","物品","51","炎石","可偷素材","兔娘","炎石"
"1017","ウサギ娘","防具","1811","ウサギ娘のショーツ","可偷内裤","兔娘","兔娘的内裤"
"1018","羊娘","物品","431","ヤマタイ酒","掉落","羊娘","邪马台酒"
"1018","羊娘","物品","433","スルメ","掉落","羊娘","鱿鱼干"
"1018","羊娘","防具","2602","憂鬱","掉落","羊娘","忧郁"
"1018","羊娘","物品","433","スルメ","可偷物品","羊娘","鱿鱼干"
"1018","羊娘","防具","1147","隠遁のシール","可偷物品","羊娘","隐遁的贴纸"
"1018","羊娘","物品","431","ヤマタイ酒","可偷食材","羊娘","邪马台酒"
"1018","羊娘","物品","55","氷石","可偷素材","羊娘","冰石"
"1018","羊娘","防具","1812","羊娘の地味パンツ","可偷内裤","羊娘","羊娘朴素内裤"
"1019","シュリー","物品","7","ブーストドリンク","掉落","修莉","能量饮料"
"1019","シュリー","物品","166","混沌の石","掉落","修莉","混沌之石"
"1019","シュリー","武器","1014","ゴーシュ","掉落","修莉","格挡匕首"
"1019","シュリー","物品","55","氷石","可偷物品","修莉","冰石"
"1019","シュリー","防具","1006","マジックオーブ","可偷物品","修莉","魔法宝珠"
"1019","シュリー","物品","166","混沌の石","可偷素材","修莉","混沌之石"
"1020","ジェイド","武器","3766","システム","掉落","杰伊德","系统"
"1020","ジェイド","物品","166","混沌の石","掉落","杰伊德","混沌之石"
"1020","ジェイド","物品","61","電光黄雷石","掉落","杰伊德","电光黄雷石"
"1020","ジェイド","物品","59","雷石","可偷物品","杰伊德","雷石"
"1020","ジェイド","防具","1011","不思議なタトゥー","可偷物品","杰伊德","不可思议纹身"
"1020","ジェイド","物品","166","混沌の石","可偷素材","杰伊德","混沌之石"
"1021","シェスタ","物品","166","混沌の石","掉落","谢丝塔","混沌之石"
"1021","シェスタ","物品","63","風石","掉落","谢丝塔","风石"
"1021","シェスタ","防具","2952","花嫁","掉落","谢丝塔","新娘"
"1021","シェスタ","物品","166","混沌の石","可偷物品","谢丝塔","混沌之石"
"1021","シェスタ","防具","148","革のドレス","可偷物品","谢丝塔","皮革礼服"
"1021","シェスタ","物品","166","混沌の石","可偷素材","谢丝塔","混沌之石"
"1021","シェスタ","防具","1813","シェスタのパンツ","可偷内裤","谢丝塔","谢丝塔的内裤"
"1022","ヌルコ","物品","5","エルフの霊薬","掉落","黏黏子","精灵的灵药"
"1022","ヌルコ","物品","166","混沌の石","掉落","黏黏子","混沌之石"
"1022","ヌルコ","武器","2669","テンタクル","掉落","黏黏子","触手"
"1023","オーク娘","物品","329","肉","掉落","兽人娘","肉"
"1023","オーク娘","物品","331","ソーセージ","掉落","兽人娘","香肠"
"1023","オーク娘","武器","2161","ハンマー","掉落","兽人娘","锤子"
"1023","オーク娘","物品","23","ハーピーの羽","可偷物品","兽人娘","哈比之羽"
"1023","オーク娘","防具","1016","パワーリスト","可偷物品","兽人娘","力量护腕"
"1023","オーク娘","物品","331","ソーセージ","可偷食材","兽人娘","香肠"
"1023","オーク娘","物品","67","土石","可偷素材","兽人娘","土石"
"1024","ミツバチ娘","防具","2811","シェル","掉落","蜜蜂娘","壳"
"1024","ミツバチ娘","物品","436","ハチミツ","掉落","蜜蜂娘","蜂蜜"
"1024","ミツバチ娘","物品","167","硬い針","掉落","蜜蜂娘","硬针"
"1024","ミツバチ娘","物品","14","目薬","可偷物品","蜜蜂娘","眼药水"
"1024","ミツバチ娘","物品","167","硬い針","可偷物品","蜜蜂娘","硬针"
"1024","ミツバチ娘","物品","436","ハチミツ","可偷食材","蜜蜂娘","蜂蜜"
"1024","ミツバチ娘","物品","167","硬い針","可偷素材","蜜蜂娘","硬针"
"1025","スズメ娘","物品","1","薬草","掉落","麻雀娘","药草"
"1025","スズメ娘","物品","168","綺麗な羽根","掉落","麻雀娘","美丽的羽毛"
"1025","スズメ娘","防具","2863","ケープ","掉落","麻雀娘","披风"
"1025","スズメ娘","物品","1","薬草","可偷物品","麻雀娘","药草"
"1025","スズメ娘","物品","23","ハーピーの羽","可偷物品","麻雀娘","哈比之羽"
"1025","スズメ娘","物品","360","ライス","可偷食材","麻雀娘","米饭"
"1025","スズメ娘","物品","168","綺麗な羽根","可偷素材","麻雀娘","美丽的羽毛"
"1025","スズメ娘","防具","1814","スズメ娘の羽毛パンツ","可偷内裤","麻雀娘","麻雀娘的羽毛内裤"
"1026","ハーピー","物品","23","ハーピーの羽","掉落","哈比","哈比之羽"
"1026","ハーピー","物品","168","綺麗な羽根","掉落","哈比","美丽的羽毛"
"1026","ハーピー","武器","3061","ファン","掉落","哈比","扇子"
"1026","ハーピー","物品","23","ハーピーの羽","可偷物品","哈比","哈比之羽"
"1026","ハーピー","物品","63","風石","可偷物品","哈比","风石"
"1026","ハーピー","物品","361","おにぎり","可偷食材","哈比","饭团"
"1026","ハーピー","物品","168","綺麗な羽根","可偷素材","哈比","美丽的羽毛"
"1027","ハーピーツインズ","物品","305","バナナ","掉落","哈比姐妹","香蕉"
"1027","ハーピーツインズ","物品","168","綺麗な羽根","掉落","哈比姐妹","美丽的羽毛"
"1027","ハーピーツインズ","防具","3661","マント","掉落","哈比姐妹","斗篷"
"1027","ハーピーツインズ","物品","23","ハーピーの羽","可偷物品","哈比姐妹","哈比之羽"
"1027","ハーピーツインズ","物品","168","綺麗な羽根","可偷物品","哈比姐妹","美丽的羽毛"
"1027","ハーピーツインズ","物品","305","バナナ","可偷食材","哈比姐妹","香蕉"
"1027","ハーピーツインズ","物品","168","綺麗な羽根","可偷素材","哈比姐妹","美丽的羽毛"
"1028","クィーンハーピー","物品","12","世界樹の葉","掉落","哈比女王","世界树之叶"
"1028","クィーンハーピー","物品","168","綺麗な羽根","掉落","哈比女王","美丽的羽毛"
"1028","クィーンハーピー","武器","3070","スカイ","掉落","哈比女王","天空"
"1029","ハイスラッグ娘","物品","13","毒消し草","掉落","高阶蛞蝓娘","解毒草"
"1029","ハイスラッグ娘","物品","165","ネバネバ粘液","掉落","高阶蛞蝓娘","黏糊糊粘液"
"1029","ハイスラッグ娘","防具","2961","ドレス","掉落","高阶蛞蝓娘","礼服"
"1029","ハイスラッグ娘","物品","13","毒消し草","可偷物品","高阶蛞蝓娘","解毒草"
"1029","ハイスラッグ娘","防具","1145","派手なマニキュア","可偷物品","高阶蛞蝓娘","华丽的指甲油"
"1029","ハイスラッグ娘","物品","309","レタス","可偷食材","高阶蛞蝓娘","生菜"
"1029","ハイスラッグ娘","物品","165","ネバネバ粘液","可偷素材","高阶蛞蝓娘","黏糊糊粘液"
"1029","ハイスラッグ娘","防具","1815","ナメクジ高級パンツ","可偷内裤","高阶蛞蝓娘","蛞蝓高档内裤"
"1030","ナメクジシスター","物品","309","レタス","掉落","蛞蝓修女","生菜"
"1030","ナメクジシスター","物品","165","ネバネバ粘液","掉落","蛞蝓修女","黏糊糊粘液"
"1030","ナメクジシスター","武器","2352","癒し","掉落","蛞蝓修女","治愈"
"1030","ナメクジシスター","物品","13","毒消し草","可偷物品","蛞蝓修女","解毒草"
"1030","ナメクジシスター","防具","1031","ガードロザリオ","可偷物品","蛞蝓修女","守护念珠"
"1030","ナメクジシスター","物品","309","レタス","可偷食材","蛞蝓修女","生菜"
"1030","ナメクジシスター","物品","165","ネバネバ粘液","可偷素材","蛞蝓修女","黏糊糊粘液"
"1030","ナメクジシスター","防具","1816","ナメクジシスターパンツ","可偷内裤","蛞蝓修女","蛞蝓修女内裤"
"1031","スラグスターズ","物品","31","器用さの種","掉落","蛞蝓群星","灵巧之种"
"1031","スラグスターズ","物品","165","ネバネバ粘液","掉落","蛞蝓群星","黏糊糊粘液"
"1031","スラグスターズ","防具","2619","レンジャー","掉落","蛞蝓群星","游侠"
"1032","ジャックオーランタン","物品","446","どんぐり","掉落","杰克灯笼","橡果"
"1032","ジャックオーランタン","武器","2461","ロッド","掉落","杰克灯笼","法杖"
"1032","ジャックオーランタン","物品","169","不思議などんぐり","掉落","杰克灯笼","不可思议的橡果"
"1032","ジャックオーランタン","物品","447","松ぼっくり","可偷物品","杰克灯笼","松果"
"1032","ジャックオーランタン","防具","234","魔導師の帽子","可偷物品","杰克灯笼","魔导师的帽子"
"1032","ジャックオーランタン","物品","435","アメ玉","可偷食材","杰克灯笼","糖球"
"1032","ジャックオーランタン","物品","169","不思議などんぐり","可偷素材","杰克灯笼","不可思议的橡果"
"1032","ジャックオーランタン","防具","1817","かぼちゃパンツ","可偷内裤","杰克灯笼","南瓜内裤"
"1033","ローパー娘","防具","2811","シェル","掉落","树绳妖娘","壳"
"1033","ローパー娘","物品","161","ヌルヌル粘液","掉落","树绳妖娘","黏滑粘液"
"1033","ローパー娘","物品","53","赤熱紅炎石","掉落","树绳妖娘","赤热红炎石"
"1033","ローパー娘","物品","1","薬草","可偷物品","树绳妖娘","药草"
"1033","ローパー娘","防具","1061","不思議なかんざし","可偷物品","树绳妖娘","不可思议的发簪"
"1033","ローパー娘","物品","312","大根","可偷食材","树绳妖娘","白萝卜"
"1033","ローパー娘","物品","161","ヌルヌル粘液","可偷素材","树绳妖娘","黏滑粘液"
"1034","メーダ娘","防具","3212","マスク","掉落","梅达娘","面具"
"1034","メーダ娘","物品","432","ほしにく","掉落","梅达娘","干肉"
"1034","メーダ娘","物品","61","電光黄雷石","掉落","梅达娘","电光黄雷石"
"1034","メーダ娘","物品","14","目薬","可偷物品","梅达娘","眼药水"
"1034","メーダ娘","物品","11","フェニックスの尾","可偷物品","梅达娘","凤凰之尾"
"1034","メーダ娘","物品","432","ほしにく","可偷食材","梅达娘","干肉"
"1034","メーダ娘","物品","59","雷石","可偷素材","梅达娘","雷石"
"1035","キャンドル娘","物品","11","フェニックスの尾","掉落","蜡烛娘","凤凰之尾"
"1035","キャンドル娘","物品","51","炎石","掉落","蜡烛娘","炎石"
"1035","キャンドル娘","防具","3665","オーブ","掉落","蜡烛娘","宝珠"
"1035","キャンドル娘","物品","1","薬草","可偷物品","蜡烛娘","药草"
"1035","キャンドル娘","物品","51","炎石","可偷物品","蜡烛娘","炎石"
"1035","キャンドル娘","物品","338","小麦粉","可偷食材","蜡烛娘","面粉"
"1035","キャンドル娘","物品","51","炎石","可偷素材","蜡烛娘","炎石"
"1036","イーター","武器","2254","嘆き","掉落","伊塔","叹息"
"1036","イーター","物品","172","混沌の欠片","掉落","伊塔","混沌的碎片"
"1036","イーター","物品","61","電光黄雷石","掉落","伊塔","电光黄雷石"
"1036","イーター","物品","1","薬草","可偷物品","伊塔","药草"
"1036","イーター","防具","1113","ライトリング","可偷物品","伊塔","轻灵戒指"
"1036","イーター","物品","172","混沌の欠片","可偷素材","伊塔","混沌的碎片"
"1037","ライオット","武器","1854","鉄拳","掉落","莱奥特","铁拳"
"1037","ライオット","物品","164","野獣の爪","掉落","莱奥特","野兽之爪"
"1037","ライオット","物品","166","混沌の石","掉落","莱奥特","混沌之石"
"1037","ライオット","物品","7","ブーストドリンク","可偷物品","莱奥特","能量饮料"
"1037","ライオット","防具","1016","パワーリスト","可偷物品","莱奥特","力量护腕"
"1037","ライオット","物品","166","混沌の石","可偷素材","莱奥特","混沌之石"
"1038","ルクスル","物品","11","フェニックスの尾","掉落","露克斯","凤凰之尾"
"1038","ルクスル","物品","172","混沌の欠片","掉落","露克斯","混沌的碎片"
"1038","ルクスル","武器","3765","ショット","掉落","露克斯","射击"
"1038","ルクスル","物品","11","フェニックスの尾","可偷物品","露克斯","凤凰之尾"
"1038","ルクスル","物品","79","闇石","可偷物品","露克斯","暗石"
"1038","ルクスル","物品","166","混沌の石","可偷素材","露克斯","混沌之石"
"1039","ダークエルフ","物品","1","薬草","掉落","暗精灵","药草"
"1039","ダークエルフ","物品","170","涙の凝石","掉落","暗精灵","泪之凝石"
"1039","ダークエルフ","武器","1014","ゴーシュ","掉落","暗精灵","格挡匕首"
"1039","ダークエルフ","物品","1","薬草","可偷物品","暗精灵","药草"
