"来源ID","日本名称","学习等级","学习类型","学习对象ID","日本技能/能力名称","日本所属","日本说明","HP消耗","MP消耗","SP消耗（内部TP）","所需AP（记忆容量）","技能类型ID","中文名称","中文技能/能力名称","中文所属","中文说明"
"134","貴族","10","技能","986","Vスラッシュ","尖剣技","威力：Ｃ（力・速）　対象：敵単体2回
Vの字に敵を切り裂く華麗な尖剣技","0","0","4","","8","贵族","V斩击","尖剑技","威力：Ｃ（力・速）　対象：敵単体2回
以V字形切开敌人的华丽尖锐剑技"
"135","王","2","技能","2403","陽斬","王技","威力：Ｂ（力）　対象：敵単体　属性：炎
武芸に長けた王族が修得する炎の刃","0","0","4","","47","王","阳斩","王技","威力：Ｂ（力）　対象：敵単体　属性：炎
擅长武艺的王族修得的炎之刃"
"135","王","3","能力","572","会心無効","防御アビリティ","敵の会心攻撃を通常ダメージに変換する","","","","15","4","王","会心无效","防御能力","将敌人的会心攻击转换为普通伤害"
"135","王","4","技能","2420","王の威光","王技","対象：使用者　効果：全能力アップ
王の威光で全能力を覚醒させる","0","0","4","","47","王","王的威光","王技","対象：使用者　効果：全能力アップ
王的威光唤醒全能力"
"135","王","5","能力","166","尖剣ブースター","戦技アビリティ","尖剣装備時、その武器によるダメージが15%アップする","","","","10","1","王","尖剑增强","战技能力","装备尖剑时，该武器造成的伤害提升15%"
"135","王","6","技能","2421","王権神授","王技","対象：使用者　効果：HP・SP・MPターン大回復
神の恩寵を受けHPやMP、SPが徐々に回復していく","0","0","3","","47","王","君权神授","王技","対象：使用者　効果：HP・SP・MPターン大回復
接受神的恩宠，HP、MP、SP逐渐回复"
"135","王","7","能力","709","毎ターンHP10%回復","特殊アビリティ","ターンごとにHPが10%回復する","","","","10","5","王","每回合HP恢复10%","特殊能力","每回合HP恢复10%"
"135","王","8","技能","2413","王の軍隊","王技","威力：Ａ（力）　対象：敵ランダム4回
王の軍隊を招集し、敵の群れを攻撃させる","0","0","6","","47","王","王的军队","王技","威力：Ａ（力）　対象：敵ランダム4回
召集王的军队，攻击敌群"
"135","王","9","能力","753","経験値2倍","特殊アビリティ","獲得する経験値が2倍になる","","","","20","5","王","经验值2倍","特殊能力","获得的经验值变为2倍"
"135","王","10","技能","2404","王命剣","王技","威力：Ａ（力）　対象：敵全体　属性：炎
王者の信念を込めて繰り出される爆炎の剣","0","0","7","","47","王","王命剑","王技","威力：Ａ（力）　対象：敵全体　属性：炎
蕴含王者信念的爆炎之剑"
"136","騎士王","2","技能","2405","キングスクルセイド","王技","威力：Ｓ（力）　対象：敵単体
王者にのみ伝えられる伝説の剣技","0","0","10","","47","骑士王","王之东征","王技","威力：Ｓ（力）　対象：敵単体
只有王者才能传承的传说剑技"
"136","騎士王","3","能力","64","HP40%アップ","戦技アビリティ","最大HPが40%アップする","","","","10","1","骑士王","HP提升40%","战技能力","最大HP提升40%"
"136","騎士王","4","能力","420","「王技」使用可能","職技アビリティ","「王技」が使用可能になる","","","","5","2","骑士王","可以使用「王技」","职技能力","可以使用「王技」"
"136","騎士王","5","能力","167","尖剣ハイブースター","戦技アビリティ","尖剣装備時、その武器によるダメージが30%アップする","","","","20","1","骑士王","尖剑高级增强","战技能力","装备尖剑时，该武器造成的伤害提升30%"
"136","騎士王","6","能力","590","物理ダメージ軽減","防御アビリティ","物理属性のダメージを3/4にする","","","","10","4","骑士王","物理伤害减轻","防御能力","物理属性的伤害降低至3/4"
"136","騎士王","7","能力","710","毎ターンHP20%回復","特殊アビリティ","ターンごとにHPが20%回復する","","","","20","5","骑士王","每回合HP恢复20%","特殊能力","每回合HP恢复20%"
"136","騎士王","8","技能","2414","王国騎士団","王技","威力：Ｓ（力）　対象：敵ランダム6回
王国騎士団を招集し、敵の群れを攻撃させる","0","0","10","","47","骑士王","王国骑士团","王技","威力：Ｓ（力）　対象：敵ランダム6回
召集王国骑士团，攻击敌群"
"136","騎士王","8","能力","6350","獅子奮迅","戦技アビリティ","敵複数時、全武技および王技・勇者技の威力が15%アップする
※強敵との戦い・勇者の挑戦系との併用は不可能","","","","5","1","骑士王","狮子奋迅","战技能力","敌人为复数时，所有武技和王技・勇者技的威力提升15%
※无法与强敌对峙・勇者的挑战系技能同时使用"
"136","騎士王","9","能力","7175","王技防御力半分付加","職技アビリティ","王技の威力に防御力の半分を付加する","","","","10","2","骑士王","王技附加一半的防御力","职技能力","王技の威力に防御力の半分を付加する"
"136","騎士王","9","能力","8498","鎧マスタリー","特殊アビリティ","胸当て・鎧・重鎧・甲羅の装備効果が上昇する","","","","5","5","骑士王","铠精通","特殊能力","胸甲・铠・重铠・甲壳的装备效果提升"
"136","騎士王","10","技能","2406","覇道皇塵剣","王技","威力：Ｓ（力）　対象：敵全体
王の信念をもって放たれる、絶大なる奥義","0","0","12","","47","骑士王","霸道皇尘剑","王技","威力：Ｓ（力）　対象：敵全体
以王者的信念释放的强大奥义"
"136","騎士王","10","能力","8446","尖剣マスタリー","特殊アビリティ","尖剣の装備効果が上昇する","","","","10","5","骑士王","尖剑精通","特殊能力","尖剑的装备效果提升"
"137","魔導王","2","技能","2407","ルミナスレイ","王技","威力：Ｓ（魔）　対象：敵単体
魔反鏡で敵を囲み、熱線を照射する魔術","0","25","0","","47","魔导王","光之射线","王技","威力：Ｓ（魔）　対象：敵単体
用魔镜包围敌人并向其发射热射线的魔法"
"137","魔導王","3","能力","449","MP40%アップ","魔法アビリティ","最大MPが40%アップする","","","","10","3","魔导王","MP提升40%","魔法能力","最大MP提升40%"
"137","魔導王","4","能力","420","「王技」使用可能","職技アビリティ","「王技」が使用可能になる","","","","5","2","魔导王","可以使用「王技」","职技能力","可以使用「王技」"
"137","魔導王","5","能力","167","尖剣ハイブースター","戦技アビリティ","尖剣装備時、その武器によるダメージが30%アップする","","","","20","1","魔导王","尖剑高级增强","战技能力","装备尖剑时，该武器造成的伤害提升30%"
"137","魔導王","6","能力","638","属性ダメージ軽減","防御アビリティ","聖と闇以外の属性ダメージを3/4にする","","","","10","4","魔导王","属性伤害减轻","防御能力","圣与暗以外的属性伤害降低至3/4"
"137","魔導王","7","能力","710","毎ターンHP20%回復","特殊アビリティ","ターンごとにHPが20%回復する","","","","20","5","魔导王","每回合HP恢复20%","特殊能力","每回合HP恢复20%"
"137","魔導王","8","技能","2415","国教魔導団","王技","威力：Ｓ（魔）　対象：敵ランダム6回　属性：炎・氷・雷
国教魔導団を招集し、敵の群れを攻撃させる","0","25","0","","47","魔导王","国教魔导团","王技","威力：Ｓ（魔）　対象：敵ランダム6回　属性：炎・氷・雷
召集国教魔导团，攻击敌群"
"137","魔導王","9","能力","7176","王技精神力半分付加","職技アビリティ","王技の威力に精神力の半分を付加する","","","","10","2","魔导王","王技附加一半的精神力","职技能力","王技の威力に精神力の半分を付加する"
"137","魔導王","9","能力","8500","ローブマスタリー","特殊アビリティ","ローブの装備効果が上昇する","","","","5","5","魔导王","长袍精通","特殊能力","长袍的装备效果提升"
"137","魔導王","10","技能","2408","魔導滅光","王技","威力：Ｓ（魔）　対象：敵全体
天空から破壊光線を照射させる魔導王の奥義","0","30","0","","47","魔导王","魔导灭光","王技","威力：Ｓ（魔）　対象：敵全体
从天空照射破坏光线的魔导王奥义"
"137","魔導王","10","能力","8466","ロッドマスタリー","特殊アビリティ","ロッド・魔導剣の装備効果が上昇する","","","","10","5","魔导王","法杖精通","特殊能力","法杖・魔导剑的装备效果提升"
"138","法王","2","技能","2422","癒しの恩寵","王技","対象：味方全体　効果：HP中回復・SP小回復
法王の祈りにより、味方全体のHPとSPが回復する","0","30","0","","47","教皇","治愈的恩宠","王技","対象：味方全体　効果：HP中回復・SP小回復
教皇的祈祷，使我方全体的HP和SP回复"
"138","法王","3","能力","569","魔法反射30%","防御アビリティ","魔法を30%の確率で反射する","","","","12","4","教皇","魔法反射30%","防御能力","魔法30%的概率反射"
"138","法王","4","技能","2424","聖者再臨","王技","対象：使用者　効果：再蘇生
真摯な祈りにより、自身の自動復活が可能になる","0","0","3","","47","教皇","圣者再临","王技","対象：使用者　効果：再蘇生
真挚的祈祷，使自身能够自动复活"
"138","法王","5","能力","500","回復ブースター","魔法アビリティ","回復属性の効果が30%アップする","","","","8","3","教皇","恢复增强","魔法能力","恢复属性效果提升30%"
"138","法王","6","技能","2409","第13法典・鉄槌","王技","威力：Ｂ（魔）　対象：敵全体　属性：聖
聖波動で邪悪を照らし出す法王の聖術","0","8","3","","47","教皇","第13法典・铁锤","王技","威力：Ｂ（魔）　対象：敵全体　属性：聖
用圣波动照出邪恶的教皇圣术"
"138","法王","7","能力","488","聖ブースター","魔法アビリティ","聖属性のダメージが15%アップする","","","","8","3","教皇","圣增强","魔法能力","圣属性伤害提升15%"
"138","法王","8","能力","298","聖者殉教","職技アビリティ","戦闘不能時、味方全体のHPを全回復および完全蘇生","","","","10","2","教皇","圣者殉教","职技能力","战斗不能时，我方全体HP全恢复及完全复活"
"138","法王","9","能力","753","経験値2倍","特殊アビリティ","獲得する経験値が2倍になる","","","","20","5","教皇","经验值2倍","特殊能力","获得的经验值变为2倍"
"138","法王","10","技能","2418","回転説法","王技","威力：Ｄ（魔）　対象：敵全体　効果：昇天
回転しながらの説法で敵全体を昇天させる","0","10","4","","47","教皇","旋转布道","王技","威力：Ｄ（魔）　対象：敵全体　効果：昇天
旋转布道使全体敌人升天"
"139","神聖法王","2","技能","2423","復活の恩寵","王技","対象：味方全体（待機メンバー含む）　効果：蘇生
深き祈りにより、待機メンバー含む味方全体が蘇生","0","30","8","","47","神圣教皇","复活的恩宠","王技","対象：味方全体（待機メンバー含む）　効果：蘇生
深切的祈祷，使包括待机成员在内的我方全体复活"
"139","神聖法王","3","能力","570","魔法反射50%","防御アビリティ","魔法を50%の確率で反射する","","","","20","4","神圣教皇","魔法反射50%","防御能力","魔法50%的概率反射"
"139","神聖法王","4","技能","2425","使徒再臨","王技","対象：味方全体　効果：戦闘不能時復活
真摯な祈りにより、味方全体の自動復活が可能になる","0","0","20","","47","神圣教皇","使徒再临","王技","対象：味方全体　効果：戦闘不能時復活
真挚的祈祷，使我方全体能够自动复活"
"139","神聖法王","5","能力","501","回復ハイブースター","魔法アビリティ","回復属性の効果が50%アップする","","","","16","3","神圣教皇","恢复高级增强","魔法能力","恢复属性效果提升50%"
"139","神聖法王","6","技能","2410","第666法典・黙示","王技","威力：Ｓ（魔）　対象：敵全体　属性：聖　効果：昇天
聖波動を連続照射し悪を滅ぼす法王の奥義","0","15","6","","47","神圣教皇","第666法典・启示","王技","威力：Ｓ（魔）　対象：敵全体　属性：聖　効果：昇天
连续照射圣波动消灭邪恶的教皇奥义"
"139","神聖法王","7","能力","489","聖ハイブースター","魔法アビリティ","聖属性のダメージが30%アップする","","","","16","3","神圣教皇","圣高级增强","魔法能力","圣属性伤害提升30%"
"139","神聖法王","8","技能","2416","十字軍","王技","威力：Ｓ（魔）　対象：敵ランダム6回
十字軍を招集し、敵の群れを攻撃させる","0","12","5","","47","神圣教皇","十字军","王技","威力：Ｓ（魔）　対象：敵ランダム6回
召集十字军，攻击敌群"
"139","神聖法王","8","能力","8506","帽子マスタリー","特殊アビリティ","帽子・魔帽・高級帽の装備効果が上昇する","","","","5","5","神圣教皇","帽子精通","特殊能力","帽子・魔法帽・高级帽的装备效果提升"
"139","神聖法王","9","能力","7176","王技精神力半分付加","職技アビリティ","王技の威力に精神力の半分を付加する","","","","10","2","神圣教皇","王技附加一半的精神力","职技能力","王技の威力に精神力の半分を付加する"
"139","神聖法王","9","能力","8500","ローブマスタリー","特殊アビリティ","ローブの装備効果が上昇する","","","","5","5","神圣教皇","长袍精通","特殊能力","长袍的装备效果提升"
"139","神聖法王","10","技能","2419","昇天説法","王技","威力：Ａ（魔）　対象：敵全体　効果：昇天
昇天しながらの説法で敵全体を昇天させる","0","15","6","","47","神圣教皇","升天布道","王技","威力：Ａ（魔）　対象：敵全体　効果：昇天
升天布道使全体敌人升天"
"139","神聖法王","10","能力","8464","杖マスタリー","特殊アビリティ","杖の装備効果が上昇する","","","","10","5","神圣教皇","杖精通","特殊能力","杖的装备效果提升"
"140","機甲法王","2","技能","2411","ホーリーグレネード","王技","威力：Ｓ（器）　対象：敵全体　属性：炎・聖　効果：昇天・バーン
アンティオキアの聖なる手榴弾で邪悪を滅ぼす","0","15","6","","47","机甲教皇","神圣手榴弹","王技","威力：Ｓ（器）　対象：敵全体　属性：炎・聖　効果：昇天・バーン
用安提奥基亚的神圣手榴弹消灭邪恶"
"140","機甲法王","3","能力","570","魔法反射50%","防御アビリティ","魔法を50%の確率で反射する","","","","20","4","机甲教皇","魔法反射50%","防御能力","魔法50%的概率反射"
"140","機甲法王","4","能力","299","聖者玉砕","職技アビリティ","戦闘不能時、敵全体に炎・聖属性の大ダメージ","","","","10","2","机甲教皇","圣者玉碎","职技能力","战斗不能时，对全体敌人造成炎・圣属性的大伤害"
"140","機甲法王","5","能力","501","回復ハイブースター","魔法アビリティ","回復属性の効果が50%アップする","","","","16","3","机甲教皇","恢复高级增强","魔法能力","恢复属性效果提升50%"
"140","機甲法王","6","技能","2426","ブリッツクリーグ","王技","対象：使用者　効果：2回行動・被ダメージ2倍
2回行動が可能になるが、受けるダメージも倍増する","0","0","3","","47","机甲教皇","闪电战","王技","対象：使用者　効果：2回行動・被ダメージ2倍
可以进行2次行动，但受到的伤害也会倍增"
"140","機甲法王","7","能力","489","聖ハイブースター","魔法アビリティ","聖属性のダメージが30%アップする","","","","16","3","机甲教皇","圣高级增强","魔法能力","圣属性伤害提升30%"
"140","機甲法王","8","技能","2417","機甲十字軍","王技","威力：Ｓ（器）　対象：敵ランダム6回　属性：炎
機甲十字軍を招集し、敵の群れを攻撃させる","0","12","5","","47","机甲教皇","机甲十字军","王技","威力：Ｓ（器）　対象：敵ランダム6回　属性：炎
召集机甲十字军，攻击敌群"
"140","機甲法王","9","能力","7177","王技器用さ半分付加","職技アビリティ","王技の威力に器用さの半分を付加する","","","","10","2","机甲教皇","王技附加一半的灵巧","职技能力","王技の威力に器用さの半分を付加する"
"140","機甲法王","9","能力","8500","ローブマスタリー","特殊アビリティ","ローブの装備効果が上昇する","","","","5","5","机甲教皇","长袍精通","特殊能力","长袍的装备效果提升"
"140","機甲法王","10","技能","2249","8.8cm滅魔教会砲","マキナ","威力：ＳＳＳ（器）　対象：敵単体　属性：修羅・核熱
古代機械兵器の粋を集め、教会が極秘開発した究極火砲","0","0","18","","43","机甲教皇","8.8cm滅魔教会砲","器械","威力：ＳＳＳ（器）　対象：敵単体　属性：修羅・核熱
集古代机械兵器之精华，教会秘密开发的究极火炮"
"140","機甲法王","10","能力","8492","銃マスタリー","特殊アビリティ","銃の装備効果が上昇する","","","","10","5","机甲教皇","铳精通","特殊能力","铳的装备效果提升"
"141","見習い勇者","2","技能","2432","やたらめった斬り","勇者技","威力：Ｅ（力）　対象：敵ランダム4回
めちゃくちゃに剣を振り回す剣技","0","0","1","","48","见习勇者","胡乱斩击","勇者技","威力：Ｅ（力）　対象：敵ランダム4回
胡乱挥舞一气的剑技"
"141","見習い勇者","3","能力","268","SP10%アップ","職技アビリティ","最大SPが10%アップする","","","","3","2","见习勇者","SP提升10%","职技能力","最大SP提升10%"
"141","見習い勇者","4","能力","123","スライム特攻","戦技アビリティ","スライムに対して特攻ダメージを与える","","","","12","1","见习勇者","史莱姆特攻","战技能力","对史莱姆造成特攻伤害"
"141","見習い勇者","5","技能","3121","背水","特技","対象：使用者　効果：会心率大アップ
瀕死のダメージと引き替えに会心率が大きく上がる","0","0","0","","63","见习勇者","背水","特技","対象：使用者　効果：会心率大アップ
濒死伤害换取会心率大幅提高"
"141","見習い勇者","6","能力","801","快楽のとりこ","特殊アビリティ","快楽ダメージが2倍になるが、獲得経験値が50%アップする","","","","1","5","见习勇者","快乐俘虏","特殊能力","快乐伤害变为2倍，但获得的经验值提升50%"
"141","見習い勇者","7","技能","2433","我流ファイア斬","勇者技","威力：Ｄ（力）　対象：敵単体　属性：炎
炎の力で斬りつける我流の剣技","0","0","3","","48","见习勇者","我流火焰斩","勇者技","威力：Ｄ（力）　対象：敵単体　属性：炎
用火焰之力斩击的我流剑技"
"141","見習い勇者","8","能力","573","女神の加護","防御アビリティ","戦闘不能時、一度だけ瀕死の状態で蘇生する","","","","10","4","见习勇者","女神的加护","防御能力","战斗不能时，有一次以濒死状态复活"
"141","見習い勇者","9","能力","718","毎ターンSP5%回復","特殊アビリティ","ターンごとにSPが5%回復する","","","","5","5","见习勇者","每回合SP恢复5%","特殊能力","每回合SP恢复5%"
"141","見習い勇者","10","技能","2434","燃えろ！ぐるぐる斬","勇者技","威力：Ｄ（力）　対象：敵全体　属性：炎
剣に炎を宿し、ぐるぐる回転する無茶な技","0","0","4","","48","见习勇者","燃烧吧！转啊转斩","勇者技","威力：Ｄ（力）　対象：敵全体　属性：炎
剑上寄宿火焰，咕噜咕噜旋转的疯狂技"
"142","勇者","2","技能","2435","妖魔斬","勇者技","威力：Ｃ（力）　対象：敵単体　効果：妖魔・吸血鬼特攻
妖魔を滅ぼす勇者の剣","0","0","3","","48","勇者","妖魔斩","勇者技","威力：Ｃ（力）　対象：敵単体　効果：妖魔・吸血鬼特攻
消灭妖魔的勇者之剑"
"142","勇者","2","技能","2436","不死斬","勇者技","威力：Ｃ（力）　対象：敵単体　効果：ゾンビ・ゴースト特攻
アンデッドを滅ぼす勇者の剣","0","0","3","","48","勇者","不死斩","勇者技","威力：Ｃ（力）　対象：敵単体　効果：ゾンビ・ゴースト特攻
消灭不死族的勇者之剑"
"142","勇者","3","能力","269","SP20%アップ","職技アビリティ","最大SPが20%アップする","","","","5","2","勇者","SP提升20%","职技能力","最大SP提升20%"
"142","勇者","4","能力","116","妖魔特攻","戦技アビリティ","妖魔に対して特攻ダメージを与える","","","","12","1","勇者","妖魔特攻","战技能力","对妖魔造成特攻伤害"
"142","勇者","4","能力","118","淫魔特攻","戦技アビリティ","淫魔に対して特攻ダメージを与える","","","","12","1","勇者","淫魔特攻","战技能力","对淫魔造成特攻伤害"
"142","勇者","4","能力","119","吸血鬼特攻","戦技アビリティ","吸血鬼に対して特攻ダメージを与える","","","","12","1","勇者","吸血鬼特攻","战技能力","对吸血鬼造成特攻伤害"
"142","勇者","5","技能","2437","烈火天翔閃","勇者技","威力：Ｂ（力）　対象：敵単体　属性：炎
刃に炎を宿し、渾身の振り下ろしを繰り出す勇者の剣技","0","0","5","","48","勇者","烈火天翔闪","勇者技","威力：Ｂ（力）　対象：敵単体　属性：炎
剑刃附着火焰，全力挥下的勇者剑技"
"142","勇者","6","能力","574","女神の奇跡","防御アビリティ","戦闘不能時、一度だけHP半分の状態で蘇生する","","","","15","4","勇者","女神的奇迹","防御能力","战斗不能时，有一次以HP半满状态复活"
"142","勇者","7","能力","719","毎ターンSP10%回復","特殊アビリティ","ターンごとにSPが10%回復する","","","","10","5","勇者","每回合SP恢复10%","特殊能力","每回合SP恢复10%"
"142","勇者","8","技能","2438","紅蓮廻天斬","勇者技","威力：Ｂ（力）　対象：敵全体　属性：炎
紅蓮の炎をまとい回転斬りを繰り出す勇者の剣技","0","0","6","","48","勇者","红莲回天斩","勇者技","威力：Ｂ（力）　対象：敵全体　属性：炎
附着红莲之炎，旋转斩击的勇者剑技"
"142","勇者","9","能力","151","物理ブースター","戦技アビリティ","物理ダメージが15%アップする","","","","10","1","勇者","物理增强","战技能力","物理伤害提升15%"
"142","勇者","10","技能","2439","紅蓮炎舞","勇者技","威力：Ａ（力）　対象：敵ランダム4回　属性：炎
業火をまとった勇者の四連撃","0","0","6","","48","勇者","红莲炎舞","勇者技","威力：Ａ（力）　対象：敵ランダム4回　属性：炎
附着业火的勇者四连击"
"143","光の勇者","2","技能","2440","プラズマブレイク","勇者技","威力：Ｓ（力）　対象：敵単体　属性：雷
プラズマを発生させながら袈裟斬りにする剣技","0","0","10","","48","光之勇者","电浆破碎","勇者技","威力：Ｓ（力）　対象：敵単体　属性：雷
产生等离子体的同时进行袈裟斩的剑技"
"143","光の勇者","2","能力","6404","光を断つ勇技","戦技アビリティ","勇者技で聖痕状態の敵に特攻が発生する","","","","2","1","光之勇者","断光勇技","战技能力","勇者技对处于圣痕状态的敌人发动特攻"
"143","光の勇者","3","能力","271","SP40%アップ","職技アビリティ","最大SPが40%アップする","","","","10","2","光之勇者","SP提升40%","职技能力","最大SP提升40%"
"143","光の勇者","3","能力","7326","シルフの助け","魔法アビリティ","戦闘開始時、シルフが自動召喚される","","","","10","3","光之勇者","希尔芙的帮助","魔法能力","战斗开始时，会自动召唤希尔芙"
"143","光の勇者","4","技能","2457","ブレイブウォール","勇者技","対象：味方単体　効果：ディフレクト2回
どんな攻撃も2回だけ防ぐ防護壁を作り出す","0","0","4","","48","光之勇者","勇气之墙","勇者技","対象：味方単体　効果：ディフレクト2回
制造出一道能防御任何攻击两次的防护墙"
"143","光の勇者","4","能力","6522","ボス特攻30%","戦技アビリティ","ボスへのダメージが30%アップする","","","","20","1","光之勇者","BOSS特攻30%","战技能力","对BOSS的伤害提升30%"
"143","光の勇者","4","能力","7893","最大HP・MP・SP10%アップ","特殊アビリティ","最大HP・MP・SPが10%アップする","","","","5","5","光之勇者","最大HP・MP・SP提升10%","特殊能力","最大HP・MP・SP提升10%"
"143","光の勇者","5","能力","421","「勇者技」使用可能","職技アビリティ","「勇者技」が使用可能になる","","","","5","2","光之勇者","可以使用「勇者技」","职技能力","可以使用「勇者技」"
"143","光の勇者","5","能力","626","闇ダメージ軽減","防御アビリティ","闇属性のダメージを3/4にする","","","","10","4","光之勇者","暗伤害减轻","防御能力","暗属性的伤害降低至3/4"
"143","光の勇者","6","技能","2442","グランドリオン","勇者技","威力：ＳＳ（力）　対象：敵全体
正義の心が導く必殺の剣閃","0","0","17","","48","光之勇者","格兰多利昂","勇者技","威力：ＳＳ（力）　対象：敵全体
正义之心引导的必杀剑闪"
"143","光の勇者","6","能力","7329","サラマンダーの助け","魔法アビリティ","攻撃を受けた時、サラマンダーが召喚反撃を行う事がある","","","","10","3","光之勇者","萨拉曼达的帮助","魔法能力","受到攻击时，有时会召唤萨拉曼达进行反击"
"143","光の勇者","7","能力","575","女神の傀儡","防御アビリティ","戦闘不能時、一度だけHP全快の状態で蘇生する","","","","20","4","光之勇者","女神的傀儡","防御能力","战斗不能时，有一次以HP全满状态复活"
"143","光の勇者","7","能力","720","毎ターンSP20%回復","特殊アビリティ","ターンごとにSPが20%回復する","","","","20","5","光之勇者","每回合SP恢复20%","特殊能力","每回合SP恢复20%"
"143","光の勇者","7","能力","6376","勇気ある者の剣","戦技アビリティ","短剣技・剣技・尖剣技・刀技・勇者技でボスに与えるダメージが15%アップ","","","","5","1","光之勇者","勇者的剑","战技能力","短剑技・剑技・尖剑技・刀技・勇者技对Boss造成的伤害提升15%"
"143","光の勇者","8","能力","7179","勇者技精神力半分付加","職技アビリティ","勇者技の威力に精神力の半分を付加する","","","","10","2","光之勇者","勇者技附加一半的精神力","职技能力","勇者技の威力に精神力の半分を付加する"
"143","光の勇者","8","能力","8235","勇者チェーン","特殊アビリティ","「剣技」の後に「勇者技」を発動できる","","","","10","5","光之勇者","勇者链","特殊能力","「剑技」之后可以发动「勇者技」"
"143","光の勇者","9","能力","152","物理ハイブースター","戦技アビリティ","物理ダメージが30%アップする","","","","20","1","光之勇者","物理高级增强","战技能力","物理伤害提升30%"
"143","光の勇者","9","能力","6347","強敵との対峙","戦技アビリティ","敵単体時、全武技および王技・勇者技の威力が15%アップする
※獅子奮迅・一騎当千系との併用は不可能","","","","5","1","光之勇者","与强敌对峙","战技能力","敌人为单体时，所有武技和王技・勇者技的威力提升15%
※无法与狮子奋迅・一骑当千系技能同时使用"
"143","光の勇者","10","技能","2444","烈心聖光斬","勇者技","威力：ＳＳＳ（力）　対象：敵単体　属性：聖
聖なる波動をまとった浄化の剣","0","30","9","","48","光之勇者","烈心圣光斩","勇者技","威力：ＳＳＳ（力）　対象：敵単体　属性：聖
附着神圣波动的净化之剑"
"143","光の勇者","10","能力","8445","剣ハイマスタリー","特殊アビリティ","剣の装備効果が格段に上昇する","","","","15","5","光之勇者","剑高级精通","特殊能力","剑的装备效果显著提升"
"143","光の勇者","10","能力","9852","勇者の証","マスターアビリティ","戦技APの最大値が10上昇し、勇者技ダメージが20%アップ","","","","0","999","光之勇者","勇者的证明","大师能力","战技AP的最大值增加10，勇者技伤害提升20%"
"144","闇の勇者","2","技能","2441","シャドウブレイク","勇者技","威力：ＳＳ（力）　対象：敵単体　属性：闇
闇のオーラをまといながら袈裟斬りにする剣技","8%当前HP","0","7","","48","暗之勇者","暗影破碎","勇者技","威力：ＳＳ（力）　対象：敵単体　属性：闇
附着暗之气息的同时进行袈裟斩的剑技"
"144","闇の勇者","2","能力","6405","闇を断つ勇技","戦技アビリティ","勇者技で闇穢状態の敵に特攻が発生する","","","","2","1","暗之勇者","断暗勇技","战技能力","勇者技对处于暗秽状态的敌人发动特攻"
"144","闇の勇者","3","能力","271","SP40%アップ","職技アビリティ","最大SPが40%アップする","","","","10","2","暗之勇者","SP提升40%","职技能力","最大SP提升40%"
"144","闇の勇者","3","能力","7327","ノームの助け","魔法アビリティ","ターン終了時、ノームが自動召喚される事がある","","","","10","3","暗之勇者","诺姆的帮助","魔法能力","回合结束时，诺姆有可能自动召唤"
"144","闇の勇者","4","技能","3123","究極背水","特技","対象：使用者　効果：全能力アップ
瀕死のダメージと引き替えに全能力が上がる","0","0","0","","63","暗之勇者","究极背水","特技","対象：使用者　効果：全能力アップ
濒死伤害换取全能力提升"
"144","闇の勇者","4","能力","6522","ボス特攻30%","戦技アビリティ","ボスへのダメージが30%アップする","","","","20","1","暗之勇者","BOSS特攻30%","战技能力","对BOSS的伤害提升30%"
"144","闇の勇者","4","能力","7893","最大HP・MP・SP10%アップ","特殊アビリティ","最大HP・MP・SPが10%アップする","","","","5","5","暗之勇者","最大HP・MP・SP提升10%","特殊能力","最大HP・MP・SP提升10%"
"144","闇の勇者","5","能力","138","天使特攻","戦技アビリティ","天使に対して特攻ダメージを与える","","","","12","1","暗之勇者","天使特攻","战技能力","对天使造成特攻伤害"
"144","闇の勇者","5","能力","421","「勇者技」使用可能","職技アビリティ","「勇者技」が使用可能になる","","","","5","2","暗之勇者","可以使用「勇者技」","职技能力","可以使用「勇者技」"
"144","闇の勇者","5","能力","622","聖ダメージ軽減","防御アビリティ","聖属性のダメージを3/4にする","","","","10","4","暗之勇者","圣伤害减轻","防御能力","圣属性的伤害降低至3/4"
"144","闇の勇者","6","技能","2443","ヴェルデリオン","勇者技","威力：ＳＳ（力）　対象：敵全体　属性：闇
闇の波動を解放する必殺の剣閃","12%当前HP","0","9","","48","暗之勇者","威尔帝利昂","勇者技","威力：ＳＳ（力）　対象：敵全体　属性：闇
解放暗之波动的必杀剑闪"
"144","闇の勇者","6","能力","7328","ウンディーネの助け","魔法アビリティ","ターン開始時、ウンディーネが自動召喚される事がある","","","","10","3","暗之勇者","温蒂妮的帮助","魔法能力","回合开始时，有时会自动召唤温蒂妮"
"144","闇の勇者","7","能力","720","毎ターンSP20%回復","特殊アビリティ","ターンごとにSPが20%回復する","","","","20","5","暗之勇者","每回合SP恢复20%","特殊能力","每回合SP恢复20%"
"144","闇の勇者","7","能力","6376","勇気ある者の剣","戦技アビリティ","短剣技・剣技・尖剣技・刀技・勇者技でボスに与えるダメージが15%アップ","","","","5","1","暗之勇者","勇者的剑","战技能力","短剑技・剑技・尖剑技・刀技・勇者技对Boss造成的伤害提升15%"
"144","闇の勇者","8","能力","7178","勇者技防御力半分付加","職技アビリティ","勇者技の威力に防御力の半分を付加する","","","","10","2","暗之勇者","勇者技附加一半的防御力","职技能力","勇者技の威力に防御力の半分を付加する"
