"产物ID","产物名称","产物种类","配方ID","合成方案","中文合成方案","中文产物名称"
"4300","邪皇七星剣","武器","1243","金币：55000；材料：武器 ID 4289「七星剣」×1；物品 ID 2「高級薬草」×1","金币：55000；材料：武器 ID 4289「七星剑」×1；物品 ID 2「高级药草」×1","邪皇七星剑"
"4300","邪皇七星剣","武器","2349","金币：55000；材料：武器 ID 4289「七星剣」×1；物品 ID 867「古神の依代」×1","金币：55000；材料：武器 ID 4289「七星剑」×1；物品 ID 867「古神的依代」×1","邪皇七星剑"
"4301","真・鏡水刀ウンディーネ","武器","1244","金币：55000；材料：武器 ID 4288「真・水刀ウンディーネ」×1；物品 ID 2「高級薬草」×1","金币：55000；材料：武器 ID 4288「真・水刀温蒂妮」×1；物品 ID 2「高级药草」×1","真・镜水刀温蒂妮"
"4301","真・鏡水刀ウンディーネ","武器","2360","金币：55000；材料：武器 ID 4288「真・水刀ウンディーネ」×1；物品 ID 868「ハイエレメントコア」×1","金币：55000；材料：武器 ID 4288「真・水刀温蒂妮」×1；物品 ID 868「高阶元素核心」×1","真・镜水刀温蒂妮"
"4303","九魂七支刀","武器","1284","金币：54000；材料：武器 ID 4286「七支刀」×1；物品 ID 2「高級薬草」×1","金币：54000；材料：武器 ID 4286「七支刀」×1；物品 ID 2「高级药草」×1","九魂七支刀"
"4303","九魂七支刀","武器","2312","金币：54000；材料：武器 ID 4286「七支刀」×1；物品 ID 936「カオスダイヤモンド」×1","金币：54000；材料：武器 ID 4286「七支刀」×1；物品 ID 936「混沌钻石」×1","九魂七支刀"
"4304","暴雄刀スサノオ","武器","1285","金币：54000；材料：武器 ID 4287「スサノオの刀」×1；物品 ID 2「高級薬草」×1","金币：54000；材料：武器 ID 4287「须佐之男的刀」×1；物品 ID 2「高级药草」×1","暴雄刀须佐之男"
"4304","暴雄刀スサノオ","武器","2313","金币：54000；材料：武器 ID 4287「スサノオの刀」×1；物品 ID 870「名状しがたき触手」×1","金币：54000；材料：武器 ID 4287「须佐之男的刀」×1；物品 ID 870「难以名状的触手」×1","暴雄刀须佐之男"
"4305","統皇刀フツノミタマ","武器","1324","金币：60000；材料：武器 ID 4296「フツノミタマ」×1；物品 ID 2「高級薬草」×1","金币：60000；材料：武器 ID 4296「普通之魂」×1；物品 ID 2「高级药草」×1","统皇刀布都御魂"
"4305","統皇刀フツノミタマ","武器","2368","金币：60000；材料：武器 ID 4296「フツノミタマ」×1；物品 ID 878「カオスマター」×1；物品 ID 881「混沌水銀」×1","金币：60000；材料：武器 ID 4296「普通之魂」×1；物品 ID 878「混沌物质」×1；物品 ID 881「混沌水银」×1","统皇刀布都御魂"
"4309","極界・流星","武器","699","金币：14000；材料：武器 ID 283「流星・華王」×1；物品 ID 282「蛭蟲細胞」×1","金币：14000；材料：武器 ID 283「流星・华王」×1；物品 ID 282「蛭虫细胞」×1","极界・流星"
"4310","斬影・聖魔","武器","698","金币：14000；材料：武器 ID 284「流星・黒蛇」×1；物品 ID 268「無限細胞」×1","金币：14000；材料：武器 ID 284「流星・黑蛇」×1；物品 ID 268「无限细胞」×1","斩影・圣魔"
"4313","闇斬魔殺","武器","786","金币：17500；材料：武器 ID 4308「即斬即殺」×1；物品 ID 273「ハインリヒ細胞」×1","金币：17500；材料：武器 ID 4308「即斩即杀」×1；物品 ID 273「海因里希细胞」×1","暗斩魔杀"
"4314","神斬天殺","武器","785","金币：17500；材料：武器 ID 4308「即斬即殺」×1；物品 ID 272「黒のアリス細胞」×1","金币：17500；材料：武器 ID 4308「即斩即杀」×1；物品 ID 272「黑之爱丽丝细胞」×1","神斩天杀"
"4318","聖魔流星","武器","924","金币：23500；材料：武器 ID 4309「極界・流星」×1；武器 ID 4310「斬影・聖魔」×1；物品 ID 2「高級薬草」×1","金币：23500；材料：武器 ID 4309「极界・流星」×1；武器 ID 4310「斩影・圣魔」×1；物品 ID 2「高级药草」×1","圣魔流星"
"4318","聖魔流星","武器","2006","金币：23500；材料：武器 ID 4309「極界・流星」×1；武器 ID 4310「斬影・聖魔」×1；物品 ID 825「ダークマター」×1","金币：23500；材料：武器 ID 4309「极界・流星」×1；武器 ID 4310「斩影・圣魔」×1；物品 ID 825「暗物质」×1","圣魔流星"
"4319","斬神斬魔","武器","957","金币：26000；材料：武器 ID 4313「闇斬魔殺」×1；武器 ID 4314「神斬天殺」×1；物品 ID 2「高級薬草」×1","金币：26000；材料：武器 ID 4313「暗斩魔杀」×1；武器 ID 4314「神斩天杀」×1；物品 ID 2「高级药草」×1","斩神斩魔"
"4319","斬神斬魔","武器","2039","金币：26000；材料：武器 ID 4313「闇斬魔殺」×1；武器 ID 4314「神斬天殺」×1；物品 ID 826「白面のしっぽ」×1","金币：26000；材料：武器 ID 4313「暗斩魔杀」×1；武器 ID 4314「神斩天杀」×1；物品 ID 826「白面的尾巴」×1","斩神斩魔"
"4320","狐影","武器","1024","金币：30000；材料：武器 ID 285「狐火」×1；物品 ID 2「高級薬草」×1","金币：30000；材料：武器 ID 285「狐火」×1；物品 ID 2「高级药草」×1","狐影"
"4320","狐影","武器","2106","金币：30000；材料：武器 ID 285「狐火」×1；物品 ID 838「魔王の蛇尾」×1","金币：30000；材料：武器 ID 285「狐火」×1；物品 ID 838「魔王的蛇尾」×1","狐影"
"4322","狂悦","武器","1053","金币：34500；材料：武器 ID 286「悦夢」×1；物品 ID 2「高級薬草」×1","金币：34500；材料：武器 ID 286「悦梦」×1；物品 ID 2「高级药草」×1","狂悦"
"4322","狂悦","武器","2135","金币：34500；材料：武器 ID 286「悦夢」×1；物品 ID 844「大淫魔の尻尾」×1","金币：34500；材料：武器 ID 286「悦梦」×1；物品 ID 844「大淫魔的尾巴」×1","狂悦"
"4323","羅刹","武器","1120","金币：39200；材料：武器 ID 288「猿飛」×1；物品 ID 2「高級薬草」×1","金币：39200；材料：武器 ID 288「猿飞」×1；物品 ID 2「高级药草」×1","罗刹"
"4323","羅刹","武器","2202","金币：39200；材料：武器 ID 288「猿飛」×1；物品 ID 853「メギドの結晶」×1","金币：39200；材料：武器 ID 288「猿飞」×1；物品 ID 853「米吉多的结晶」×1","罗刹"
"4324","修羅","武器","1149","金币：41500；材料：武器 ID 287「風魔」×1；物品 ID 2「高級薬草」×1","金币：41500；材料：武器 ID 287「风魔」×1；物品 ID 2「高级药草」×1","修罗"
"4324","修羅","武器","2231","金币：41500；材料：武器 ID 287「風魔」×1；物品 ID 856「不滅の黒片」×1","金币：41500；材料：武器 ID 287「风魔」×1；物品 ID 856「不灭的黑片」×1","修罗"
"4325","破邪・干将","武器","1182","金币：44800；材料：武器 ID 279「干将」×1；物品 ID 2「高級薬草」×1","金币：44800；材料：武器 ID 279「干将」×1；物品 ID 2「高级药草」×1","破邪・干将"
"4325","破邪・干将","武器","2264","金币：44800；材料：武器 ID 279「干将」×1；物品 ID 864「虹色の羽根」×1","金币：44800；材料：武器 ID 279「干将」×1；物品 ID 864「彩虹色的羽毛」×1","破邪・干将"
"4326","神祁・莫耶","武器","1183","金币：44800；材料：武器 ID 280「莫耶」×1；物品 ID 2「高級薬草」×1","金币：44800；材料：武器 ID 280「莫耶」×1；物品 ID 2「高级药草」×1","神祁・莫耶"
"4326","神祁・莫耶","武器","2265","金币：44800；材料：武器 ID 280「莫耶」×1；物品 ID 863「竜神の牙」×1","金币：44800；材料：武器 ID 280「莫耶」×1；物品 ID 863「龙神的牙齿」×1","神祁・莫耶"
"4328","死刻刃イザナミ","武器","1286","金币：50400；材料：武器 ID 4315「イザナギの小太刀」×1；物品 ID 2「高級薬草」×1","金币：50400；材料：武器 ID 4315「伊邪那岐的小太刀」×1；物品 ID 2「高级药草」×1","死刻刃伊邪那美"
"4328","死刻刃イザナミ","武器","2314","金币：50400；材料：武器 ID 4316「イザナミの小太刀」×1；物品 ID 937「カオスクリスタル」×1","金币：50400；材料：武器 ID 4316「伊邪那美的小太刀」×1；物品 ID 937「混沌水晶」×1","死刻刃伊邪那美"
"4329","生刻刃イザナギ","武器","1287","金币：50400；材料：武器 ID 4316「イザナミの小太刀」×1；物品 ID 2「高級薬草」×1","金币：50400；材料：武器 ID 4316「伊邪那美的小太刀」×1；物品 ID 2「高级药草」×1","生刻刃伊邪那岐"
"4329","生刻刃イザナギ","武器","2315","金币：50400；材料：武器 ID 4315「イザナギの小太刀」×1；物品 ID 936「カオスダイヤモンド」×1","金币：50400；材料：武器 ID 4315「伊邪那岐的小太刀」×1；物品 ID 936「混沌钻石」×1","生刻刃伊邪那岐"
"4333","天誅螺旋鉄甲","武器","700","金币：13000；材料：武器 ID 4332「螺旋鉄甲」×1；物品 ID 269「終蟲の甲殻」×1","金币：13000；材料：武器 ID 4332「螺旋铁甲」×1；物品 ID 269「终虫甲壳」×1","天诛螺旋铁甲"
"4334","淫魔鉄拳・夜華","武器","701","金币：13000；材料：武器 ID 326「淫魔の鉄拳」×1；物品 ID 262「神々しい花びら」×1","金币：13000；材料：武器 ID 326「淫魔的铁拳」×1；物品 ID 262「神圣花瓣」×1","淫魔铁拳・夜华"
"4338","最終獣爪","武器","789","金币：17200；材料：武器 ID 323「聖獣の爪」×1；物品 ID 281「最後の結晶」×1","金币：17200；材料：武器 ID 323「圣兽之爪」×1；物品 ID 281「最终之结晶」×1","最终兽爪"
"4339","轟拳ダークブラスト","武器","787","金币：17200；材料：武器 ID 324「ダークプリズム」×1；物品 ID 279「ネクストコア」×1","金币：17200；材料：武器 ID 324「暗之棱镜」×1；物品 ID 279「次世代核心」×1","轰拳暗爆"
"4340","冥王の拳","武器","788","金币：17200；材料：武器 ID 314「ネクロナックル」×1；物品 ID 274「ゾンビハート」×1","金币：17200；材料：武器 ID 314「亡灵指虎」×1；物品 ID 274「僵尸心脏」×1","冥王之拳"
"4341","グラビディハンド・ゼロ","武器","877","金币：18000；材料：武器 ID 332「グラビディハンド」×1；物品 ID 279「ネクストコア」×1","金币：18000；材料：武器 ID 332「重力之手」×1；物品 ID 279「次世代核心」×1","重力拳套・零"
"4344","真・炎拳サラマンダー","武器","885","金币：19800；材料：武器 ID 325「炎拳サラマンダー」×1；物品 ID 280「エレメントコア」×1","金币：19800；材料：武器 ID 325「炎拳萨拉曼达」×1；物品 ID 280「元素核心」×1","真・炎拳萨拉曼达"
"4345","魔王拳デモンズハート","武器","889","金币：19000；材料：武器 ID 322「魔手甲ヘカトンケイル」×1；物品 ID 272「黒のアリス細胞」×1","金币：19000；材料：武器 ID 322「魔手甲・赫卡顿凯尔」×1；物品 ID 272「黑之爱丽丝细胞」×1","魔王拳恶魔之心"
"4347","格闘王・不敗蒼華","武器","925","金币：22000；材料：武器 ID 330「格闘王・華裂」×1；武器 ID 331「格闘王・深蒼」×1；物品 ID 2「高級薬草」×1","金币：22000；材料：武器 ID 330「格斗王・华裂」×1；武器 ID 331「格斗王・深苍」×1；物品 ID 2「高级药草」×1","格斗王・不败苍华"
"4347","格闘王・不敗蒼華","武器","2007","金币：22000；材料：武器 ID 330「格闘王・華裂」×1；武器 ID 331「格闘王・深蒼」×1；物品 ID 825「ダークマター」×1","金币：22000；材料：武器 ID 330「格斗王・华裂」×1；武器 ID 331「格斗王・深苍」×1；物品 ID 825「暗物质」×1","格斗王・不败苍华"
"4349","七色魔爪","武器","958","金币：24500；材料：武器 ID 293「風の爪」×1；武器 ID 295「炎の爪」×1；武器 ID 296「氷の爪」×1；武器 ID 297「雷の爪」×1；武器 ID 298「アースナックル」×1；武器 ID 299「アクアナックル」×1；物品 ID 2「高級薬草」×1","金币：24500；材料：武器 ID 293「风爪」×1；武器 ID 295「炎爪」×1；武器 ID 296「冰爪」×1；武器 ID 297「雷爪」×1；武器 ID 298「大地指虎」×1；武器 ID 299「水之指虎」×1；物品 ID 2「高级药草」×1","七色魔爪"
"4349","七色魔爪","武器","2040","金币：24500；材料：武器 ID 295「炎の爪」×1；武器 ID 296「氷の爪」×1；武器 ID 297「雷の爪」×1；武器 ID 293「風の爪」×1；武器 ID 298「アースナックル」×1；武器 ID 299「アクアナックル」×1；物品 ID 830「究極の針」×1","金币：24500；材料：武器 ID 295「炎爪」×1；武器 ID 296「冰爪」×1；武器 ID 297「雷爪」×1；武器 ID 293「风爪」×1；武器 ID 298「大地指虎」×1；武器 ID 299「水之指虎」×1；物品 ID 830「究极的针」×1","七色魔爪"
"4350","最終冥王拳","武器","992","金币：27000；材料：武器 ID 4340「冥王の拳」×1；物品 ID 2「高級薬草」×1","金币：27000；材料：武器 ID 4340「冥王之拳」×1；物品 ID 2「高级药草」×1","最终冥王拳"
"4350","最終冥王拳","武器","2074","金币：27000；材料：武器 ID 4340「冥王の拳」×1；物品 ID 835「超蛭蟲細胞」×1","金币：27000；材料：武器 ID 4340「冥王之拳」×1；物品 ID 835「超蛭虫细胞」×1","最终冥王拳"
"4351","聖爪バロン","武器","1025","金币：30000；材料：武器 ID 4338「最終獣爪」×1；物品 ID 2「高級薬草」×1","金币：30000；材料：武器 ID 4338「最终兽爪」×1；物品 ID 2「高级药草」×1","圣爪巴隆"
"4351","聖爪バロン","武器","2107","金币：30000；材料：武器 ID 4338「最終獣爪」×1；物品 ID 841「ドッペル細胞Σ」×1","金币：30000；材料：武器 ID 4338「最终兽爪」×1；物品 ID 841「克隆体细胞Σ」×1","圣爪巴隆"
"4353","ヴィジランテ","武器","1054","金币：33000；材料：武器 ID 4333「天誅螺旋鉄甲」×1；物品 ID 2「高級薬草」×1","金币：33000；材料：武器 ID 4333「天诛螺旋铁甲」×1；物品 ID 2「高级药草」×1","维吉兰特"
"4353","ヴィジランテ","武器","2136","金币：33000；材料：武器 ID 4333「天誅螺旋鉄甲」×1；物品 ID 845「神獣の爪」×1","金币：33000；材料：武器 ID 4333「天诛螺旋铁甲」×1；物品 ID 845「神兽的爪」×1","维吉兰特"
"4354","ウルヴァリン","武器","1087","金币：35000；材料：武器 ID 4338「最終獣爪」×1；物品 ID 2「高級薬草」×1","金币：35000；材料：武器 ID 4338「最终兽爪」×1；物品 ID 2「高级药草」×1","狼人"
"4354","ウルヴァリン","武器","2169","金币：35000；材料：武器 ID 4338「最終獣爪」×1；物品 ID 849「悪夢の胞子」×1","金币：35000；材料：武器 ID 4338「最终兽爪」×1；物品 ID 849「恶梦的孢子」×1","狼人"
"4355","死亡遊戯","武器","1150","金币：40000；材料：武器 ID 4339「轟拳ダークブラスト」×1；物品 ID 2「高級薬草」×1","金币：40000；材料：武器 ID 4339「轰拳暗爆」×1；物品 ID 2「高级药草」×1","死亡游戏"
"4355","死亡遊戯","武器","2232","金币：40000；材料：武器 ID 4339「轟拳ダークブラスト」×1；物品 ID 859「牛魔王の角」×1","金币：40000；材料：武器 ID 4339「轰拳暗爆」×1；物品 ID 859「牛魔王的角」×1","死亡游戏"
"4356","カイザーハート","武器","1184","金币：43500；材料：武器 ID 329「キングオブハート」×1；物品 ID 2「高級薬草」×1","金币：43500；材料：武器 ID 329「红心之王」×1；物品 ID 2「高级药草」×1","凯撒之心"
"4356","カイザーハート","武器","2266","金币：43500；材料：武器 ID 329「キングオブハート」×1；物品 ID 930「カオスルビー」×1","金币：43500；材料：武器 ID 329「红心之王」×1；物品 ID 930「混沌红宝石」×1","凯撒之心"
"4357","フレデリカ兵装XIII終式","武器","1217","金币：57000；材料：武器 ID 4335「フレデリカ兵装VIII式」×1；物品 ID 2「高級薬草」×1","金币：57000；材料：武器 ID 4335「芙蕾德莉卡兵装VIII式」×1；物品 ID 2「高级药草」×1","芙蕾德莉卡兵装XIII终式"
"4357","フレデリカ兵装XIII終式","武器","2390","金币：57000；材料：武器 ID 4335「フレデリカ兵装VIII式」×1；物品 ID 866「オメガコア」×1","金币：57000；材料：武器 ID 4335「芙蕾德莉卡兵装VIII式」×1；物品 ID 866「欧米伽核心」×1","芙蕾德莉卡兵装XIII终式"
"4358","真・灼炎拳サラマンダー","武器","1245","金币：48600；材料：武器 ID 4344「真・炎拳サラマンダー」×1；物品 ID 2「高級薬草」×1","金币：48600；材料：武器 ID 4344「真・炎拳萨拉曼达」×1；物品 ID 2「高级药草」×1","真・灼炎拳萨拉曼达"
"4358","真・灼炎拳サラマンダー","武器","2361","金币：48600；材料：武器 ID 4344「真・炎拳サラマンダー」×1；物品 ID 868「ハイエレメントコア」×1","金币：48600；材料：武器 ID 4344「真・炎拳萨拉曼达」×1；物品 ID 868「高阶元素核心」×1","真・灼炎拳萨拉曼达"
"4359","グラビティハンドΩ","武器","1257","金币：59400；材料：武器 ID 4341「グラビディハンド・ゼロ」×1；物品 ID 2「高級薬草」×1","金币：59400；材料：武器 ID 4341「重力拳套・零」×1；物品 ID 2「高级药草」×1","重力之手Ω"
"4359","グラビティハンドΩ","武器","2413","金币：59400；材料：武器 ID 4341「グラビディハンド・ゼロ」×1；物品 ID 875「永劫の羽根」×1","金币：59400；材料：武器 ID 4341「重力拳套・零」×1；物品 ID 875「永劫的羽根」×1","重力之手Ω"
"4363","獄炎拳アグニ","武器","1288","金币：48600；材料：武器 ID 4342「アグニの拳」×1；物品 ID 2「高級薬草」×1","金币：48600；材料：武器 ID 4342「阿耆尼之拳」×1；物品 ID 2「高级药草」×1","狱炎拳阿耆尼"
"4363","獄炎拳アグニ","武器","2316","金币：48600；材料：武器 ID 4342「アグニの拳」×1；物品 ID 930「カオスルビー」×1","金币：48600；材料：武器 ID 4342「阿耆尼之拳」×1；物品 ID 930「混沌红宝石」×1","狱炎拳阿耆尼"
"4364","地母拳キュベレ","武器","1289","金币：48600；材料：武器 ID 4343「キュベレの拳」×1；物品 ID 2「高級薬草」×1","金币：48600；材料：武器 ID 4343「西布莉之拳」×1；物品 ID 2「高级药草」×1","地母拳西布莉"
"4364","地母拳キュベレ","武器","2317","金币：48600；材料：武器 ID 4343「キュベレの拳」×1；物品 ID 869「エキドナの蛇尾」×1","金币：48600；材料：武器 ID 4343「西布莉之拳」×1；物品 ID 869「厄喀德那的蛇尾」×1","地母拳西布莉"
"4365","邪神拳ソウルジハード","武器","1325","金币：54000；材料：武器 ID 4345「魔王拳デモンズハート」×1；物品 ID 2「高級薬草」×1","金币：54000；材料：武器 ID 4345「魔王拳恶魔之心」×1；物品 ID 2「高级药草」×1","邪神拳灵魂圣战"
"4365","邪神拳ソウルジハード","武器","2369","金币：54000；材料：武器 ID 4345「魔王拳デモンズハート」×1；物品 ID 878「カオスマター」×1；物品 ID 879「紅蓮の瞳」×1","金币：54000；材料：武器 ID 4345「魔王拳恶魔之心」×1；物品 ID 878「混沌物质」×1；物品 ID 879「红莲之瞳」×1","邪神拳灵魂圣战"
"4366","白廻爪アピロ・ラゴス","武器","1417","金币：60000；材料：武器 ID 4361「白兎の爪」×1；物品 ID 2「高級薬草」×1","金币：60000；材料：武器 ID 4361「白兔的爪」×1；物品 ID 2「高级药草」×1","白回爪阿皮洛・拉戈斯"
"4366","白廻爪アピロ・ラゴス","武器","2494","金币：60000；材料：武器 ID 4361「白兎の爪」×1；物品 ID 887「反物質」×1","金币：60000；材料：武器 ID 4361「白兔的爪」×1；物品 ID 887「反物质」×1","白回爪阿皮洛・拉戈斯"
"4369","ファング・オズマトロン","武器","702","金币：12000；材料：武器 ID 355「ファング・カオストロン」×1；物品 ID 264「オズマ細胞」×1","金币：12000；材料：武器 ID 355「混沌之牙」×1；物品 ID 264「奥兹玛细胞」×1","芬格・奥兹马特隆"
"4372","最終獣牙","武器","791","金币：14500；材料：武器 ID 4368「狂獣の牙」×1；物品 ID 281「最後の結晶」×1","金币：14500；材料：武器 ID 4368「狂兽之牙」×1；物品 ID 281「最终之结晶」×1","最终兽牙"
"4373","アポカリプス・ワンダー","武器","790","金币：14500；材料：武器 ID 357「アポカリプス・シグマ」×1；物品 ID 272「黒のアリス細胞」×1","金币：14500；材料：武器 ID 357「启示录・西格玛」×1；物品 ID 272「黑之爱丽丝细胞」×1","启示录・奇迹"
"4377","ルー・ガルー","武器","926","金币：19000；材料：武器 ID 4372「最終獣牙」×1；物品 ID 2「高級薬草」×1","金币：19000；材料：武器 ID 4372「最终兽牙」×1；物品 ID 2「高级药草」×1","鲁・加鲁"
"4377","ルー・ガルー","武器","2008","金币：19000；材料：武器 ID 4372「最終獣牙」×1；物品 ID 825「ダークマター」×1","金币：19000；材料：武器 ID 4372「最终兽牙」×1；物品 ID 825「暗物质」×1","鲁・加鲁"
"4378","神祖の牙","武器","993","金币：23000；材料：武器 ID 352「夜の牙」×1；物品 ID 2「高級薬草」×1","金币：23000；材料：武器 ID 352「夜之牙」×1；物品 ID 2「高级药草」×1","神祖之牙"
"4378","神祖の牙","武器","2075","金币：23000；材料：武器 ID 352「夜の牙」×1；物品 ID 835「超蛭蟲細胞」×1","金币：23000；材料：武器 ID 352「夜之牙」×1；物品 ID 835「超蛭虫细胞」×1","神祖之牙"
"4380","Tレックス","武器","1055","金币：28000；材料：武器 ID 359「古代竜の牙」×1；物品 ID 2「高級薬草」×1","金币：28000；材料：武器 ID 359「古代龙之牙」×1；物品 ID 2「高级药草」×1","T雷克斯"
"4380","Tレックス","武器","2137","金币：28000；材料：武器 ID 359「古代竜の牙」×1；物品 ID 845「神獣の爪」×1","金币：28000；材料：武器 ID 359「古代龙之牙」×1；物品 ID 845「神兽的爪」×1","T雷克斯"
"4382","ドラゴンクライ","武器","1121","金币：32800；材料：武器 ID 360「暴竜の牙・咆吼」×1；物品 ID 2「高級薬草」×1","金币：32800；材料：武器 ID 360「暴龙之牙・咆哮」×1；物品 ID 2「高级药草」×1","龙之咆哮"
"4382","ドラゴンクライ","武器","2203","金币：32800；材料：武器 ID 360「暴竜の牙・咆吼」×1；物品 ID 854「集合意識の甲殻」×1","金币：32800；材料：武器 ID 360「暴龙之牙・咆哮」×1；物品 ID 854「集合意识的甲壳」×1","龙之咆哮"
"4383","裂帛","武器","1185","金币：37000；材料：武器 ID 4369「ファング・オズマトロン」×1；物品 ID 2「高級薬草」×1","金币：37000；材料：武器 ID 4369「芬格・奥兹马特隆」×1；物品 ID 2「高级药草」×1","裂帛"
"4383","裂帛","武器","2267","金币：37000；材料：武器 ID 4369「ファング・オズマトロン」×1；物品 ID 863「竜神の牙」×1","金币：37000；材料：武器 ID 4369「芬格・奥兹马特隆」×1；物品 ID 863「龙神的牙齿」×1","裂帛"
"4384","四聖西覇白虎の牙","武器","1246","金币：41400；材料：武器 ID 358「西覇白虎の牙」×1；物品 ID 2「高級薬草」×1","金币：41400；材料：武器 ID 358「西霸白虎之牙」×1；物品 ID 2「高级药草」×1","四圣西霸白虎之牙"
"4384","四聖西覇白虎の牙","武器","2350","金币：41400；材料：武器 ID 358「西覇白虎の牙」×1；物品 ID 867「古神の依代」×1","金币：41400；材料：武器 ID 358「西霸白虎之牙」×1；物品 ID 867「古神的依代」×1","四圣西霸白虎之牙"
"4386","終狼牙フェンリル","武器","1290","金币：41400；材料：武器 ID 4374「フェンリルの牙」×1；物品 ID 2「高級薬草」×1","金币：41400；材料：武器 ID 4374「芬里尔之牙」×1；物品 ID 2「高级药草」×1","终狼牙芬里尔"
"4386","終狼牙フェンリル","武器","2318","金币：41400；材料：武器 ID 4374「フェンリルの牙」×1；物品 ID 872「ヌル細胞」×1","金币：41400；材料：武器 ID 4374「芬里尔之牙」×1；物品 ID 872「努尔细胞」×1","终狼牙芬里尔"
"4387","覇竜牙バハムート","武器","1291","金币：41400；材料：武器 ID 4375「バハムートの牙」×1；物品 ID 2「高級薬草」×1","金币：41400；材料：武器 ID 4375「巴哈姆特之牙」×1；物品 ID 2「高级药草」×1","霸龙牙巴哈姆特"
"4387","覇竜牙バハムート","武器","2319","金币：41400；材料：武器 ID 4375「バハムートの牙」×1；物品 ID 874「包丁の破片」×1","金币：41400；材料：武器 ID 4375「巴哈姆特之牙」×1；物品 ID 874「菜刀的碎片」×1","霸龙牙巴哈姆特"
"4389","アポカリプス・アリス","武器","1399","金币：50600；材料：武器 ID 4373「アポカリプス・ワンダー」×1；物品 ID 2「高級薬草」×1","金币：50600；材料：武器 ID 4373「启示录・奇迹」×1；物品 ID 2「高级药草」×1","启示录・爱丽丝"
"4389","アポカリプス・アリス","武器","2447","金币：50600；材料：武器 ID 4373「アポカリプス・ワンダー」×1；物品 ID 884「魔王核熱結晶」×1","金币：50600；材料：武器 ID 4373「启示录・奇迹」×1；物品 ID 884「魔王核热结晶」×1","启示录・爱丽丝"
"4393","牛魔王の斧","武器","792","金币：23200；材料：武器 ID 392「ギガタウロスブレイク」×1；物品 ID 279「ネクストコア」×1","金币：23200；材料：武器 ID 392「巨人弥诺陶洛斯粉碎」×1；物品 ID 279「次世代核心」×1","牛魔王之斧"
"4394","聖斧アトラス","武器","793","金币：23200；材料：武器 ID 391「聖極光グランドメテオ」×1；物品 ID 287「世界蛇尾」×1","金币：23200；材料：武器 ID 391「圣极光大地流星」×1；物品 ID 287「世界蛇尾」×1","圣斧阿特拉斯"
"4397","真・土斧ノーム","武器","886","金币：26500；材料：武器 ID 393「土斧ノーム」×1；物品 ID 280「エレメントコア」×1","金币：26500；材料：武器 ID 393「土斧诺姆」×1；物品 ID 280「元素核心」×1","真・土斧诺姆"
"4399","マックスブレイカー","武器","927","金币：31000；材料：武器 ID 395「ルーンブレイカー」×1；物品 ID 2「高級薬草」×1","金币：31000；材料：武器 ID 395「符文破坏者」×1；物品 ID 2「高级药草」×1","最大破坏者"
"4399","マックスブレイカー","武器","2009","金币：31000；材料：武器 ID 395「ルーンブレイカー」×1；物品 ID 821「神の涙石」×1","金币：31000；材料：武器 ID 395「符文破坏者」×1；物品 ID 821「神的泪石」×1","最大破坏者"
"4400","オメガベルセルク","武器","959","金币：34000；材料：武器 ID 398「ベルセルク」×1；物品 ID 2「高級薬草」×1","金币：34000；材料：武器 ID 398「狂怒战士」×1；物品 ID 2「高级药草」×1","欧米伽狂怒战士"
"4400","オメガベルセルク","武器","2041","金币：34000；材料：武器 ID 398「ベルセルク」×1；物品 ID 830「究極の針」×1","金币：34000；材料：武器 ID 398「狂怒战士」×1；物品 ID 830「究极的针」×1","欧米伽狂怒战士"
"4401","ナノ分解魔神斧","武器","1026","金币：40000；材料：武器 ID 396「魔神斧ナノプラス」×1；物品 ID 2「高級薬草」×1","金币：40000；材料：武器 ID 396「魔神斧纳米加强版」×1；物品 ID 2「高级药草」×1","纳米分解魔神斧"
"4401","ナノ分解魔神斧","武器","2108","金币：40000；材料：武器 ID 396「魔神斧ナノプラス」×1；物品 ID 840「超無限細胞」×1","金币：40000；材料：武器 ID 396「魔神斧纳米加强版」×1；物品 ID 840「超无限细胞」×1","纳米分解魔神斧"
"4404","聖斧アトラスクロス","武器","1056","金币：45000；材料：武器 ID 4394「聖斧アトラス」×1；物品 ID 2「高級薬草」×1","金币：45000；材料：武器 ID 4394「圣斧阿特拉斯」×1；物品 ID 2「高级药草」×1","圣斧阿特拉斯十字"
"4404","聖斧アトラスクロス","武器","2138","金币：45000；材料：武器 ID 4394「聖斧アトラス」×1；物品 ID 846「神威の羽根」×1","金币：45000；材料：武器 ID 4394「圣斧阿特拉斯」×1；物品 ID 846「神威的羽毛」×1","圣斧阿特拉斯十字"
"4405","九首牛魔羅王","武器","1088","金币：48000；材料：武器 ID 4393「牛魔王の斧」×1；物品 ID 2「高級薬草」×1","金币：48000；材料：武器 ID 4393「牛魔王之斧」×1；物品 ID 2「高级药草」×1","九首牛魔罗王"
"4405","九首牛魔羅王","武器","2170","金币：48000；材料：武器 ID 4393「牛魔王の斧」×1；物品 ID 849「悪夢の胞子」×1","金币：48000；材料：武器 ID 4393「牛魔王之斧」×1；物品 ID 849「恶梦的孢子」×1","九首牛魔罗王"
"4406","冥帝斧","武器","1151","金币：56000；材料：武器 ID 4402「冥府斧」×1；物品 ID 2「高級薬草」×1","金币：56000；材料：武器 ID 4402「冥府之斧」×1；物品 ID 2「高级药草」×1","冥帝斧"
