"角色ID","日本角色名称","Faces路径","Faces索引","角色立绘路径","角色立绘索引","角色Cut-inPictures路径","中文角色名称"
"385","エデン","Graphics/Faces/eden_fc2","0","Graphics/Characters/Angel03_cip","0","Graphics/Pictures/ct_eden2","伊甸"
"386","エデン","Graphics/Faces/eden_fc4","0","Graphics/Characters/$Eden(True final)01_cip","0","Graphics/Pictures/ct_eden3","伊甸"
"387","エデン","Graphics/Faces/eden_fc3","0","Graphics/Characters/Angel05_cip","0","Graphics/Pictures/ct_eden5","伊甸"
"388","エデン・トリニティ","Graphics/Faces/eden_fc5","1","Graphics/Characters/$Ultimate_Eden01_cip","0","Graphics/Pictures/ct_eden4","伊甸・三位一体"
"391","メフィスト","Graphics/Faces/mefist_fc2","0","Graphics/Characters/$Mefist01_cip","0","","梅菲斯特"
"392","メフィスト","Graphics/Faces/mefist_fc3","0","Graphics/Characters/silk11","4","","梅菲斯特"
"393","メフィスト","Graphics/Faces/mefist_fc4","0","Graphics/Characters/$Mefist02_cip","0","","梅菲斯特"
"394","アスタロト","Graphics/Faces/astaroth_fc1","0","Graphics/Characters/Sucbuss03_cip","2","","阿斯塔洛特"
"395","リリス","Graphics/Faces/lilith2_fc1","0","Graphics/Characters/Sucbuss03_cip","1","","莉莉丝"
"396","リリスオリジン","Graphics/Faces/lilith2_fc2","0","Graphics/Characters/$Lilith(FullPower)_cip","0","","莉莉丝起源"
"397","シオン","Graphics/Faces/shion_fc1","0","Graphics/Characters/Angel03_cip","6","Graphics/Pictures/ct_shion1","锡安"
"398","シオン","Graphics/Faces/shion_fc3","0","Graphics/Characters/Angel07_cip","0","","锡安"
"399","シオン","Graphics/Faces/shion_fc5","0","Graphics/Characters/Angel07_cip","1","","锡安"
"400","シオン","Graphics/Faces/shion_fc7","1","Graphics/Characters/Angel07_cip","2","","锡安"
"401","グノーシス","Graphics/Faces/gnosis_fc1","0","Graphics/Characters/Angel03_cip","7","","格诺西丝"
"403","ガルダ","Graphics/Faces/galda_fc1","1","Graphics/Characters/Bird02_cip","1","","加鲁达"
"404","クローナ","Graphics/Faces/cockroacha_fc1","0","Graphics/Characters/Insect03_cip","4","","克萝娜"
"405","ローファ","Graphics/Faces/cockroachb_fc1","0","Graphics/Characters/silk25","6","","乐福"
"406","グロア","Graphics/Faces/queenroach_fc1","0","Graphics/Characters/$QueenRoach01_cip","0","","格洛亚"
"407","ポトフ","Graphics/Faces/magicpot_fc1","0","Graphics/Characters/Evil04_cip","2","","波托夫"
"408","ぽんぽこ","Graphics/Faces/mametanuki_fc1","0","Graphics/Characters/Beast04_cip","4","","蓬蓬可"
"409","たぬぽん","Graphics/Faces/zyoutanuki_fc1","0","Graphics/Characters/Beast05_cip","2","","狸咚"
"410","どろん","Graphics/Faces/shinobitanuki_fc1","0","Graphics/Characters/Beast05_cip","1","","忽隆"
"411","望月","Graphics/Faces/baketanuki_fc1","0","Graphics/Characters/$Bakedanuki01_cip","0","","望月"
"412","隠神刑部","Graphics/Faces/inugami_fc1","0","Graphics/Characters/Beast04_cip","5","","隐神刑部"
"413","黒狸","Graphics/Faces/kurodanuki_fc1","0","Graphics/Characters/Beast04_cip","7","","黑狸"
"414","夜の蜻蛉","Graphics/Faces/kunoitielf2_fc4","0","Graphics/Characters/$KunoichiElfs01_cip","0","Graphics/Pictures/ct_kunoitielf2_1；Graphics/Pictures/ct_kunoitielf2_3；Graphics/Pictures/ct_kunoitielf2_2","夜之蜻蛉"
"415","天音","Graphics/Faces/kuno_succubus_fc1","0","Graphics/Characters/silk23","0","Graphics/Pictures/ct_kuno_succubus1","天音"
"416","燕","Graphics/Faces/kuno_hapy_fc1","0","Graphics/Characters/silk22","7","Graphics/Pictures/ct_kuno_hapy1","燕"
"417","紫陽花","Graphics/Faces/kuno_scylla_fc1","0","Graphics/Characters/silk16","3","Graphics/Pictures/ct_kuno_scylla1","紫阳花"
"418","蛍","Graphics/Faces/kuno_arachne_fc1","0","Graphics/Characters/silk16","2","Graphics/Pictures/ct_kuno_arachne1","蛍"
"419","飛鳥命","Graphics/Faces/elfhime_fc1","0","Graphics/Characters/DemiHuman02_cip","1","","飞鸟命"
"420","八尾","Graphics/Faces/hatibi_fc1","0","Graphics/Characters/Beast02_cip","0","","八尾"
"421","アロマ","Graphics/Faces/esuccubus_fc1","0","Graphics/Characters/Sucbuss02_cip","2","","阿罗玛"
"422","ランスロット","Graphics/Faces/gran_centa_fc1","0","Graphics/Characters/silk22","3","","兰斯洛特"
"423","アンドレア","Graphics/Faces/abis_fc1","0","Graphics/Characters/silk24","0","Graphics/Pictures/ct_abis1","安茱莉亚"
"424","初音","Graphics/Faces/onmyougobi_fc1","0","Graphics/Characters/Beast04_cip","6","","初音"
"425","藤袴","Graphics/Faces/oiranrokubi_fc1","0","Graphics/Characters/$Oirangitune01_cip","0","","藤袴"
"426","黒華","Graphics/Faces/sanki0_fc1","0","Graphics/Characters/Sucbuss03_cip","0","Graphics/Pictures/ct_sanki2","黑华"
"427","黒蛇","Graphics/Faces/sanki1_fc1","0","Graphics/Characters/Lamia02_cip","0","Graphics/Pictures/ct_sanki1","黑蛇"
"428","黒薔薇","Graphics/Faces/sanki2_fc1","0","Graphics/Characters/Evil03_cip","0","Graphics/Pictures/ct_sanki3","黑蔷薇"
"429","アモルドール","Graphics/Faces/amoldoll_fc1","0","Graphics/Characters/$Amoldoll01_cip","0","","阿莫尔人偶"
"430","ペルセポネー","Graphics/Faces/persephone_fc1","0","Graphics/Characters/$Persephone01_cip","0","","珀耳塞福涅"
"431","トリロバイト","Graphics/Faces/trilobite_fc1","0","Graphics/Characters/$Trirobite01_cip","0","Graphics/Pictures/ct_tuta1；Graphics/Pictures/ct_tuta2；Graphics/Pictures/ct_utubo2；Graphics/Pictures/ct_haetori2","三叶虫"
"432","前鬼","Graphics/Faces/zenki_fc1","0","Graphics/Characters/Evil05_cip","6","","前鬼"
"433","後鬼","Graphics/Faces/kouki_fc1","0","Graphics/Characters/Evil05_cip","7","","后鬼"
"435","マリエル","Graphics/Faces/mariel_fc1","0","Graphics/Characters/silk8","0","","玛丽艾尔"
"436","乳々","Graphics/Faces/tennyo_fc1","0","Graphics/Characters/Angel02_cip","0","Graphics/Pictures/ct_tennyo1","乳乳"
"437","フィオナ","Graphics/Faces/c_tentacle_fc1","0","Graphics/Characters/silk7","1","","菲奥娜"
"438","アリエル","Graphics/Faces/ariel_fc1","3","Graphics/Characters/silk1","5","","阿莉艾尔"
"439","ラナエル","Graphics/Faces/ranael_fc1","0","Graphics/Characters/Angel01_cip","3","Graphics/Pictures/ct_tuta1；Graphics/Pictures/ct_tuta2；Graphics/Pictures/ct_utubo2；Graphics/Pictures/ct_haetori2","拉娜艾尔"
"440","ナガエル","Graphics/Faces/nagael_fc1","0","Graphics/Characters/$Nagael01_cip","0","","娜迦艾尔"
"441","ロンド","Graphics/Faces/c_medulahan_fc1","0","Graphics/Characters/silk7","0","","朗多"
"442","ラタエル","Graphics/Faces/ratael_fc1","0","Graphics/Characters/Angel02_cip","2","Graphics/Pictures/ct_ratael1","菈塔艾尔"
"443","リファイール","Graphics/Faces/rifaiel_fc1","0","Graphics/Characters/$Rifaiel01","0","Graphics/Pictures/ct_tuta1；Graphics/Pictures/ct_tuta2；Graphics/Pictures/ct_utubo2；Graphics/Pictures/ct_haetori2","利芙艾尔"
"444","ギリエル","Graphics/Faces/giriel_fc1","0","Graphics/Characters/Angel02_cip","1","Graphics/Pictures/ct_giriel1","吉莉艾尔"
"445","ポム","Graphics/Faces/trooperloid_fc1","0","Graphics/Characters/silk4","5","","波姆"
"446","サビリエル","Graphics/Faces/sabiriel_fc1","0","Graphics/Characters/Angel02_cip","5","Graphics/Pictures/ct_sabiriel1","萨比莉艾尔"
"447","ムズキエル","Graphics/Faces/muzukiel_fc1","0","Graphics/Characters/Angel01_cip","4","","穆祖吉艾尔"
"448","シルキエル","Graphics/Faces/silkiel_fc1","0","Graphics/Characters/Angel01_cip","6","","希尔吉艾尔"
"449","ベリエル","Graphics/Faces/berryel_fc1","0","Graphics/Characters/$Beriel01_cip","0","Graphics/Pictures/ct_tuta1；Graphics/Pictures/ct_tuta2；Graphics/Pictures/ct_utubo2；Graphics/Pictures/ct_haetori2","贝莉艾尔"
"450","エラント","Graphics/Faces/evilprant_fc1","0","Graphics/Characters/silk14","7","Graphics/Pictures/ct_tuta1；Graphics/Pictures/ct_tuta2；Graphics/Pictures/ct_utubo2；Graphics/Pictures/ct_haetori2","艾兰特"
"451","リヴァエル","Graphics/Faces/revel_fc1","0","Graphics/Characters/$Rivael01_cip","0","","莉瓦艾尔"
"452","レロール","Graphics/Faces/c_tangh_fc1","0","Graphics/Characters/Chimera01_cip","7","","雷罗尔"
"453","マリ","Graphics/Faces/c_bug_fc1","0","Graphics/Characters/silk4","0","","玛莉"
"454","ジェイン","Graphics/Faces/c_slag_fc1","0","Graphics/Characters/Chimera03_cip","4","","简"
"455","アリー","Graphics/Faces/c_dryad_fc1","0","Graphics/Characters/Chimera01_cip","0","Graphics/Pictures/ct_tuta1；Graphics/Pictures/ct_tuta2；Graphics/Pictures/ct_utubo2；Graphics/Pictures/ct_haetori2","阿利"
"456","ストーン","Graphics/Faces/catoblepas_fc1","0","Graphics/Characters/$CatoblepasMusume","0","","斯通"
"457","テュポーネ","Graphics/Faces/typhon_fc1","0","Graphics/Characters/$TyphonMusume_cip","0","","提丰妮"
"458","ラプラス","Graphics/Faces/laplace_fc1","0","Graphics/Characters/silk4","3","Graphics/Pictures/ct_laplace1","拉普拉斯"
"459","ビーナス","Graphics/Faces/traptemis_fc1","0","Graphics/Characters/silk5","5","","维纳斯"
"460","フーリエル","Graphics/Faces/furiel_fc1","0","Graphics/Characters/Angel05_cip","7","Graphics/Pictures/ct_furiel1","傅里艾尔"
"461","ドリス","Graphics/Faces/drainplant_fc1","0","Graphics/Characters/$DrainPlant01_cip","0","","多丽丝"
"462","ロゴス","Graphics/Faces/drainloid_fc1","0","Graphics/Characters/Create01_cip","7","","逻各斯"
"463","カーラ","Graphics/Faces/handyloid_fc1","0","Graphics/Characters/silk15","6","","卡拉"
"464","メイジェル","Graphics/Faces/maid_angel_fc1","0","Graphics/Characters/Angel08_cip","2","Graphics/Pictures/ct_maid_angel1","梅琪尔"
"465","クジェル","Graphics/Faces/cooc_angel_fc1","0","Graphics/Characters/Angel08_cip","1","Graphics/Pictures/ct_cooc_angel1","库琪尔"
"466","ワイティエル","Graphics/Faces/whiteyel_fc1","0","Graphics/Characters/Angel02_cip","7","Graphics/Pictures/ct_whiteyel1","怀蒂艾尔"
"467","プシェル","Graphics/Faces/lamianloid_fc1","0","Graphics/Characters/silk4","4","Graphics/Pictures/ct_lamianloid1","普谢尔"
"468","エンディエル","Graphics/Faces/endiel_fc1","0","Graphics/Characters/$Endyel01_cip","0","","安迪艾尔"
"469","リプラ","Graphics/Faces/replicant_fc1","0","Graphics/Characters/silk4","6","","瑞普拉"
"470","プリオ","Graphics/Faces/c_prison_fc1","0","Graphics/Characters/Chimera03_cip","5","","普里奥"
"471","デボラ","Graphics/Faces/maikonido_fc1","0","Graphics/Characters/plant03_cip","2","Graphics/Pictures/ct_tuta1；Graphics/Pictures/ct_tuta2；Graphics/Pictures/ct_utubo2；Graphics/Pictures/ct_haetori2","黛博拉"
"472","マタンゴ","Graphics/Faces/matango_fc1","6","Graphics/Characters/$Matango01_cip","0","Graphics/Pictures/ct_tuta1；Graphics/Pictures/ct_tuta2；Graphics/Pictures/ct_utubo2；Graphics/Pictures/ct_haetori2","玛坦戈"
"473","モスミー","Graphics/Faces/meltymoss_fc1","0","Graphics/Characters/Insect05_cip","0","","莫斯米"
"474","ローズ","Graphics/Faces/meltyrose_fc1","0","Graphics/Characters/silk16","5","Graphics/Pictures/ct_meltyrose1；Graphics/Pictures/ct_tuta1；Graphics/Pictures/ct_tuta2；Graphics/Pictures/ct_utubo2；Graphics/Pictures/ct_haetori2","萝丝"
"475","ジャンヌ","Graphics/Faces/c_dryad_vore_fc1","0","Graphics/Characters/Chimera01_cip","6","Graphics/Pictures/ct_tuta1；Graphics/Pictures/ct_tuta2；Graphics/Pictures/ct_utubo2；Graphics/Pictures/ct_haetori2","贞德"
"476","モコメ","Graphics/Faces/yomotu_fc1","0","Graphics/Characters/silk2","6","","黄泉女"
"477","フェルメサーラ","Graphics/Faces/fermesara_fc1","0","Graphics/Characters/silk3","4","","拉之子美西芙"
"478","ユリアレスカ","Graphics/Faces/angelghoul_fc1","0","Graphics/Characters/silk2","1","","尤莉亚雷斯卡"
"479","ドルバレル","Graphics/Faces/dragonzonbe_fc1","0","Graphics/Characters/$DragonZonbiMusume01_cip","0","Graphics/Pictures/ct_dragonzonbe1","多尔巴雷尔"
"480","ラック","Graphics/Faces/sarlacc_fc1","0","Graphics/Characters/$SarlaccMusume01_cip","0","","拉克"
"481","シリエル","Graphics/Faces/siriel_fc1","0","Graphics/Characters/Angel06_cip","0","","希莉艾尔"
"482","エグエル","Graphics/Faces/eggel_fc1","0","Graphics/Characters/$Egel01.cip","0","","艾格艾尔"
"483","チェリオ","Graphics/Faces/c_chariot_fc1","0","Graphics/Characters/$ChimeraChariott01_cip","0","","切里奥"
"484","レイローズ","Graphics/Faces/knightloid_fc1","0","Graphics/Characters/silk4","2","Graphics/Pictures/ct_knightloid1","蕾洛斯"
"485","ミネビア","Graphics/Faces/assassinloid_fc1","3","Graphics/Characters/silk4","1","Graphics/Pictures/ct_assassinloid1","米涅比亚"
"486","ユリエル","Graphics/Faces/yuriel_fc1","0","Graphics/Characters/Angel06_cip","1","","尤莉艾尔"
"487","メルシエル","Graphics/Faces/merusiel_fc1","0","Graphics/Characters/silk16","6","","梅尔希艾尔"
"488","セバスイール","Graphics/Faces/sebasiel_fc1","0","Graphics/Characters/silk17","1","","塞巴西艾尔"
"489","ホルミエル","Graphics/Faces/holmiel_fc1","0","Graphics/Characters/Angel02_cip","6","Graphics/Pictures/ct_holmiel1","霍尔米艾尔"
"490","アプティエル","Graphics/Faces/aptiel_fc1","0","Graphics/Characters/Angel05_cip","5","","阿普蒂艾尔"
"491","クリオネラ","Graphics/Faces/clionera_fc1","0","Graphics/Characters/Angel08_cip","0","Graphics/Pictures/ct_clionera1","海天使"
"492","ロズニエル","Graphics/Faces/roseniel_fc1","0","Graphics/Characters/$Roseniel01_cip","0","","罗兹尼艾尔"
"493","キュビエル","Graphics/Faces/cubiel_fc1","0","Graphics/Characters/$Cubiel01_cip","0","","丘比艾尔"
"494","ワミエル","Graphics/Faces/wormiel_fc1","0","Graphics/Characters/$wamiel01_cip","0","Graphics/Pictures/ct_syokusyu1；Graphics/Pictures/ct_syokusyu2；Graphics/Pictures/ct_hiru3；Graphics/Pictures/ct_hiru1；Graphics/Pictures/ct_hiru4","瓦米艾尔"
"496","ジルフィ","Graphics/Faces/zylphe_fc1","0","Graphics/Characters/Elemental01_cip","3","","吉尔菲"
"497","ノーマレン","Graphics/Faces/gnomaren_fc1","0","Graphics/Characters/Elemental01_cip","2","","诺玛伦"
"498","グランディーネ","Graphics/Faces/grandine_fc1","0","Graphics/Characters/Elemental01_cip","1","","格兰蒂妮"
"499","ギガマンドラ","Graphics/Faces/gigamander_fc1","0","Graphics/Characters/Elemental01_cip","0","","千兆曼德拉"
"500","アルカンシエル","Graphics/Faces/arcen_fc1","1","Graphics/Characters/Create02_cip","0","","天空之弧"
"501","ハイヌウェレ","Graphics/Faces/hainu_fc1","1","Graphics/Characters/Create02_cip","1","","海奴韦莱"
"502","アンフィスバエナ","Graphics/Faces/amphis_fc1","0","Graphics/Characters/Create02_cip","2","","双头蛇"
"503","ツクヨミ","Graphics/Faces/tukuyomi_fc1","0","Graphics/Characters/Create02_cip","3","","月读"
"504","ラプンツェル","Graphics/Faces/rapun_fc1","1","Graphics/Characters/Create02_cip","4","","长发公主"
"505","ルカ・ドッペル","Graphics/Faces/doppele_fc2","0","Graphics/Characters/Create04_cip","1","","鲁卡・克隆体"
"506","ルカ・ホリィ","Graphics/Faces/doppele_fc1","0","Graphics/Characters/Create02_cip","7","","鲁卡・霍莉"
"507","ルカ・リノア","Graphics/Faces/doppele_fc1","4","Graphics/Characters/Create02_cip","6","","鲁卡・莉诺雅"
"508","ルカ・ハイネ","Graphics/Faces/doppele_fc1","1","Graphics/Characters/Create04_cip","2","","鲁卡・海涅"
"509","ルカ・キリエ","Graphics/Faces/doppele_fc1","2","Graphics/Characters/Create04_cip","4","","鲁卡・姬莉叶"
"510","ラファエラ","Graphics/Faces/rafaera_fc1","0","Graphics/Characters/Angel03_cip","3","","拉斐艾拉"
"511","ガブリエラ","Graphics/Faces/gaburiera_fc1","0","Graphics/Characters/Angel04_cip","1","Graphics/Pictures/ct_tuta1；Graphics/Pictures/ct_tuta2；Graphics/Pictures/ct_utubo2；Graphics/Pictures/ct_haetori2","加百艾拉"
"512","ウリエラ","Graphics/Faces/uriera_fc1","0","Graphics/Characters/Angel03_cip","5","Graphics/Pictures/ct_uriera1","乌列艾拉"
"513","サリエラ","Graphics/Faces/sariera_fc1","0","Graphics/Characters/Angel03_cip","4","","沙利艾拉"
"514","メタトローネ","Graphics/Faces/metatorone_fc1","0","Graphics/Characters/Angel04_cip","0","","梅塔特隆妮"
"515","サンダルフォーネ","Graphics/Faces/sandalforne_fc1","0","Graphics/Characters/Angel04_cip","2","","圣德芬妮"
"516","プルエル","Graphics/Faces/puruel_fc1","0","Graphics/Characters/Angel06_cip","6","Graphics/Pictures/80_puruel_st01","普露艾尔"
"517","イヌエル","Graphics/Faces/inuel_fc1","0","Graphics/Characters/Angel06_cip","7","Graphics/Pictures/80_inuel_st01","伊努艾尔"
"518","ラファエラ","Graphics/Faces/rafaera_fc3","0","Graphics/Characters/Angel07_cip","4","","拉斐艾拉"
"520","ラザロ","Graphics/Faces/lazarus3_fc1","0","Graphics/Characters/Civlian03_cip","5","Graphics/Pictures/ct_lazarus1；Graphics/Pictures/ct_lazarus3；Graphics/Pictures/ct_lazarus2","拉扎罗"
"521","ラザロ","Graphics/Faces/lazarus4_fc1","0","Graphics/Characters/Civlian04_cip","1","","拉扎罗"
"522","マーリン","Graphics/Faces/merlin_fc1","0","Graphics/Characters/Civlian03_cip","4","Graphics/Pictures/ct_merlin1","梅林"
"523","マルケルス","Graphics/Faces/marcellus_fc1","0","Graphics/Characters/Civlian03_cip","6","Graphics/Pictures/ct_marcellus1","马鲁塞勒斯"
"525","ソニア","Graphics/Faces/sonia_fc1","0","Graphics/Characters/Angel03_cip","1","Graphics/Pictures/ct_sonia1；Graphics/Pictures/ct_sonia3","索尼娅"
"526","サバサ王","Graphics/Faces/sabasa_fc1","0","Graphics/Characters/Royal01_cip","1","Graphics/Pictures/ct_sabasa1；Graphics/Pictures/ct_sabasa3","撒巴萨王"
"527","サバサマン","Graphics/Faces/sabasa_fc3","0","Graphics/Characters/Royal01_cip","7","Graphics/Pictures/80_sabasa_st22","撒巴萨侠"
"528","サラサ","Graphics/Faces/sabasa_fc4","1","Graphics/Characters/Royal03_cip","0","","撒拉萨"
"529","サラ","Graphics/Faces/sara_fc1","0","Graphics/Characters/Roial02_cip","0","Graphics/Pictures/ct_sara2；Graphics/Pictures/ct_sara1","萨拉"
"530","サラ","Graphics/Faces/sara_fc4","0","Graphics/Characters/Roial02_cip","3","Graphics/Pictures/ct_sara3；Graphics/Pictures/ct_sara4","萨拉"
"531","サン・イリア王","Graphics/Faces/saniria_fc2","0","Graphics/Characters/Royal01_cip","5","Graphics/Pictures/ct_saniria2；Graphics/Pictures/ct_saniria1；Graphics/Pictures/80_saniria_st12","圣・伊莉娅王"
"533","グランドノア女王","Graphics/Faces/grandnoa_fc1","0","Graphics/Characters/Royal01_cip","2","Graphics/Pictures/ct_grandnoa","格兰德诺亚女王"
"534","グランドノア女王","Graphics/Faces/madousen_fc1","0","Graphics/Characters/$BlackShip01_cip","0","Graphics/Pictures/ct_grandnoa；Graphics/Pictures/ct_madousen2；Graphics/Pictures/ct_madousen4；Graphics/Pictures/ct_madousen8","格兰德诺亚女王"
"535","グランゴルド王","Graphics/Faces/grangold_fc2","0","Graphics/Characters/$Grandgoldo02_cip","0","Graphics/Pictures/ct_grangold2","格兰戈尔德王"
"536","セレーネ","Graphics/Faces/serene_fc1","3","Graphics/Characters/Civlian01_cip","5","Graphics/Pictures/ct_serene","塞勒涅"
"538","ハインリヒ","Graphics/Faces/heinrich_fc1","7","Graphics/Characters/Civlian02_cip","1","","海因里希"
"539","ハインリヒ","Graphics/Faces/heinrich_fc4","0","Graphics/Characters/Civlian04_cip","0","","海因里希"
"540","アミラ","Graphics/Faces/amira_fc1","0","Graphics/Characters/Civlian01_cip","0","Graphics/Pictures/80_amira_st01；Graphics/Pictures/80_amira_st02","亚米拉"
"541","ピーハー","Graphics/Faces/piha_fc1","0","Graphics/Characters/Civlian02_cip","5","Graphics/Pictures/80_piha_st01","比哈"
"542","ドーメイマ","Graphics/Faces/domeima_fc1","0","Graphics/Characters/Civlian02_cip","6","Graphics/Pictures/80_domeima_st01","鱼人"
"543","さんとす","Graphics/Faces/santos_fc1","0","Graphics/Characters/Civlian02_cip","7","","又猫"
"544","マリー","Graphics/Faces/mob_maid_fc1","0","Graphics/Characters/Mobs01_cip","1","","玛丽"
"545","エリィ","Graphics/Faces/mob_murabito1_fc1","0","Graphics/Characters/Mobs02_cip","7","","艾莉"
"546","ステラ","Graphics/Faces/mob_hurou_fc1","0","Graphics/Characters/Mobs03_cip","0","","斯特拉"
"547","ドン・ダリア","Graphics/Faces/dondaria_fc1","0","Graphics/Characters/dondaria","0","","唐・达利亚"
"548","バニィちゃん","Graphics/Faces/mob_bunny1_fc1","0","Graphics/Characters/Mobs01_cip","2","","芭妮酱"
"549","ルイズ","Graphics/Faces/mob_touzoku_fc1","0","Graphics/Characters/Mobs03_cip","1","","露易丝"
"550","メイリン","Graphics/Faces/mob_kakutou_fc1","0","Graphics/Characters/Mobs03_cip","2","","梅林"
"551","ケイト","Graphics/Faces/mob_maid1_fc1","0","Graphics/Characters/Mobs01_cip","0","","凯特"
"552","エリッサ","Graphics/Faces/mob_elf1_fc1","0","Graphics/Characters/Mobs01_cip","4","","艾莉莎"
"553","フィーズ","Graphics/Faces/mob_gakusya1_fc1","0","Graphics/Characters/Mobs02_cip","3","","菲兹"
"554","ナイチンゲール","Graphics/Faces/mob_nasu1_fc1","0","Graphics/Characters/Mobs01_cip","3","","南丁格尔"
"555","テレサ","Graphics/Faces/mob_murabito2_fc1","0","Graphics/Characters/Mobs02_cip","1","","特蕾莎"
"556","マリア","Graphics/Faces/mob_sister1_fc1","0","Graphics/Characters/Mobs01_cip","5","","玛利亚"
"557","ジャスカ","Graphics/Faces/justice_fc1","0","Graphics/Characters/Mobs01_cip","7","","贾斯卡"
"558","ナイア","Graphics/Faces/mob_uranai1_fc1","0","Graphics/Characters/Mobs02_cip","5","","奈亚"
"559","サラーン","Graphics/Faces/mob_assasin1_fc1","1","Graphics/Characters/Mobs01_cip","6","","萨拉恩"
"560","メロディ","Graphics/Faces/mob_odoriko1_fc1","0","Graphics/Characters/Mobs02_cip","4","","梅洛迪"
"561","ウィッチ","Graphics/Faces/mob_majyo1_fc1","0","Graphics/Characters/Mobs02_cip","2","","女巫"
"562","オーラン","Graphics/Faces/mob_bukiya1_fc1","0","Graphics/Characters/Mobs02_cip","6","","奥兰"
"563","ピラト","Graphics/Faces/People4","7","Graphics/Characters/People4","7","","皮拉托"
"564","ヨハネ","Graphics/Faces/Actor1","4","Graphics/Characters/Actor1","4","","约翰"
"565","サモン","Graphics/Faces/Actor3","6","Graphics/Characters/Actor3","6","","左门"
"566","スカトロ大尉","Graphics/Faces/sukatoro_fc1","0","Graphics/Characters/suka","0","","斯卡托罗大尉"
"567","パンツ先生","Graphics/Faces/pants_fc1","0","Graphics/Characters/zenra","0","","胖次老师"
"569","花京淫","Graphics/Faces/kakyouin_fc1","0","Graphics/Characters/Mobs05_cip","4","","花京淫"
"570","ジーナ","Graphics/Faces/mob_kensi_fc1","0","Graphics/Characters/Mobs05_cip","2","","吉娜"
"571","ミリオ","Graphics/Faces/mob_kaihei_fc1","0","Graphics/Characters/Mobs04_cip","3","","米莉奥"
"572","ララ","Graphics/Faces/mob_murabito3_fc1","0","Graphics/Characters/Mobs05_cip","0","","菈菈"
"573","ジュリア","Graphics/Faces/mob_sensi1_fc1","0","Graphics/Characters/Mobs04_cip","0","","朱莉娅"
"574","さつき","Graphics/Faces/mob_miko1_fc1","0","Graphics/Characters/Mobs04_cip","7","","皋月"
"575","弥生","Graphics/Faces/mob_samurai_fc1","0","Graphics/Characters/Mobs04_cip","1","","弥生"
"576","ルーファ","Graphics/Faces/mob_gakusya2_fc1","0","Graphics/Characters/Mobs03_cip","6","","鲁法"
"577","マジカルまりんちゃん","Graphics/Faces/mob_mahousyouzyo_fc1","0","Graphics/Characters/Mobs05_cip","3","","魔法少女玛琳酱"
"578","アウグスタ","Graphics/Faces/mob_heisi_fc1","0","Graphics/Characters/Mobs04_cip","6","","奥古斯塔"
"579","マグダ","Graphics/Faces/mob_sanzoku_fc1","0","Graphics/Characters/Mobs04_cip","4","","玛格达"
"580","アレリア","Graphics/Faces/mob_ozyou_fc1","0","Graphics/Characters/Mobs04_cip","5","","阿蕾莉亚"
"581","オフィリア","Graphics/Faces/mob_kizoku_fc1","1","Graphics/Characters/Mobs05_cip","1","","奥菲莉亚"
"582","オーロラ","Graphics/Faces/mob_douguya_fc1","0","Graphics/Characters/Mobs03_cip","7","","奥罗拉"
"583","アリアドネ","Graphics/Faces/mob_kaizoku1_fc1","0","Graphics/Characters/Mobs03_cip","5","","阿莉亚多涅"
"584","クレスタ","Graphics/Faces/mob_kaizoku2_fc1","0","Graphics/Characters/Mobs03_cip","4","","克莱斯特"
"585","グロリア","Graphics/Faces/mob_kaizoku3_fc1","1","Graphics/Characters/Mobs03_cip","3","","格洛丽亚"
"586","ショウキ","Graphics/Faces/mob_ninzya1_fc1","0","Graphics/Characters/Mobs04_cip","2","","钟馗"
"587","ルリ","Graphics/Faces/mob_elf2_fc1","0","Graphics/Characters/Mobs06_cip","0","","露莉"
"588","スイキ","Graphics/Faces/mob_ninzya2_fc1","0","Graphics/Characters/Mobs05_cip","6","","水鬼"
"589","フィフィ","Graphics/Faces/mob_murabito5_fc1","0","Graphics/Characters/Mobs07_cip","1","","菲菲"
"590","エメラ","Graphics/Faces/mob_maid2_fc1","0","Graphics/Characters/Mobs06_cip","2","","艾梅拉"
"591","マヤ","Graphics/Faces/mob_syuzin_fc1","0","Graphics/Characters/Mobs07_cip","5","","玛雅"
"592","メル","Graphics/Faces/mob_youzyo_fc1","0","Graphics/Characters/Mobs08_cip","0","","梅露"
"593","イヨ","Graphics/Faces/mob_elf3_fc1","0","Graphics/Characters/Mobs06_cip","1","","伊欧"
"594","ジーン","Graphics/Faces/mob_maid3_fc1","0","Graphics/Characters/Mobs06_cip","3","","吉恩"
"595","フウキ","Graphics/Faces/mob_ninzya3_fc1","0","Graphics/Characters/Mobs05_cip","7","","风鬼"
"596","マイン","Graphics/Faces/mob_maid4_fc1","0","Graphics/Characters/Mobs06_cip","4","","梅因"
"597","ナドカ","Graphics/Faces/mob_miko2_fc1","0","Graphics/Characters/Mobs06_cip","7","","娜多卡"
"598","コトハ","Graphics/Faces/mob_wahu1_fc1","0","Graphics/Characters/Mobs07_cip","6","","珂托哈"
"599","サンディ","Graphics/Faces/mob_rakunou1_fc1","0","Graphics/Characters/Mobs07_cip","2","","珊迪"
"600","オリビア","Graphics/Faces/mob_murabito4_fc1","0","Graphics/Characters/Mobs07_cip","0","","奥莉维亚"
