"技能ID","日文名称","日文所属","日文说明","可学习职业（日文，含等级）","可学习种族（日文，含等级）","HP消耗","MP消耗","SP消耗（内部TP）","中文名称","中文所属","中文说明","可学习职业（中文，含等级）","可学习种族（中文，含等级）","技能类型ID"
"4424","赤熱紅炎石","錬金術","","","","0","0","0","赤热红炎石","炼金术","","","","41"
"4425","凍結蒼氷石","錬金術","","","","0","0","0","冻结苍冰石","炼金术","","","","41"
"4426","電光黄雷石","錬金術","","","","0","0","0","电光黄雷石","炼金术","","","","41"
"4428","九つの月","未分类技能","","","","0","0","0","九个月","未分类技能","","","","0"
"4429","むぎゅむぎゅパイズリ","未分类技能","","","","0","0","0","咕啾咕啾乳交","未分类技能","","","","0"
"4430","締め上げる","未分类技能","","","","0","0","0","紧缩","未分类技能","","","","0"
"4431","いじる","未分类技能","","","","0","0","0","玩弄","未分类技能","","","","0"
"4432","ヘブンズバスト","未分类技能","","","","0","0","0","肉棒被用力地揉搓着","未分类技能","","","","0"
"4433","リボリボハウルン","未分类技能","","","","0","0","0","肉波肉波乳抚术","未分类技能","","","","0"
"4434","巨膣ねじこみ","未分类技能","","","","0","0","0","在胶囊内部被机械全身爱抚着","未分类技能","","","","0"
"4436","酒飲み羊","特技","対象：使用者　効果：攻撃力アップ・ランダム状態異常
飲めば飲むほど強くなる……？","","","0","0","0","酒鬼羊","特技","対象：使用者　効果：攻撃力アップ・ランダム状態異常
飲めば飲むほど強くなる……？","","","63"
"4437","クラッシュシザーズ","未分类技能","","","","0","0","0","的阴道内，","未分类技能","","","","0"
"4438","快楽泡地獄","海技","","","","0","0","2","粉碎剪刀","海技","","","","51"
"4440","ドレインフェラ","未分类技能","","","","0","0","0","快乐泡地狱","未分类技能","","","","0"
"4441","大天使の手淫","未分类技能","","","","0","0","0","大天使的手淫","未分类技能","","","","0"
"4442","大天使の口淫","未分类技能","","","","0","0","0","大天使的手淫","未分类技能","","","","0"
"4443","大天使の羽淫","未分类技能","","","","0","0","0","大天使的口交","未分类技能","","","","0"
"4444","大天使の乳淫","未分类技能","","","","0","0","0","大天使的羽淫","未分类技能","","","","0"
"4445","大天使の抱擁","未分类技能","","","","0","0","0","用胸部夹住肉棒，紧紧地压迫着","未分类技能","","","","0"
"4446","大天使の陵辱","拘束時専用技","","","","0","0","0","大天使的凌辱","拘束时专用技","","","","65"
"4447","大天使の陵辱","永久拘束時専用技","","","","0","0","0","大天使的凌辱","永久拘束时专用技","","","","66"
"4448","天使の足奴隷","未分类技能","","","","0","0","0","天使的足奴隶","未分类技能","","","","0"
"4449","聖臍結合","拘束時専用技","","","","0","0","0","圣脐结合","拘束时专用技","","","","65"
"4450","聖体回帰","永久拘束時専用技","","","","0","0","0","圣体回归","永久拘束时专用技","","","","66"
"4451","天使の卵","未分类技能","","","","0","0","0","天使的卵","未分类技能","","","","0"
"4452","天使の卵","拘束時専用技","","","","0","0","0","天使的卵","拘束时专用技","","","","65"
"4453","天使の卵","未分类技能","","","","0","0","0","天使的卵","未分类技能","","","","0"
"4454","バキュームユニット","未分类技能","","","","0","0","0","真空单元","未分类技能","","","","0"
"4455","バキュームユニット","未分类技能","","","","0","0","0","真空单元","未分类技能","","","","0"
"4456","ハンドジョブアーム","未分类技能","単体3回","","","0","0","0","手活手臂","未分类技能","单体3次","","","0"
"4457","ハンドジョブアーム","未分类技能","単体3回","","","0","0","0","手活手臂","未分类技能","单体3次","","","0"
"4458","マルチプルサックユニット","未分类技能","","","","0","0","0","多重榨精装置","未分类技能","","","","0"
"4459","マルチプルサックユニット","拘束時専用技","","","","0","0","0","多重榨精装置","拘束时专用技","","","","65"
"4460","摂食交尾","未分类技能","","","","0","0","0","摄食交配","未分类技能","","","","0"
"4461","摂食交尾","拘束時専用技","","","","0","0","0","摄食交配","拘束时专用技","","","","65"
"4462","摂食交尾","永久拘束時専用技","","","","0","0","0","摄食交配","永久拘束时专用技","","","","66"
"4463","強制拘束","未分类技能","","","","0","0","0","强制拘束","未分类技能","","","","0"
"4464","疑似性器LO-LI","拘束時専用技","","","","0","0","0","疑似性器LO-LI","拘束时专用技","","","","65"
"4465","疑似性器LO-LI","永久拘束時専用技","","","","0","0","0","疑似性器LO-LI","永久拘束时专用技","","","","66"
"4466","テミスローズ","未分类技能","","","","0","0","0","忒弥斯蔷薇","未分类技能","","","","0"
"4467","風魔手裏剣","未分类技能","","","","0","0","0","风魔手里剑","未分类技能","","","","0"
"4468","九つの月","未分类技能","","","","0","0","0","九个月","未分类技能","","","","0"
"4469","八つの月","未分类技能","","","","0","0","0","八个月","未分类技能","","","","0"
"4470","陶酔のプラント","未分类技能","","","","0","0","0","陶醉的植物","未分类技能","","","","0"
"4471","陶酔のプラント","拘束時専用技","","","","0","0","0","陶醉的植物","拘束时专用技","","","","65"
"4472","陶酔のプラント","未分类技能","","","","0","0","0","陶醉的植物","未分类技能","","","","0"
"4474","マルチプルハンドジョブ","未分类技能","ランダム4回","","","0","0","0","多重手淫","未分类技能","随机四次","","","0"
"4475","包丁投げ","未分类技能","","","","0","0","0","飞刀投掷","未分类技能","","","","0"
"4476","包丁乱舞","未分类技能","","","","0","0","0","飞刀乱舞","未分类技能","","","","0"
"4477","強火でじっくり","未分类技能","","","","0","0","0","大火慢炖","未分类技能","","","","0"
"4478","インプリズン","未分类技能","","","","0","0","0","监禁","未分类技能","","","","0"
"4479","インプリズン","拘束時専用技","","","","0","0","0","监禁","拘束时专用技","","","","65"
"4480","インプリズン","未分类技能","","","","0","0","0","监禁","未分类技能","","","","0"
"4482","失墜の玉座","未分类技能","","","","0","0","0","失落王座","未分类技能","","","","0"
"4483","失墜の玉座","拘束時専用技","","","","0","0","0","失落王座","拘束时专用技","","","","65"
"4484","失墜の玉座","未分类技能","","","","0","0","0","失落王座","未分类技能","","","","0"
"4486","時空間侵蝕","特技","","","","0","0","0","时空侵蚀","特技","","","","63"
"4487","毒ガードキル","特技","","","","0","0","0","毒盾击杀","特技","","","","63"
"4488","マインドガードキル","特技","","","","0","0","0","精神盾击杀","特技","","","","63"
"4601","苗床の抱擁","植物技","","","","0","0","4","苗床拥抱","植物技","","","","58"
"4603","しがみつき","未分类技能","","","","0","0","0","紧抱","未分类技能","","","","0"
"4604","むぎゅむぎゅパイズリ","拘束時専用技","","","","0","0","0","咕啾咕啾乳交","拘束时专用技","","","","65"
"4606","溶解手淫","未分类技能","","","","0","0","0","溶解手淫","未分类技能","","","","0"
"4607","溶解手淫","未分类技能","","","","0","0","0","溶解手淫","未分类技能","","","","0"
"4608","溶解口淫","未分类技能","","","","0","0","0","溶解口交","未分类技能","","","","0"
"4609","溶解口淫","未分类技能","","","","0","0","0","溶解口交","未分类技能","","","","0"
"4610","襖の巻き付き溶解","未分类技能","","","","0","0","0","袄的缠绕溶解","未分类技能","","","","0"
"4612","紅炎石","錬金術","","","","0","0","0","红炎石","炼金术","","","","41"
"4613","蒼氷石","錬金術","","","","0","0","0","苍冰石","炼金术","","","","41"
"4614","黄雷石","錬金術","","","","0","0","0","黄雷石","炼金术","","","","41"
"4620","しゅるしゅる愛撫","未分类技能","","","","0","0","0","滑溜溜的爱抚","未分类技能","","","","0"
"4621","しゅるしゅる拘束","未分类技能","","","","0","0","0","滑溜溜的拘束","未分类技能","","","","0"
"4622","しゅるしゅる全身愛撫","拘束時専用技","","","","0","0","0","滑溜溜的全身爱抚","拘束时专用技","","","","65"
"4623","ダゴンホールド","未分类技能","","","","0","0","0","达贡束缚","未分类技能","","","","0"
"4624","ぐちゅぐちゅ","拘束時専用技","","","","0","0","0","咕啾咕啾","拘束时专用技","","","","65"
"4627","ウミウシ蹂躙","拘束時専用技","","","","0","0","0","海蛞蝓蹂躏","拘束时专用技","","","","65"
"4628","うにゅうにゅ","拘束時専用技","","","","0","0","0","哧溜哧溜","拘束时专用技","","","","65"
"4629","カエル手コキ","未分类技能","","","","0","0","0","青蛙手淫","未分类技能","","","","0"
"4630","カエル手淫","未分类技能","","","","0","0","0","青蛙手淫","未分类技能","","","","0"
"4631","カエル足コキ","未分类技能","","","","0","0","0","青蛙足淫","未分类技能","","","","0"
"4632","カエルパイズリ","未分类技能","","","","0","0","0","青蛙乳交","未分类技能","","","","0"
"4633","全身ベロベロ攻撃","未分类技能","","","","0","0","0","全身舔舐攻击","未分类技能","","","","0"
"4634","股間ベロベロ攻撃","未分类技能","","","","0","0","0","胯下舔舐攻击","未分类技能","","","","0"
"4636","じゅぶじゅぶ","拘束時専用技","","","","0","0","0","咕啾咕啾","拘束时专用技","","","","65"
"4638","逆馬乗り","未分类技能","","","","0","0","0","逆骑乘","未分类技能","","","","0"
"4639","ケンタウロスレイプ","拘束時専用技","","","","0","0","0","马人强奸","拘束时专用技","","","","65"
"4640","ケンタウロスレイプ","永久拘束時専用技","","","","0","0","0","马人强奸","永久拘束时专用技","","","","66"
"4641","ツタ拘束","未分类技能","","","","0","0","0","藤蔓拘束","未分类技能","","","","0"
"4642","淫花吸精","拘束時専用技","","","","0","0","0","淫花吸精","拘束时专用技","","","","65"
"4643","粘糸蹂躙","拘束時専用技","","","","0","0","0","粘液蹂躏","拘束时专用技","","","","65"
"4645","箱入り娘の手コキ","未分类技能","","","","0","0","0","箱中娘的手淫","未分类技能","","","","0"
"4646","箱入り娘のフェラ","未分类技能","","","","0","0","0","箱中娘的口交","未分类技能","","","","0"
"4648","堕技手淫","未分类技能","","","","0","0","0","堕技手淫","未分类技能","","","","0"
"4649","堕技胸淫","未分类技能","","","","0","0","0","堕技胸淫","未分类技能","","","","0"
"4650","堕技髪淫","未分类技能","","","","0","0","0","堕技发淫","未分类技能","","","","0"
"4651","堕技口淫","未分类技能","","","","0","0","0","堕技口淫","未分类技能","","","","0"
"4652","ヘアバインド","未分类技能","","","","0","0","0","发缚","未分类技能","","","","0"
"4653","淫髪吸精","拘束時専用技","","","","0","0","0","淫发吸精","拘束时专用技","","","","65"
"4654","口淫吸精","未分类技能","","","","0","0","0","口淫吸精","未分类技能","","","","0"
"4656","シェイクジョブ","未分类技能","","","","0","0","0","摇摆工作","未分类技能","","","","0"
"4657","複乳パイズリ","未分类技能","","","","0","0","0","多重乳交","未分类技能","","","","0"
"4658","トリプルフェラ","未分类技能","","","","0","0","0","三重口交","未分类技能","","","","0"
"4659","のしかかり","未分类技能","","","","0","0","0","压制","未分类技能","","","","0"
"4660","魔犬の姦淫","拘束時専用技","","","","0","0","0","魔犬的奸淫","拘束时专用技","","","","65"
"4661","魔犬の姦淫","永久拘束時専用技","","","","0","0","0","魔犬的奸淫","永久拘束时专用技","","","","66"
"4662","ワイルドシェイク","永久拘束時専用技","","","","0","0","0","狂野摇摆","永久拘束时专用技","","","","66"
"4666","濡れ濡れロール","未分类技能","","","","0","0","0","湿漉漉滚动","未分类技能","","","","0"
"4667","濡れ尻尾愛撫","未分类技能","","","","0","0","0","湿尾爱抚","未分类技能","","","","0"
"4668","濡れ尻尾愛撫","未分类技能","","","","0","0","0","湿尾爱抚","未分类技能","","","","0"
"4669","濡れ濡れロール","未分类技能","","","","0","0","0","湿漉漉滚动","未分类技能","","","","0"
"4671","熟女即抜き手コキ","未分类技能","","","","0","0","0","熟女即拔手淫","未分类技能","","","","0"
"4672","熟女じゅるじゅるフェラ","未分类技能","","","","0","0","0","熟女咕噜咕噜口交","未分类技能","","","","0"
"4673","熟女悩殺パイズリ","未分类技能","","","","0","0","0","熟女诱惑乳交","未分类技能","","","","0"
"4674","熟女の淫らな腰振り","永久拘束時専用技","","","","0","0","0","熟女的淫荡腰动","永久拘束时专用技","","","","66"
"4678","踏みにじり足コキ","未分类技能","","","","0","0","0","践踏足淫","未分类技能","","","","0"
"4683","掴む","未分类技能","","","","0","0","0","抓住","未分类技能","","","","0"
"4684","握る","拘束時専用技","","","","0","0","0","握紧","拘束时专用技","","","","65"
"4685","いじる","拘束時専用技","","","","0","0","0","玩弄","拘束时专用技","","","","65"
"4691","男殺しの魔蜘蛛","未分类技能","","","","0","0","0","男杀魔蛛","未分类技能","","","","0"
"4692","手誘・魔蜘蛛","未分类技能","","","","0","0","0","手诱・魔蜘蛛","未分类技能","","","","0"
"4693","種涸れの圧胸","未分类技能","","","","0","0","0","榨干种子的乳交","未分类技能","","","","0"
"4694","男嫐りの夜蛇","未分类技能","","","","0","0","0","男人燃烧的夜蛇","未分类技能","","","","0"
"4695","踏根・足擦り","未分类技能","","","","0","0","0","踏根・足擦り","未分类技能","","","","0"
"4696","寝技","未分类技能","","","","0","0","0","寝技","未分类技能","","","","0"
"4697","絶技・筒涸らし","拘束時専用技","","","","0","0","0","绝技・筒涸","拘束时专用技","","","","65"
"4698","絶技・筒涸らし","永久拘束時専用技","","","","0","0","0","绝技・筒涸","永久拘束时专用技","","","","66"
"4701","窒息乳固め","拘束時専用技","","","","0","0","0","窒息乳固","拘束时专用技","","","","65"
"4702","流髪","未分类技能","","","","0","0","0","流髪","未分类技能","","","","0"
"4703","流髪","未分类技能","","","","0","0","0","流髪","未分类技能","","","","0"
"4704","氷の手撫","未分类技能","","","","0","0","0","冰之手扶","未分类技能","","","","0"
"4705","氷の手撫","未分类技能","","","","0","0","0","冰之手扶","未分类技能","","","","0"
"4706","冷華口淫","未分类技能","","","","0","0","0","冷華口淫","未分类技能","","","","0"
"4708","雪女の抱擁","未分类技能","","","","0","0","0","雪女的拥抱","未分类技能","","","","0"
"4709","雪女の抱擁","未分类技能","","","","0","0","0","雪女的拥抱","未分类技能","","","","0"
"4710","吸温抱擁","拘束時専用技","","","","0","0","0","吸温拥抱","拘束时专用技","","","","65"
"4714","ふさふさ尻尾コキ","未分类技能","","","","0","0","0","蓬松尾巴抽插","未分类技能","","","","0"
"4715","ぷにぷに肉球手コキ","未分类技能","","","","0","0","0","软软肉球手淫","未分类技能","","","","0"
"4716","むにゅむにゅパイズリ","未分类技能","","","","0","0","0","软绵绵乳交","未分类技能","","","","0"
"4717","ざらざら猫舌フェラ","未分类技能","","","","0","0","0","粗糙猫舌口交","未分类技能","","","","0"
"4718","ざらざら猫舌なめ","未分类技能","","","","0","0","0","粗糙猫舌舔舐","未分类技能","","","","0"
"4719","子作りえっち","拘束時専用技","","","","0","0","0","孕育之欢","拘束时专用技","","","","65"
"4720","子作りえっち","永久拘束時専用技","","","","0","0","0","孕育之欢","永久拘束时专用技","","","","66"
"4722","あかなめ絡み扱き","未分类技能","","","","0","0","0","垢舐鬼缠绕抽动","未分类技能","","","","0"
"4723","あかなめ覆い締め","未分类技能","","","","0","0","0","垢舐鬼紧缚","未分类技能","","","","0"
"4724","あかなめ巻きしゃぶり","未分类技能","","","","0","0","0","垢舐鬼卷舔","未分类技能","","","","0"
"4725","あかなめ乳首這い","未分类技能","","","","0","0","0","垢舐鬼乳头舔舐","未分类技能","","","","0"
"4726","あかなめ乳首這い","未分类技能","","","","0","0","0","垢舐鬼乳头舔舐","未分类技能","","","","0"
"4727","あかなめ全身舐め","未分类技能","","","","0","0","0","垢舐鬼全身舔舐","未分类技能","","","","0"
"4728","あかなめベロベロキッス","未分类技能","","","","0","0","0","垢舐鬼舌舔吻","未分类技能","","","","0"
"4729","あかなめ舌園","未分类技能","","","","0","0","0","垢舐鬼舌园","未分类技能","","","","0"
"4730","あかなめ舌園","未分类技能","","","","0","0","0","垢舐鬼舌园","未分类技能","","","","0"
"4731","あかなめ舌園","拘束時専用技","","","","0","0","0","垢舐鬼舌园","拘束时专用技","","","","65"
"4732","あかなめ舌地獄","拘束時専用技","","","","0","0","0","垢舐鬼舌地狱","拘束时专用技","","","","65"
"4736","猛烈アナル責め","未分类技能","","","","0","0","0","猛烈肛门责罚","未分类技能","","","","0"
"4737","尻子玉抜き","未分类技能","","","","0","0","0","拔出尻子玉","未分类技能","","","","0"
"4739","稚児搾り","未分类技能","","","","0","0","0","榨取稚儿","未分类技能","","","","0"
"4740","魔羅ねぶり","未分类技能","","","","0","0","0","魔罗舔舐","未分类技能","","","","0"
"4741","包み乳楽","未分类技能","","","","0","0","0","包乳乐","未分类技能","","","","0"
"4742","大蛇締め","未分类技能","","","","0","0","0","大蛇绞杀","未分类技能","","","","0"
"4743","白蛇の拘束","未分类技能","","","","0","0","0","白蛇的拘束","未分类技能","","","","0"
"4744","大蛇締め","拘束時専用技","","","","0","0","0","大蛇绞杀","拘束时专用技","","","","65"
"4745","白蛇神楽","拘束時専用技","","","","0","0","0","白蛇神乐","拘束时专用技","","","","65"
"4746","蛇夜伽","拘束時専用技","","","","0","0","0","蛇夜伽","拘束时专用技","","","","65"
"4747","蛇夜伽","永久拘束時専用技","","","","0","0","0","蛇夜伽","永久拘束时专用技","","","","66"
"4749","十指手淫","未分类技能","","","","0","0","0","十指手淫","未分类技能","","","","0"
"4750","十指手淫","未分类技能","","","","0","0","0","十指手淫","未分类技能","","","","0"
"4751","蛇舌口淫","未分类技能","","","","0","0","0","蛇舌口交","未分类技能","","","","0"
"4752","豊穣胸淫","未分类技能","","","","0","0","0","丰饶胸淫","未分类技能","","","","0"
"4753","巫鈴尾淫","未分类技能","","","","0","0","0","巫铃尾淫","未分类技能","","","","0"
"4754","九十巻舌姦","未分类技能","","","","0","0","0","九十卷舌奸","未分类技能","","","","0"
"4755","九十巻舌姦","未分类技能","","","","0","0","0","九十卷舌奸","未分类技能","","","","0"
"4756","九十巻舌姦","拘束時専用技","","","","0","0","0","九十卷舌奸","拘束时专用技","","","","65"
"4759","手淫妓技","未分类技能","","","","0","0","0","手淫妓技","未分类技能","","","","0"
"4760","嫐り尺八","未分类技能","","","","0","0","0","嫐り尺八","未分类技能","","","","0"
"4761","乳の花郭","未分类技能","","","","0","0","0","乳之花郭","未分类技能","","","","0"
"4762","淫ら髪撫","未分类技能","","","","0","0","0","淫乱发抚","未分类技能","","","","0"
"4763","淫ら髪撫","未分类技能","","","","0","0","0","淫乱发抚","未分类技能","","","","0"
"4764","蕩髪絶技","未分类技能","","","","0","0","0","荡发绝技","未分类技能","","","","0"
"4765","髪拘束","未分类技能","","","","0","0","0","发拘束","未分类技能","","","","0"
"4766","乱れ太夫","拘束時専用技","","","","0","0","0","乱太夫","拘束时专用技","","","","65"
"4767","乱れ太夫","永久拘束時専用技","","","","0","0","0","乱太夫","永久拘束时专用技","","","","66"
"4769","せるか・すなめ","未分类技能","","","","0","0","0","舌舞・蛇目","未分类技能","","","","0"
"4770","せるか・すなめ","未分类技能","","","","0","0","0","舌舞・蛇目","未分类技能","","","","0"
"4771","やまた・しろろひ","未分类技能","","","","0","0","0","邪马台・白露","未分类技能","","","","0"
"4772","やまた・しろろひ","未分类技能","","","","0","0","0","邪马台・白露","未分类技能","","","","0"
"4773","やつり・ややかせ","未分类技能","","","","0","0","0","吊・夜夜濑","未分类技能","","","","0"
"4774","とまら・すめらめ","拘束時専用技","","","","0","0","0","止・皇女","拘束时专用技","","","","65"
"4784","マンティスフェラ","未分类技能","","","","0","0","0","螳螂口交","未分类技能","","","","0"
"4785","マンティスパイズリ","未分类技能","","","","0","0","0","螳螂乳交","未分类技能","","","","0"
"4786","抱え込み","未分类技能","","","","0","0","0","抱住","未分类技能","","","","0"
"4787","マンティスレイプ","拘束時専用技","","","","0","0","0","螳螂强奸","拘束时专用技","","","","65"
"4788","マンティスレイプ","永久拘束時専用技","","","","0","0","0","螳螂强奸","永久拘束时专用技","","","","66"
"4790","シルキィフェラ","未分类技能","","","","0","0","0","丝滑口交","未分类技能","","","","0"
"4791","シルキィバスト","未分类技能","","","","0","0","0","丝滑胸部","未分类技能","","","","0"
"4792","シルキィプレジャー","未分类技能","","","","0","0","0","丝滑娱乐","未分类技能","","","","0"
"4794","吸精の繭","未分类技能","","","","0","0","0","吸精的茧","未分类技能","","","","0"
"4795","吸精の繭","拘束時専用技","","","","0","0","0","吸精的茧","拘束时专用技","","","","65"
"4797","アルム・パイズリ","未分类技能","","","","0","0","0","阿尔姆乳交","未分类技能","","","","0"
"4798","アルム・フェラ","未分类技能","","","","0","0","0","阿尔姆口交","未分类技能","","","","0"
"4799","花淫","未分类技能","","","","0","0","0","花淫","未分类技能","","","","0"
"4800","花淫","未分类技能","","","","0","0","0","花淫","未分类技能","","","","0"
"4801","魔花抱擁","未分类技能","","","","0","0","0","魔花拥抱","未分类技能","","","","0"
"4802","ルーティー・カレス","未分类技能","","","","0","0","0","露蒂・卡莱斯","未分类技能","","","","0"
"4803","ルーティー・カレス","未分类技能","","","","0","0","0","露蒂・卡莱斯","未分类技能","","","","0"
"4804","ルーティー・ホールド","未分类技能","","","","0","0","0","露蒂的束缚","未分类技能","","","","0"
"4805","ルーティー・ホールド","未分类技能","","","","0","0","0","露蒂的束缚","未分类技能","","","","0"
"4806","ルーティー・ドロウ","拘束時専用技","","","","0","0","0","露蒂的抽取","拘束时专用技","","","","65"
"4808","プラントサック","未分类技能","","","","0","0","0","植物吞噬","未分类技能","","","","0"
"4809","プラントサック","未分类技能","","","","0","0","0","植物吞噬","未分类技能","","","","0"
"4810","プラントボア","未分类技能","","","","0","0","0","植物吞噬","未分类技能","","","","0"
"4811","ツタ巻き付き","未分类技能","","","","0","0","0","藤蔓缠绕","未分类技能","","","","0"
"4812","ハンドスゥイート","未分类技能","","","","0","0","0","手之甜蜜","未分类技能","","","","0"
"4813","菌糸スカート","未分类技能","","","","0","0","0","菌丝裙","未分类技能","","","","0"
"4814","苗床の抱擁","未分类技能","","","","0","0","0","苗床拥抱","未分类技能","","","","0"
"4815","苗床の抱擁","未分类技能","","","","0","0","0","苗床拥抱","未分类技能","","","","0"
"4816","苗床の抱擁","拘束時専用技","","","","0","0","0","苗床拥抱","拘束时专用技","","","","65"
"4817","魔花の足嫐り","未分类技能","","","","0","0","0","魔花的践踏","未分类技能","","","","0"
"4818","魔花の素股","未分类技能","","","","0","0","0","魔花的素股","未分类技能","","","","0"
"4819","魔花の搾檻","未分类技能","","","","0","0","0","魔花榨槛","未分类技能","","","","0"
"4820","魔花の搾檻","未分类技能","","","","0","0","0","魔花榨槛","未分类技能","","","","0"
"4821","魔花の搾檻","拘束時専用技","","","","0","0","0","魔花榨槛","拘束时专用技","","","","65"
"4823","ネバネバ腺毛","未分类技能","","","","0","0","0","黏黏的腺毛","未分类技能","","","","0"
"4824","ネバネバ腺毛","未分类技能","","","","0","0","0","黏黏的腺毛","未分类技能","","","","0"
"4825","股間繊毛責め","未分类技能","","","","0","0","0","股间纤毛责","未分类技能","","","","0"
"4826","股間繊毛責め","未分类技能","","","","0","0","0","股间纤毛责","未分类技能","","","","0"
"4827","ビーナストラップ","未分类技能","","","","0","0","0","维纳斯陷阱","未分类技能","","","","0"
"4828","ビーナストラップ","未分类技能","","","","0","0","0","维纳斯陷阱","未分类技能","","","","0"
"4829","メルトフィリア","拘束時専用技","","","","0","0","0","梅尔托菲利亚","拘束时专用技","","","","65"
"4830","カレス・イビー","未分类技能","","","","0","0","0","卡雷斯・伊比","未分类技能","","","","0"
"4831","カレス・イビー","未分类技能","","","","0","0","0","卡雷斯・伊比","未分类技能","","","","0"
"4832","ミニ・ウツボカズラ","未分类技能","","","","0","0","0","迷你・猪笼草","未分类技能","","","","0"
"4833","陶酔のウツボカズラ","未分类技能","","","","0","0","0","陶醉的猪笼草","未分类技能","","","","0"
"4834","ケプト・イビー","未分类技能","","","","0","0","0","凯普特・伊比","未分类技能","","","","0"
"4835","陶酔のウツボカズラ","拘束時専用技","","","","0","0","0","陶醉的猪笼草","拘束时专用技","","","","65"
"4836","陶酔のウツボカズラ","永久拘束時専用技","","","","0","0","0","陶醉的猪笼草","永久拘束时专用技","","","","66"
"4837","ビーナスベンド","未分类技能","","","","0","0","0","维纳斯弯曲","未分类技能","","","","0"
"4838","ビーナスベンド","未分类技能","","","","0","0","0","维纳斯弯曲","未分类技能","","","","0"
"4839","ビーナストラップ","未分类技能","","","","0","0","0","维纳斯陷阱","未分类技能","","","","0"
"4840","ビーナストラップ","未分类技能","","","","0","0","0","维纳斯陷阱","未分类技能","","","","0"
"4841","メルトフィリア","拘束時専用技","","","","0","0","0","梅尔托菲利亚","拘束时专用技","","","","65"
"4843","プリエステス・ヘア","未分类技能","","","","0","0","0","普莉艾丝缇丝・头发","未分类技能","","","","0"
"4844","プリエステス・ヘア","未分类技能","","","","0","0","0","普莉艾丝缇丝・头发","未分类技能","","","","0"
"4845","プリエステス・フット","未分类技能","","","","0","0","0","普莉艾丝缇丝・脚","未分类技能","","","","0"
"4846","プリエステス・バスト","未分类技能","","","","0","0","0","普莉艾丝缇丝・胸部","未分类技能","","","","0"
"4847","プリエステス・フェラ","未分类技能","","","","0","0","0","普莉艾丝缇丝・口交","未分类技能","","","","0"
"4848","女皇の吸精","未分类技能","","","","0","0","0","女皇的吸精","未分类技能","","","","0"
"4849","ツタ拘束","未分类技能","","","","0","0","0","藤蔓拘束","未分类技能","","","","0"
"4850","女皇の吸精","拘束時専用技","","","","0","0","0","女皇的吸精","拘束时专用技","","","","65"
"4852","バグフェラ","未分类技能","","","","0","0","0","虫口交","未分类技能","","","","0"
"4853","バグパイズリ","未分类技能","","","","0","0","0","虫乳交","未分类技能","","","","0"
"4854","モスキートドレイン","未分类技能","","","","0","0","0","蚊子吸血","未分类技能","","","","0"
"4855","多腕手コキ","未分类技能","","","","0","0","0","多臂手淫","未分类技能","","","","0"
"4856","蜜吸いフェラ","未分类技能","","","","0","0","0","蜜吸吮口交","未分类技能","","","","0"
"4857","蜜たっぷりパイズリ","未分类技能","","","","0","0","0","蜜汁满满乳交","未分类技能","","","","0"
"4858","蜂の一刺し","未分类技能","","","","0","0","0","蜂刺一击","未分类技能","","","","0"
"4866","アンシェントレイプ","拘束時専用技","","","","0","0","0","古代强奸","拘束时专用技","","","","65"
"4867","アンシェントレイプ","永久拘束時専用技","","","","0","0","0","古代强奸","永久拘束时专用技","","","","66"
"4870","ジェリープレス","未分类技能","","","","0","0","0","果冻压迫","未分类技能","","","","0"
"4871","ジェリードロウ","未分类技能","","","","0","0","0","果冻涂抹","未分类技能","","","","0"
"4872","ジェリードロウ","未分类技能","","","","0","0","0","果冻涂抹","未分类技能","","","","0"
"4873","ジェリーヘブン","未分类技能","","","","0","0","0","果冻天堂","未分类技能","","","","0"
"4874","ジェリーヘブン","未分类技能","","","","0","0","0","果冻天堂","未分类技能","","","","0"
"4875","ジェリーヘブン","拘束時専用技","","","","0","0","0","果冻天堂","拘束时专用技","","","","65"
"4876","ブロブスプレッド","未分类技能","","","","0","0","0","粘液扩散","未分类技能","","","","0"
"4877","ブロブドロウ","未分类技能","","","","0","0","0","粘液涂抹","未分类技能","","","","0"
"4878","ブロブドロウ","未分类技能","","","","0","0","0","粘液涂抹","未分类技能","","","","0"
"4879","ブロブヘブン","未分类技能","","","","0","0","0","粘液涂抹（女）","未分类技能","","","","0"
"4880","ブロブヘブン","未分类技能","","","","0","0","0","粘液涂抹（女）","未分类技能","","","","0"
"4881","ブロブヘブン","拘束時専用技","","","","0","0","0","粘液涂抹（女）","拘束时专用技","","","","65"
"4882","グリーンスプレッド","未分类技能","","","","0","0","0","绿色涂抹","未分类技能","","","","0"
"4883","グリーンドロウ","未分类技能","","","","0","0","0","的粘液","未分类技能","","","","0"
"4884","グリーンドロウ","未分类技能","","","","0","0","0","的粘液","未分类技能","","","","0"
"4885","緑の浸食","未分类技能","","","","0","0","0","的肉棒","未分类技能","","","","0"
"4886","グリーンエクスタシー","拘束時専用技","","","","0","0","0","史莱姆黏糊糊地蠕动，带来快乐刺激","拘束时专用技","","","","65"
"4887","レッドゲイル","未分类技能","","","","0","0","0","粘液增多，包裹到腰部","未分类技能","","","","0"
"4888","レッドドロウ","未分类技能","","","","0","0","0","红色涂抹","未分类技能","","","","0"
"4889","レッドドロウ","未分类技能","","","","0","0","0","红色涂抹","未分类技能","","","","0"
