"大分类","技能类型ID","技能类型名称","技能类型中文名称","技能ID","技能名称","技能中文名称"
"能力","5","特殊アビリティ","特殊能力","8466","ロッドマスタリー","法杖精通"
"能力","5","特殊アビリティ","特殊能力","8467","ロッドハイマスタリー","法杖高级精通"
"能力","5","特殊アビリティ","特殊能力","8468","弓矢マスタリー","弓箭精通"
"能力","5","特殊アビリティ","特殊能力","8469","弓矢ハイマスタリー","弓箭高级精通"
"能力","5","特殊アビリティ","特殊能力","8470","鞭マスタリー","鞭子精通"
"能力","5","特殊アビリティ","特殊能力","8471","鞭ハイマスタリー","鞭子高级精通"
"能力","5","特殊アビリティ","特殊能力","8472","竪琴マスタリー","竖琴精通"
"能力","5","特殊アビリティ","特殊能力","8473","竪琴ハイマスタリー","竖琴高级精通"
"能力","5","特殊アビリティ","特殊能力","8474","ブーメランマスタリー","回旋镖精通"
"能力","5","特殊アビリティ","特殊能力","8475","ブーメランハイマスタリー","回旋镖高级精通"
"能力","5","特殊アビリティ","特殊能力","8476","鉄球マスタリー","铁球精通"
"能力","5","特殊アビリティ","特殊能力","8477","鉄球ハイマスタリー","铁球高级精通"
"能力","5","特殊アビリティ","特殊能力","8478","扇マスタリー","扇精通"
"能力","5","特殊アビリティ","特殊能力","8479","扇ハイマスタリー","扇高级精通"
"能力","5","特殊アビリティ","特殊能力","8480","包丁マスタリー","菜刀精通"
"能力","5","特殊アビリティ","特殊能力","8481","包丁ハイマスタリー","菜刀高级精通"
"能力","5","特殊アビリティ","特殊能力","8482","そろばんマスタリー","算盘精通"
"能力","5","特殊アビリティ","特殊能力","8483","そろばんハイマスタリー","算盘高级精通"
"能力","5","特殊アビリティ","特殊能力","8484","メスマスタリー","手术刀精通"
"能力","5","特殊アビリティ","特殊能力","8485","メスハイマスタリー","手术刀高级精通"
"能力","5","特殊アビリティ","特殊能力","8486","カードマスタリー","卡牌精通"
"能力","5","特殊アビリティ","特殊能力","8487","カードハイマスタリー","卡牌高级精通"
"能力","5","特殊アビリティ","特殊能力","8488","皿マスタリー","盘精通"
"能力","5","特殊アビリティ","特殊能力","8489","皿ハイマスタリー","盘高级精通"
"能力","5","特殊アビリティ","特殊能力","8490","魔導書マスタリー","魔导书精通"
"能力","5","特殊アビリティ","特殊能力","8491","魔導書ハイマスタリー","魔导书高级精通"
"能力","5","特殊アビリティ","特殊能力","8492","銃マスタリー","铳精通"
"能力","5","特殊アビリティ","特殊能力","8493","銃ハイマスタリー","铳高级精通"
"能力","5","特殊アビリティ","特殊能力","8494","淫具マスタリー","淫具精通"
"能力","5","特殊アビリティ","特殊能力","8495","淫具ハイマスタリー","淫具高级精通"
"能力","5","特殊アビリティ","特殊能力","8496","服マスタリー","服装精通"
"能力","5","特殊アビリティ","特殊能力","8497","服ハイマスタリー","服装高级精通"
"能力","5","特殊アビリティ","特殊能力","8498","鎧マスタリー","铠精通"
"能力","5","特殊アビリティ","特殊能力","8499","鎧ハイマスタリー","铠高级精通"
"能力","5","特殊アビリティ","特殊能力","8500","ローブマスタリー","长袍精通"
"能力","5","特殊アビリティ","特殊能力","8501","ローブハイマスタリー","长袍高级精通"
"能力","5","特殊アビリティ","特殊能力","8502","ドレスマスタリー","礼服精通"
"能力","5","特殊アビリティ","特殊能力","8503","ドレスハイマスタリー","礼服高级精通"
"能力","5","特殊アビリティ","特殊能力","8504","兜マスタリー","盔精通"
"能力","5","特殊アビリティ","特殊能力","8505","兜ハイマスタリー","盔高级精通"
"能力","5","特殊アビリティ","特殊能力","8506","帽子マスタリー","帽子精通"
"能力","5","特殊アビリティ","特殊能力","8507","帽子ハイマスタリー","帽子高级精通"
"能力","5","特殊アビリティ","特殊能力","8508","盾マスタリー","盾精通"
"能力","5","特殊アビリティ","特殊能力","8509","盾ハイマスタリー","盾高级精通"
"能力","5","特殊アビリティ","特殊能力","8510","混沌マスタリー","混沌精通"
"能力","5","特殊アビリティ","特殊能力","8511","混沌ハイマスタリー","混沌高级精通"
"能力","5","特殊アビリティ","特殊能力","8512","剣士の備え","剑士的准备"
"能力","5","特殊アビリティ","特殊能力","8513","騎士の備え","骑士的准备"
"能力","5","特殊アビリティ","特殊能力","8514","重戦士の備え","重战士的准备"
"能力","5","特殊アビリティ","特殊能力","8515","武道家の備え","武道家的准备"
"能力","5","特殊アビリティ","特殊能力","8516","魔導師の備え","魔导师的准备"
"能力","5","特殊アビリティ","特殊能力","8517","狩人の備え","猎人的准备"
"能力","5","特殊アビリティ","特殊能力","8518","レンジャーの備え","游侠的准备"
"能力","5","特殊アビリティ","特殊能力","8519","海賊の備え","海贼的准备"
"能力","5","特殊アビリティ","特殊能力","8520","ヒーローの備え","英雄的准备"
"能力","5","特殊アビリティ","特殊能力","8521","アイドルの備え","偶像的准备"
"能力","5","特殊アビリティ","特殊能力","8522","魔芸師の備え","魔艺师的准备"
"能力","5","特殊アビリティ","特殊能力","8523","職人の備え","工匠的准备"
"能力","5","特殊アビリティ","特殊能力","8524","王の備え","王的准备"
"能力","5","特殊アビリティ","特殊能力","8525","勇者の備え","勇者的准备"
"能力","5","特殊アビリティ","特殊能力","8526","妖怪の備え","妖怪的准备"
"能力","5","特殊アビリティ","特殊能力","8527","淫魔の備え","淫魔的准备"
"能力","5","特殊アビリティ","特殊能力","8528","人魚の備え","人鱼的准备"
"能力","5","特殊アビリティ","特殊能力","8529","エルフの備え","精灵的准备"
"能力","5","特殊アビリティ","特殊能力","8530","妖精の備え","妖精的准备"
"能力","5","特殊アビリティ","特殊能力","8531","粘魔の備え","粘魔的准备"
"能力","5","特殊アビリティ","特殊能力","8532","魔獣の備え","魔兽的准备"
"能力","5","特殊アビリティ","特殊能力","8533","妖狐の備え","妖狐的准备"
"能力","5","特殊アビリティ","特殊能力","8534","ラミアの備え","拉米亚的准备"
"能力","5","特殊アビリティ","特殊能力","8535","スキュラの備え","斯库拉的准备"
"能力","5","特殊アビリティ","特殊能力","8536","ハーピーの備え","哈比的准备"
"能力","5","特殊アビリティ","特殊能力","8537","竜の備え","龙的准备"
"能力","5","特殊アビリティ","特殊能力","8538","虫の備え","虫的准备"
"能力","5","特殊アビリティ","特殊能力","8539","植物の備え","植物的准备"
"能力","5","特殊アビリティ","特殊能力","8540","ゾンビの備え","僵尸的准备"
"能力","5","特殊アビリティ","特殊能力","8541","幽霊の備え","幽灵的准备"
"能力","5","特殊アビリティ","特殊能力","8542","人形の備え","人偶的准备"
"能力","5","特殊アビリティ","特殊能力","8543","天使の備え","天使的准备"
"能力","5","特殊アビリティ","特殊能力","8544","全職の備え","全职业的准备"
"能力","5","特殊アビリティ","特殊能力","8545","魔王獣","魔王兽"
"能力","5","特殊アビリティ","特殊能力","8546","鬼神王",""
"能力","5","特殊アビリティ","特殊能力","8547","阿修羅王","阿修罗王"
"能力","5","特殊アビリティ","特殊能力","8548","クノイチドラキュリーナ","女忍德古莉娜"
"能力","5","特殊アビリティ","特殊能力","8549","アークドラキュリーナ","大魔导士德古莉娜"
"能力","5","特殊アビリティ","特殊能力","8550","伝説の海賊人魚","传说中的海贼人鱼"
"能力","5","特殊アビリティ","特殊能力","8551","アルフの剣士","亚尔夫剑士"
"能力","5","特殊アビリティ","特殊能力","8552","コスモノーム","诺姆之子"
"能力","5","特殊アビリティ","特殊能力","8553","猫又王",""
"能力","5","特殊アビリティ","特殊能力","8554","人馬王","人马王"
"能力","5","特殊アビリティ","特殊能力","8555","牛魔王",""
"能力","5","特殊アビリティ","特殊能力","8556","零尾獣","零尾兽"
"能力","5","特殊アビリティ","特殊能力","8557","無限聖蛇","无限圣蛇"
"能力","5","特殊アビリティ","特殊能力","8558","神蜘蛛",""
"能力","5","特殊アビリティ","特殊能力","8559","カオスマミー","混沌木乃伊"
"能力","5","特殊アビリティ","特殊能力","8560","カオスドクター","混沌医生"
"能力","5","特殊アビリティ","特殊能力","8561","エターニティミミック","永恒宝箱怪"
"能力","5","特殊アビリティ","特殊能力","8562","究極至高ゴーレム","究极至高魔像"
"能力","5","特殊アビリティ","特殊能力","8563","バスター特化兵装","破坏者特化装备"
"能力","5","特殊アビリティ","特殊能力","8564","アサルト特化兵装","突击特化装备"
"能力","5","特殊アビリティ","特殊能力","8565","戦技APコンバーターA","战技AP转换器A"
"能力","5","特殊アビリティ","特殊能力","8566","戦技APコンバーターB","战技AP转换器B"
"能力","5","特殊アビリティ","特殊能力","8567","戦技APコンバーターC","战技AP转换器C"
"能力","5","特殊アビリティ","特殊能力","8568","戦技APコンバーターD","战技AP转换器D"
"能力","5","特殊アビリティ","特殊能力","8569","戦技APコンバーターE","战技AP转换器E"
"能力","5","特殊アビリティ","特殊能力","8570","職技APコンバーターA","职技AP转换器A"
"能力","5","特殊アビリティ","特殊能力","8571","職技APコンバーターB","职技AP转换器B"
"能力","5","特殊アビリティ","特殊能力","8572","職技APコンバーターC","职技AP转换器C"
"能力","5","特殊アビリティ","特殊能力","8573","職技APコンバーターD","职技AP转换器D"
"能力","5","特殊アビリティ","特殊能力","8574","職技APコンバーターE","职技AP转换器E"
"能力","5","特殊アビリティ","特殊能力","8575","魔法APコンバーターA","魔法AP转换器A"
"能力","5","特殊アビリティ","特殊能力","8576","魔法APコンバーターB","魔法AP转换器B"
"能力","5","特殊アビリティ","特殊能力","8577","魔法APコンバーターC","魔法AP转换器C"
"能力","5","特殊アビリティ","特殊能力","8578","魔法APコンバーターD","魔法AP转换器D"
"能力","5","特殊アビリティ","特殊能力","8579","魔法APコンバーターE","魔法AP转换器E"
"能力","5","特殊アビリティ","特殊能力","8580","防御APコンバーターA","防御AP转换器A"
"能力","5","特殊アビリティ","特殊能力","8581","防御APコンバーターB","防御AP转换器B"
"能力","5","特殊アビリティ","特殊能力","8582","防御APコンバーターC","防御AP转换器C"
"能力","5","特殊アビリティ","特殊能力","8583","防御APコンバーターD","防御AP转换器D"
"能力","5","特殊アビリティ","特殊能力","8584","防御APコンバーターE","防御AP转换器E"
"能力","5","特殊アビリティ","特殊能力","8585","特殊APコンバーターA","特殊AP转换器A"
"能力","5","特殊アビリティ","特殊能力","8586","特殊APコンバーターB","特殊AP转换器B"
"能力","5","特殊アビリティ","特殊能力","8587","特殊APコンバーターC","特殊AP转换器C"
"能力","5","特殊アビリティ","特殊能力","8588","特殊APコンバーターD","特殊AP转换器D"
"能力","5","特殊アビリティ","特殊能力","8589","特殊APコンバーターE","特殊AP转换器E"
"能力","5","特殊アビリティ","特殊能力","8590","マックスAPコンバーター","最大AP转换器"
"能力","5","特殊アビリティ","特殊能力","8591","槍剣チェーン","枪剑链"
"能力","5","特殊アビリティ","特殊能力","8592","サイコソードチェーン","念动剑链"
"能力","5","特殊アビリティ","特殊能力","8593","盗賊の解錠マスター","盗贼的开锁大师"
"能力","5","特殊アビリティ","特殊能力","9810","究極剣士の証","究极剑士的证明"
"能力","5","特殊アビリティ","特殊能力","9811","フォースマスターの証","力量大师的证明"
"能力","5","特殊アビリティ","特殊能力","9812","神竜の騎士の証","神龙骑士的证明"
"能力","5","特殊アビリティ","特殊能力","9813","修羅の証","修罗的证明"
"能力","5","特殊アビリティ","特殊能力","9814","メテオブレイカーの証","流星破坏者的证明"
"能力","5","特殊アビリティ","特殊能力","9815","拳神の証","拳神的证明"
"能力","5","特殊アビリティ","特殊能力","9816","神の守護者の証","神之守护者的证明"
"能力","5","特殊アビリティ","特殊能力","9817","終焉魔導師の証","终焉魔导师的证明"
"能力","5","特殊アビリティ","特殊能力","9818","銀河魔導師の証","银河魔导师的证明"
"能力","5","特殊アビリティ","特殊能力","9819","混沌召喚士の証","混沌召唤士的证明"
"能力","5","特殊アビリティ","特殊能力","9820","太極陰陽師の証","太极阴阳师的证明"
"能力","5","特殊アビリティ","特殊能力","9821","永劫魔導師の証","永劫魔导师的证明"
"能力","5","特殊アビリティ","特殊能力","9822","ソーサラースプリームの証","至高魔法师的证明"
"能力","5","特殊アビリティ","特殊能力","9823","魔女の証","魔女的证明"
"能力","5","特殊アビリティ","特殊能力","9824","アルティメット魔法少女の証","终极魔法少女的证明"
"能力","5","特殊アビリティ","特殊能力","9825","狩神の証","狩神的证明"
"能力","5","特殊アビリティ","特殊能力","9826","銃神の証","铳神的证明"
"能力","5","特殊アビリティ","特殊能力","9827","カオスバスターの証","混沌破坏者的证明"
"能力","5","特殊アビリティ","特殊能力","9828","パーフェクトアームズの証","完美武器的证明"
"能力","5","特殊アビリティ","特殊能力","9829","盗神の証","盗神的证明"
"能力","5","特殊アビリティ","特殊能力","9830","忍神の証","忍神的证明"
"能力","5","特殊アビリティ","特殊能力","9831","七海覇王の証","七海霸王的证明"
"能力","5","特殊アビリティ","特殊能力","9832","ジャスティスカイザーの証","正义凯撒的证明"
"能力","5","特殊アビリティ","特殊能力","9833","エクセルシオールの証","破界英雄的证明"
"能力","5","特殊アビリティ","特殊能力","9834","商神の証","商神的证明"
"能力","5","特殊アビリティ","特殊能力","9835","ラストサバイバーの証","最后幸存者的证明"
"能力","5","特殊アビリティ","特殊能力","9836","ゴッドギャンブラーの証","赌神的证明"
"能力","5","特殊アビリティ","特殊能力","9837","舞踏神の証","舞蹈神的证明"
"能力","5","特殊アビリティ","特殊能力","9838","歌唱神の証","歌唱神的证明"
"能力","5","特殊アビリティ","特殊能力","9839","コズミックアイドルの証","宇宙偶像的证明"
"能力","5","特殊アビリティ","特殊能力","9840","QOBFの証","QOBF的证明"
"能力","5","特殊アビリティ","特殊能力","9841","禁忌科学者の証","禁忌科学家的证明"
"能力","5","特殊アビリティ","特殊能力","9842","トリスメギストスの証","三重伟大的证明"
"能力","5","特殊アビリティ","特殊能力","9843","アカシックレコードの証","阿卡西记录的证明"
"能力","5","特殊アビリティ","特殊能力","9844","ゴッドマシーナリーの証","神之机械的证明"
"能力","5","特殊アビリティ","特殊能力","9845","究極魔芸師の証","究极魔艺师的证明"
"能力","5","特殊アビリティ","特殊能力","9846","言霊神の証","言灵神的证明"
"能力","5","特殊アビリティ","特殊能力","9847","料理神の証","料理神的证明"
"能力","5","特殊アビリティ","特殊能力","9848","禁医の証","禁医的证明"
"能力","5","特殊アビリティ","特殊能力","9849","ゴッドメイドの証","神之女仆的证明"
"能力","5","特殊アビリティ","特殊能力","9850","オールジョブラウンダーの証","全能职业者的证明"
"能力","5","特殊アビリティ","特殊能力","9851","覇王の証","霸王的证明"
"能力","5","特殊アビリティ","特殊能力","9852","勇者の証","勇者的证明"
"能力","5","特殊アビリティ","特殊能力","9853","混沌の勇者の証","混沌的勇者的证明"
"能力","5","特殊アビリティ","特殊能力","9854","サイコトリニティの証","念动三位一体的证明"
"能力","5","特殊アビリティ","特殊能力","9855","ラストノーブルの証","最后的贵族的证明"
"能力","5","特殊アビリティ","特殊能力","9856","禁忌妖術師の証","禁忌妖术师的证明"
"能力","5","特殊アビリティ","特殊能力","9857","シールドヒーローの証","盾牌英雄的证明"
"能力","5","特殊アビリティ","特殊能力","9858","剣ヲ極メシ者の証","剑之极致者的证明"
"能力","5","特殊アビリティ","特殊能力","9859","全テヲ穿ツ者の証","贯穿一切者的证明"
"能力","5","特殊アビリティ","特殊能力","9860","全テヲ壊ス者の証","破坏一切者的证明"
"能力","5","特殊アビリティ","特殊能力","9861","拳ヲ極メシ者の証","拳之极致者的证明"
"能力","5","特殊アビリティ","特殊能力","9862","全テヲ護ル者の証","守护一切者的证明"
"能力","5","特殊アビリティ","特殊能力","9863","千ノ武具ヲ極メシ者の証","千种武具之极致者的证明"
"能力","5","特殊アビリティ","特殊能力","9864","全テヲ識ル者の証","全知者的证明"
"能力","5","特殊アビリティ","特殊能力","9865","全テヲ撃チ抜ク者の証","全能击穿者的证明"
"能力","5","特殊アビリティ","特殊能力","9866","音ヨリモ速キ者の証","超音速者的证明"
"能力","5","特殊アビリティ","特殊能力","9867","極マリシ偶像の証","极致偶像的证明"
"能力","5","特殊アビリティ","特殊能力","9868","快楽ヲ極メシ者の証","追求快乐者的证明"
"能力","5","特殊アビリティ","特殊能力","9869","真理ノ探究者の証","真理探究者的证明"
"能力","5","特殊アビリティ","特殊能力","9870","万職ヲ極メシ仕事人の証","万职极尽的工匠的证明"
"能力","5","特殊アビリティ","特殊能力","9871","英雄王の証","英雄王的证明"
"能力","5","特殊アビリティ","特殊能力","9872","ジャッジメントの証","审判者的证明"
"能力","5","特殊アビリティ","特殊能力","9873","ワールドブレイカーの証","世界破坏者的证明"
"能力","5","特殊アビリティ","特殊能力","9874","職無キ者の証","无职者的证明"
"能力","5","特殊アビリティ","特殊能力","9875","もんむす・くえすと！の証","勇者大战魔物娘！的证明"
"能力","5","特殊アビリティ","特殊能力","9876","魔神の証","魔神的证明"
"能力","5","特殊アビリティ","特殊能力","9877","超魔神の証","超魔神的证明"
"能力","5","特殊アビリティ","特殊能力","9878","混沌の魔神の証","混沌的魔神的证明"
"能力","5","特殊アビリティ","特殊能力","9879","ワームエンプレスの証","蠕虫女皇的证明"
"能力","5","特殊アビリティ","特殊能力","9880","万魔の宿主の証","万魔之宿主的证明"
"能力","5","特殊アビリティ","特殊能力","9881","魔王の証","魔王的证明"
"能力","5","特殊アビリティ","特殊能力","9882","大魔王の証","大魔王的证明"
"能力","5","特殊アビリティ","特殊能力","9883","妖怪王の証","妖怪王的证明"
"能力","5","特殊アビリティ","特殊能力","9884","マガツオオミカミの証","祸津大御神的证明"
"能力","5","特殊アビリティ","特殊能力","9885","リリスナイトメアの証","莉莉丝梦魇的证明"
"能力","5","特殊アビリティ","特殊能力","9886","バビロンの大淫婦の証","巴比伦的大淫妇的证明"
"能力","5","特殊アビリティ","特殊能力","9887","ドラキュリーナの証","德古莉娜的证明"
"能力","5","特殊アビリティ","特殊能力","9888","神祖の証","神祖的证明"
"能力","5","特殊アビリティ","特殊能力","9889","伝説の神魚の証","传说之神鱼的证明"
"能力","5","特殊アビリティ","特殊能力","9890","ワールドドロウンの証","世界沉没者的证明"
"能力","5","特殊アビリティ","特殊能力","9891","アルフ神族の証","亚尔夫神族的证明"
"能力","5","特殊アビリティ","特殊能力","9892","アンゴルモアの証","安哥尔摩亚的证明"
"能力","5","特殊アビリティ","特殊能力","9893","コスモフェアリーの証","宇宙妖精的证明"
"能力","5","特殊アビリティ","特殊能力","9894","コスモスの証","宇宙神蝶的证明"
"能力","5","特殊アビリティ","特殊能力","9895","究極群体生命の証","究极群体生命的证明"
"能力","5","特殊アビリティ","特殊能力","9896","カナデの証","祸抚的证明"
"能力","5","特殊アビリティ","特殊能力","9897","百獣王の証","百兽王的证明"
"能力","5","特殊アビリティ","特殊能力","9898","時の神獣の証","时之神兽的证明"
"能力","5","特殊アビリティ","特殊能力","9899","零尾の狐の証","零尾狐的证明"
"能力","5","特殊アビリティ","特殊能力","9900","白面金毛九尾の狐の証","白面金毛九尾狐的证明"
"能力","5","特殊アビリティ","特殊能力","9901","ウロボロスの証","衔尾蛇的证明"
"能力","5","特殊アビリティ","特殊能力","9902","淫欲の堕蛇の証","淫欲的堕蛇的证明"
"能力","5","特殊アビリティ","特殊能力","9903","インフィニティスキュラの証","无限斯库拉的证明"
"能力","5","特殊アビリティ","特殊能力","9904","正体不明触手禍の証","正体不明触手祸的证明"
"能力","5","特殊アビリティ","特殊能力","9905","神鳥の証","神鸟的证明"
"能力","5","特殊アビリティ","特殊能力","9906","フェニックスの証","凤凰的证明"
"能力","5","特殊アビリティ","特殊能力","9907","神竜の証","神龙的证明"
"能力","5","特殊アビリティ","特殊能力","9908","虚竜の証","虚龙的证明"
"能力","5","特殊アビリティ","特殊能力","9909","百魔の王の証","百魔之王的证明"
"能力","5","特殊アビリティ","特殊能力","9910","次元侵蝕者の証","次元侵蚀者的证明"
"能力","5","特殊アビリティ","特殊能力","9911","海神の証","海神的证明"
"能力","5","特殊アビリティ","特殊能力","9912","名状しがたきものの証","不可名状之物的证明"
"能力","5","特殊アビリティ","特殊能力","9913","神蟲の証","神虫的证明"
"能力","5","特殊アビリティ","特殊能力","9914","バアル・ゼブブの証","巴力・西卜的证明"
"能力","5","特殊アビリティ","特殊能力","9915","世界樹花の証","世界树之花的证明"
"能力","5","特殊アビリティ","特殊能力","9916","千樹華音の証","千树华音的证明"
"能力","5","特殊アビリティ","特殊能力","9917","カオスアンデッドの証","混沌不死者的证明"
"能力","5","特殊アビリティ","特殊能力","9918","ノーライフキングの証","无生之王的证明"
"能力","5","特殊アビリティ","特殊能力","9919","エターニティの証","永恒的证明"
"能力","5","特殊アビリティ","特殊能力","9920","死神の証","死神的证明"
"能力","5","特殊アビリティ","特殊能力","9921","究極至高人形の証","究极至高人偶的证明"
"能力","5","特殊アビリティ","特殊能力","9922","影、紬ぐ人形の証","影、䌷人偶的证明"
"能力","5","特殊アビリティ","特殊能力","9923","ウェポンタイプの証","武器类型的证明"
"能力","5","特殊アビリティ","特殊能力","9924","オメガタイプの証","欧米伽之型的证明"
"能力","5","特殊アビリティ","特殊能力","9925","熾天使の証","炽天使的证明"
"能力","5","特殊アビリティ","特殊能力","9926","七大天使の証","七大天使的证明"
"能力","5","特殊アビリティ","特殊能力","9927","アサルトバスターの証","突击破坏者的证明"
"能力","5","特殊アビリティ","特殊能力","9928","シンギュラリティの証","奇点的证明"
"能力","5","特殊アビリティ","特殊能力","9929","巨神王の証","巨神王的证明"
"能力","5","特殊アビリティ","特殊能力","9930","星喰いの証","星喰的证明"
"能力","5","特殊アビリティ","特殊能力","9931","X型アポトーシスの証","X型凋零者的证明"
"能力","5","特殊アビリティ","特殊能力","9932","XX型アポトーシスの証","XX型凋零者的证明"
"能力","5","特殊アビリティ","特殊能力","9933","混沌の使徒の証","混沌的使徒的证明"
"能力","5","特殊アビリティ","特殊能力","9934","創世の女神の証","创世女神的证明"
"能力","5","特殊アビリティ","特殊能力","9935","邪神の証","邪神的证明"
"能力","5","特殊アビリティ","特殊能力","9936","第三の神の証","第三神的证明"
"能力","5","特殊アビリティ","特殊能力","9937","カオスの証","混沌的证明"
"能力","5","特殊アビリティ","特殊能力","9939","斬武器マスタリーΩ","斩武器精通Ω"
"能力","5","特殊アビリティ","特殊能力","9940","突武器マスタリーΩ","突武器精通Ω"
"能力","5","特殊アビリティ","特殊能力","9941","打武器マスタリーΩ","打武器精通Ω"
"能力","5","特殊アビリティ","特殊能力","9942","体武器マスタリーΩ","体武器精通Ω"
"能力","5","特殊アビリティ","特殊能力","9943","魔武器マスタリーΩ","魔武器精通Ω"
"能力","5","特殊アビリティ","特殊能力","9944","射武器マスタリーΩ","射武器精通Ω"
"能力","5","特殊アビリティ","特殊能力","9945","速武器マスタリーΩ","速武器精通Ω"
"能力","5","特殊アビリティ","特殊能力","9946","楽武器マスタリーΩ","乐武器精通Ω"
"能力","5","特殊アビリティ","特殊能力","9947","淫武器マスタリーΩ","淫武器精通Ω"
"能力","5","特殊アビリティ","特殊能力","9948","職武器マスタリーΩ","职武器精通Ω"
"能力","5","特殊アビリティ","特殊能力","9949","混沌マスタリーΩ","混沌精通Ω"
"能力","5","特殊アビリティ","特殊能力","9950","服マスタリーΩ","服装精通Ω"
"能力","5","特殊アビリティ","特殊能力","9951","鎧マスタリーΩ","铠精通Ω"
"能力","5","特殊アビリティ","特殊能力","9952","ローブマスタリーΩ","长袍精通Ω"
"能力","5","特殊アビリティ","特殊能力","9953","ドレスマスタリーΩ","礼服精通Ω"
"能力","5","特殊アビリティ","特殊能力","9954","兜マスタリーΩ","盔精通Ω"
"能力","5","特殊アビリティ","特殊能力","9955","帽子マスタリーΩ","帽子精通Ω"
"能力","5","特殊アビリティ","特殊能力","9956","盾マスタリーΩ","盾精通Ω"
"能力","5","特殊アビリティ","特殊能力","9964","絶対的神聖存在","绝对神圣存在"
"能力","5","特殊アビリティ","特殊能力","9965","絶対的破壊存在","绝对的破坏存在"
"能力","5","特殊アビリティ","特殊能力","9966","フォトンエンジン","光子引擎"
"能力","5","特殊アビリティ","特殊能力","9967","ワールドエンジン","世界引擎"
"能力","5","特殊アビリティ","特殊能力","9968","天軍の長の証","天军之长的证明"
"能力","5","特殊アビリティ","特殊能力","9969","明けの明星の証","璀璨之明星的证明"
"能力","5","特殊アビリティ","特殊能力","9970","全能のオーバーロード","全能超负荷"
"能力","5","特殊アビリティ","特殊能力","9971","全テヲ癒ス者の証","全治愈者的证明"
"能力","5","特殊アビリティ","特殊能力","9972","魔物技消費SP3/4",""
"能力","5","特殊アビリティ","特殊能力","9973","魔物技消費SP1/2",""
"能力","5","特殊アビリティ","特殊能力","9974","魔物技消費SP1/4",""
"能力","5","特殊アビリティ","特殊能力","9975","魔物技消費SPなし","魔物技无消耗SP"
"能力","5","特殊アビリティ","特殊能力","9976","魔物技精神力付加","魔物技精神力附加"
"能力","5","特殊アビリティ","特殊能力","9977","暴徹","暴彻"
"能力","5","特殊アビリティ","特殊能力","9978","守徹","守彻"
"能力","5","特殊アビリティ","特殊能力","9979","魔徹","魔彻"
"能力","5","特殊アビリティ","特殊能力","9980","精徹","精彻"
"能力","5","特殊アビリティ","特殊能力","9981","速徹","速彻"
"能力","5","特殊アビリティ","特殊能力","9982","技徹","技彻"
"能力","5","特殊アビリティ","特殊能力","9983","魔物技ダブルチェーン","魔物技双重链"
"能力","5","特殊アビリティ","特殊能力","9984","魔物技トリプルチェーン","魔物技三重链"
"能力","5","特殊アビリティ","特殊能力","9985","魔物技ブースター","魔物技增强"
"能力","5","特殊アビリティ","特殊能力","9986","魔物技ハイブースター","魔物技高级增强"
"能力","5","特殊アビリティ","特殊能力","9987","魔物技エクスブースター","魔物技极限增强"
"能力","5","特殊アビリティ","特殊能力","9988","魔物技オーバーブースター","魔物技超增强"
"能力","5","特殊アビリティ","特殊能力","9989","獣性","兽性"
"能力","5","特殊アビリティ","特殊能力","9990","過剰獣性","过度兽性"
"能力","5","特殊アビリティ","特殊能力","9991","破滅獣性","毁灭兽性"
"能力","5","特殊アビリティ","特殊能力","9993","貪欲の極み","贪婪之极"
"能力","5","特殊アビリティ","特殊能力","9994","破滅の晩鐘","毁灭的晚钟"
"能力","5","特殊アビリティ","特殊能力","9995","破滅の遮蔽","破灭的遮蔽"
"能力","5","特殊アビリティ","特殊能力","9996","破滅の追撃","破灭的追击"
"能力","5","特殊アビリティ","特殊能力","9997","破滅の逆境","破灭的逆境"
"能力","5","特殊アビリティ","特殊能力","9998","超魔生物の証","超魔生物的证明"
"能力","5","特殊アビリティ","特殊能力","9999","破滅事象の証","破灭事象的证明"
"能力","5","特殊アビリティ","特殊能力","10050","混沌武器ブースター","混沌武器增强"
"能力","5","特殊アビリティ","特殊能力","10051","混沌武器ハイブースター","混沌武器高级增强"
"能力","5","特殊アビリティ","特殊能力","10052","混沌武器エクスブースター","混沌武器极限增强"
"能力","5","特殊アビリティ","特殊能力","10053","混沌武器オーバーブースター","混沌武器超增强"
"能力","5","特殊アビリティ","特殊能力","10054","癒し手のコンボ","治愈手组合"
"能力","5","特殊アビリティ","特殊能力","10055","トリは踊りで","鸟跃舞"
"能力","5","特殊アビリティ","特殊能力","10056","トリは歌で","鸟鸣曲"
"能力","5","特殊アビリティ","特殊能力","10057","極上の一本","极上的一击"
"能力","5","特殊アビリティ","特殊能力","10058","至高の一本","至高的一击"
"能力","5","特殊アビリティ","特殊能力","10082","混沌より迫るもの","混沌逼近之物"
"能力","5","特殊アビリティ","特殊能力","10083","混沌を祓う混沌","驱除混沌的混沌"
"能力","5","特殊アビリティ","特殊能力","10084","触手技連撃回数5アップ","触手技连击次数增加5"
"能力","5","特殊アビリティ","特殊能力","10085","造技連撃回数4アップ","造技连击次数增加4"
"能力","5","特殊アビリティ","特殊能力","10086","カオス連撃回数3アップ","混沌连击次数增加3"
"能力","5","特殊アビリティ","特殊能力","10087","カオス連撃回数4アップ","混沌连击次数增加4"
"能力","5","特殊アビリティ","特殊能力","10088","デウスの鼓動","神之鼓动"
