"能力ID","日文名称","日文所属","日文说明","可学习职业（日文，含等级）","可学习种族（日文，含等级）","所需AP","中文名称","中文所属","中文说明","可学习职业（中文，含等级）","可学习种族（中文，含等级）","技能类型ID"
"7324","カウンター錬金術","魔法アビリティ","魔法を受けた際、魔力を吸収して錬金素材に変換する","7041:トリスメギストス（Lv6）","","10","反击炼金术","魔法能力","受到魔法攻击时，吸收魔力转换为炼金素材","7041:三重伟大（Lv6）","","3"
"7325","カウンター癒しの雨","魔法アビリティ","攻撃を受けた際、癒しの雨を発動する事がある","","202:伝説の神魚（Lv11）","20","反击治愈之雨","魔法能力","受到攻击时，有几率发动治愈之雨","","202:传说之神鱼（Lv11）","3"
"7326","シルフの助け","魔法アビリティ","戦闘開始時、シルフが自動召喚される","143:光の勇者（Lv3）","","10","希尔芙的帮助","魔法能力","战斗开始时，会自动召唤希尔芙","143:光之勇者（Lv3）","","3"
"7327","ノームの助け","魔法アビリティ","ターン終了時、ノームが自動召喚される事がある","144:闇の勇者（Lv3）","","10","诺姆的帮助","魔法能力","回合结束时，诺姆有可能自动召唤","144:暗之勇者（Lv3）","","3"
"7328","ウンディーネの助け","魔法アビリティ","ターン開始時、ウンディーネが自動召喚される事がある","144:闇の勇者（Lv6）","","10","温蒂妮的帮助","魔法能力","回合开始时，有时会自动召唤温蒂妮","144:暗之勇者（Lv6）","","3"
"7329","サラマンダーの助け","魔法アビリティ","攻撃を受けた時、サラマンダーが召喚反撃を行う事がある","143:光の勇者（Lv6）","","10","萨拉曼达的帮助","魔法能力","受到攻击时，有时会召唤萨拉曼达进行反击","143:光之勇者（Lv6）","","3"
"7330","魔石ダメージ強化","魔法アビリティ","魔石によるダメージがアップする","7033:商神（Lv3）","","5","魔石伤害强化","魔法能力","魔石造成的伤害提升","7033:商神（Lv3）","","3"
"7331","魔石ダメージ超強化","魔法アビリティ","魔石によるダメージが大幅にアップする","7049:オールジョブラウンダー（Lv4）","","10","魔石伤害超强化","魔法能力","魔石造成的伤害大幅提升","7049:全能职业者（Lv4）","","3"
"7332","魔石ダメージ極強化","魔法アビリティ","魔石によるダメージが極大アップする","7069:万職ヲ極メシ仕事人（Lv4）","","15","魔石伤害极强化","魔法能力","魔石造成的伤害极大提升","7069:万职极尽的工匠（Lv4）","","3"
"7333","快楽オーバーブースター","魔法アビリティ","快楽属性のダメージと消費MP・SPが2倍になる
※同系統のブースターと同時セット可能","7067:快楽ヲ極メシ者（Lv14）","7416:バビロンの大淫婦（Lv16）；7439:律法の守護者（Lv15）","3","快乐超增强","魔法能力","快乐属性的伤害和消耗的MP・SP变为2倍
※可与同系列增强同时装备","7067:极乐追求者（Lv14）","7416:巴比伦的大淫妇（Lv16）；7439:律法的守护者（Lv15）","3"
"7334","/快楽ブースター","魔法アビリティ","快楽属性のダメージが75%アップする","","","10","/快楽ブースター","魔法能力","快乐属性的伤害提升75%","","","3"
"7335","/快楽ブースター","魔法アビリティ","快楽属性のダメージが100%アップする","","","10","/快楽ブースター","魔法能力","快乐属性的伤害提升100%","","","3"
"7336","/快楽ブースター","魔法アビリティ","快楽属性のダメージが200%アップする","","","10","/快楽ブースター","魔法能力","快乐属性的伤害提升200%","","","3"
"7337","炎オーバーブースター","魔法アビリティ","炎属性のダメージと消費MP・SPが2倍になる
※同系統のブースターと同時セット可能","","7414:大魔王（Lv17）；7427:虚竜（Lv16）","3","炎超增强","魔法能力","炎属性的伤害和消耗的MP・SP变为2倍
※可与同系列增强同时装备","","7414:大魔王（Lv17）；7427:虚龙（Lv16）","3"
"7338","/炎ブースター","魔法アビリティ","炎属性のダメージが75%アップする","","","10","/炎ブースター","魔法能力","炎属性的伤害提升75%","","","3"
"7339","/炎ブースター","魔法アビリティ","炎属性のダメージが100%アップする","","","10","/炎ブースター","魔法能力","炎属性伤害提升100%","","","3"
"7340","/炎ブースター","魔法アビリティ","炎属性のダメージが200%アップする","","","10","/炎ブースター","魔法能力","炎属性伤害提升200%","","","3"
"7341","氷オーバーブースター","魔法アビリティ","氷属性のダメージと消費MP・SPが2倍になる
※同系統のブースターと同時セット可能","","7415:マガツオオミカミ（Lv16）；7427:虚竜（Lv16）","3","冰超增强","魔法能力","冰属性伤害与消耗MP・SP翻倍
※可与同系列增强同时装备","","7415:祸津大御神（Lv16）；7427:虚龙（Lv16）","3"
"7342","/氷ブースター","魔法アビリティ","氷属性のダメージが75%アップする","","","10","/氷ブースター","魔法能力","冰属性伤害提升75%","","","3"
"7343","/氷ブースター","魔法アビリティ","氷属性のダメージが100%アップする","","","10","/氷ブースター","魔法能力","冰属性伤害提升100%","","","3"
"7344","/氷ブースター","魔法アビリティ","氷属性のダメージが200%アップする","","","10","/氷ブースター","魔法能力","冰属性伤害提升200%","","","3"
"7345","雷オーバーブースター","魔法アビリティ","雷属性のダメージと消費MP・SPが2倍になる
※同系統のブースターと同時セット可能","","7417:神祖（Lv17）","3","雷超增强","魔法能力","雷属性伤害与消耗MP・SP翻倍
※可与同系列增强同时装备","","7417:神祖（Lv17）","3"
"7346","/雷ブースター","魔法アビリティ","雷属性のダメージが75%アップする","","","10","/雷ブースター","魔法能力","雷属性伤害提升75%","","","3"
"7347","/雷ブースター","魔法アビリティ","雷属性のダメージが100%アップする","","","10","/雷ブースター","魔法能力","雷属性伤害提升100%","","","3"
"7348","/雷ブースター","魔法アビリティ","雷属性のダメージが200%アップする","","","10","/雷ブースター","魔法能力","雷属性伤害提升200%","","","3"
"7349","風オーバーブースター","魔法アビリティ","風属性のダメージと消費MP・SPが2倍になる
※同系統のブースターと同時セット可能","","7420:コスモス（Lv17）","3","风超增强","魔法能力","风属性伤害与消耗MP・SP翻倍
※可与同系列增强同时装备","","7420:宇宙神蝶（Lv17）","3"
"7350","/風ブースター","魔法アビリティ","風属性のダメージが75%アップする","","","10","/風ブースター","魔法能力","风属性伤害提升75%","","","3"
"7351","/風ブースター","魔法アビリティ","風属性のダメージが100%アップする","","","10","/風ブースター","魔法能力","风属性伤害提升100%","","","3"
"7352","/風ブースター","魔法アビリティ","風属性のダメージが200%アップする","","","10","/風ブースター","魔法能力","风属性伤害提升200%","","","3"
"7353","土オーバーブースター","魔法アビリティ","土属性のダメージと消費MP・SPが2倍になる
※同系統のブースターと同時セット可能","","7423:白面金毛九尾の狐（Lv16）","3","土超增强","魔法能力","土属性伤害和消耗MP・SP变为2倍
※可与同系列增强同时装备","","7423:白面金毛九尾狐（Lv16）","3"
"7354","/土ブースター","魔法アビリティ","土属性のダメージが75%アップする","","","10","/土ブースター","魔法能力","土属性伤害提升75%","","","3"
"7355","/土ブースター","魔法アビリティ","土属性のダメージが100%アップする","","","10","/土ブースター","魔法能力","土属性伤害提升100%","","","3"
"7356","/土ブースター","魔法アビリティ","土属性のダメージが200%アップする","","","10","/土ブースター","魔法能力","土属性伤害提升200%","","","3"
"7357","水オーバーブースター","魔法アビリティ","水属性のダメージと消費MP・SPが2倍になる
※同系統のブースターと同時セット可能","","7418:ワールドドロウン（Lv17）；7429:名状しがたきもの（Lv17）","3","水超增强","魔法能力","水属性伤害和消耗MP・SP变为2倍
※可与同系列增强同时装备","","7418:世界沉没者（Lv17）；7429:不可名状之物（Lv17）","3"
"7358","/水ブースター","魔法アビリティ","水属性のダメージが75%アップする","","","10","/水ブースター","魔法能力","水属性伤害提升75%","","","3"
"7359","/水ブースター","魔法アビリティ","水属性のダメージが100%アップする","","","10","/水ブースター","魔法能力","水属性伤害提升100%","","","3"
"7360","/水ブースター","魔法アビリティ","水属性のダメージが200%アップする","","","10","/水ブースター","魔法能力","水属性伤害提升200%","","","3"
"7361","聖オーバーブースター","魔法アビリティ","聖属性のダメージと消費MP・SPが2倍になる
※同系統のブースターと同時セット可能","","7436:天の軍団長（Lv16）；7437:明けの明星（Lv16）；7438:慈愛の聖百合（Lv17）；7439:律法の守護者（Lv15）；7440:天界決戦兵器（Lv16）；7441:死の獄卒（Lv15）；7442:核動力天使（Lv16）","3","圣超增强","魔法能力","圣属性伤害和消耗MP・SP变为2倍
※可与同系列增强同时装备","","7436:天之军团长（Lv16）；7437:璀璨之明星（Lv16）；7438:慈爱的圣百合（Lv17）；7439:律法的守护者（Lv15）；7440:天界决战兵器（Lv16）；7441:死之狱卒（Lv15）；7442:核动力天使（Lv16）","3"
"7362","/聖ブースター","魔法アビリティ","聖属性のダメージが75%アップする","","","10","/聖ブースター","魔法能力","圣属性伤害提升75%","","","3"
"7363","/聖ブースター","魔法アビリティ","聖属性のダメージが100%アップする","","","10","/聖ブースター","魔法能力","圣属性伤害提升100%","","","3"
"7364","/聖ブースター","魔法アビリティ","聖属性のダメージが200%アップする","","","10","/聖ブースター","魔法能力","圣属性伤害提升200%","","","3"
"7365","闇オーバーブースター","魔法アビリティ","闇属性のダメージと消費MP・SPが2倍になる
※同系統のブースターと同時セット可能","","154:超魔神（Lv14）","3","暗超增强","魔法能力","暗属性伤害和消耗MP・SP变为2倍
※可与同系列增强同时装备","","154:超魔神（Lv14）","3"
"7366","/闇ブースター","魔法アビリティ","闇属性のダメージが75%アップする","","","10","/闇ブースター","魔法能力","暗属性伤害提升75%","","","3"
"7367","/闇ブースター","魔法アビリティ","闇属性のダメージが100%アップする","","","10","/闇ブースター","魔法能力","暗属性伤害提升100%","","","3"
"7368","/闇ブースター","魔法アビリティ","闇属性のダメージが200%アップする","","","10","/闇ブースター","魔法能力","暗属性伤害提升200%","","","3"
"7369","音波オーバーブースター","魔法アビリティ","音波属性のダメージと消費MP・SPが2倍になる
※同系統のブースターと同時セット可能","","7418:ワールドドロウン（Lv17）；7434:影、紬ぐ人形（Lv16）；7446:星喰い（Lv17）","3","音波超增强","魔法能力","音波属性伤害和消耗MP・SP变为2倍
※可与同系列增强同时装备","","7418:世界沉没者（Lv17）；7434:影、䌷人偶（Lv16）；7446:星喰（Lv17）","3"
"7370","/音波ブースター","魔法アビリティ","音波属性のダメージが75%アップする","","","10","/音波ブースター","魔法能力","音波属性伤害提升75%","","","3"
"7371","/音波ブースター","魔法アビリティ","音波属性のダメージが100%アップする","","","10","/音波ブースター","魔法能力","音波属性伤害提升100%","","","3"
"7372","/音波ブースター","魔法アビリティ","音波属性のダメージが200%アップする","","","10","/音波ブースター","魔法能力","音波属性伤害提升200%","","","3"
"7373","バイオオーバーブースター","魔法アビリティ","バイオ属性のダメージと消費MP・SPが2倍になる
※同系統のブースターと同時セット可能","","7428:次元侵蝕者（Lv19）；7432:ノーライフキング（Lv18）","3","生化超增强","魔法能力","生化属性伤害和消耗MP・SP变为2倍
※可与同系列增强同时装备","","7428:次元侵蚀者（Lv19）；7432:无生之王（Lv18）","3"
"7374","/バイオブースター","魔法アビリティ","バイオ属性のダメージが75%アップする","","","10","/バイオブースター","魔法能力","生化属性伤害提升75%","","","3"
"7375","/バイオブースター","魔法アビリティ","バイオ属性のダメージが100%アップする","","","10","/バイオブースター","魔法能力","生化属性伤害提升100%","","","3"
"7376","/バイオブースター","魔法アビリティ","バイオ属性のダメージが200%アップする","","","10","/バイオブースター","魔法能力","生化属性伤害提升200%","","","3"
"7377","無属性ブースター","魔法アビリティ","無属性のダメージが15%アップする","7002:ハイサイキック（Lv9）","","8","无属性增强","魔法能力","无属性伤害提升15%","7002:高阶通灵者（Lv9）","","3"
"7378","無属性ハイブースター","魔法アビリティ","無属性のダメージが30%アップする","7003:サイコソルジャー（Lv9）","","16","无属性高级增强","魔法能力","无属性伤害提升30%","7003:念动战士（Lv9）","","3"
"7379","無属性エクスブースター","魔法アビリティ","無属性のダメージが50%アップする","7052:サイコトリニティ（Lv13）","","24","无属性极限增强","魔法能力","无属性伤害提升50%","7052:念动三位一体（Lv13）","","3"
"7380","無属性オーバーブースター","魔法アビリティ","無属性のダメージと消費MP・SPが2倍になる
※同系統のブースターと同時セット可能","7067:快楽ヲ極メシ者（Lv14）","","3","无属性超增强","魔法能力","无属性伤害和消耗MP・SP翻倍
※可与同系列增强同时装备","7067:极乐追求者（Lv14）","","3"
"7381","/無属性ブースター","魔法アビリティ","無属性のダメージが75%アップする","","","10","/無属性ブースター","魔法能力","无属性伤害提升75%","","","3"
"7382","/無属性ブースター","魔法アビリティ","無属性のダメージが100%アップする","","","10","/無属性ブースター","魔法能力","无属性伤害提升100%","","","3"
"7383","/無属性ブースター","魔法アビリティ","無属性のダメージが200%アップする","","","10","/無属性ブースター","魔法能力","无属性伤害提升200%","","","3"
"7384","銀河ブースター","魔法アビリティ","銀河属性のダメージが15%アップする","7019:銀河魔導師（Lv14）；7024:アルティメット魔法少女（Lv14）","","10","银河增强","魔法能力","银河属性伤害提升15%","7019:银河魔导师（Lv14）；7024:究极魔法少女（Lv14）","","3"
"7385","銀河ハイブースター","魔法アビリティ","銀河属性のダメージが30%アップする","7038:コズミックアイドル（Lv15）；7063:全テヲ識ル者（Lv12）","7447:X型アポトーシス（Lv16）","20","银河高级增强","魔法能力","银河属性的伤害提升30%","7038:宇宙偶像（Lv15）；7063:全知者（Lv12）","7447:X型凋零者（Lv16）","3"
"7386","銀河エクスブースター","魔法アビリティ","銀河属性のダメージが50%アップする","7066:極マリシ偶像（Lv14）","7448:XX型アポトーシス（Lv16）","30","银河极限增强","魔法能力","银河属性的伤害提升50%","7066:极致偶像（Lv14）","7448:XX型凋零者（Lv16）","3"
"7387","銀河オーバーブースター","魔法アビリティ","銀河属性のダメージと消費MP・SPが2倍になる
※同系統のブースターと同時セット可能","","7449:混沌の使徒（Lv16）","3","银河超增强","魔法能力","银河属性的伤害和消耗MP・SP变为两倍
※可与同系列增强同时装备","","7449:混沌的使徒（Lv16）","3"
"7388","/銀河ブースター","魔法アビリティ","銀河属性のダメージが75%アップする","","","10","/銀河ブースター","魔法能力","银河属性的伤害提升75%","","","3"
"7389","/銀河ブースター","魔法アビリティ","銀河属性のダメージが100%アップする","","","10","/銀河ブースター","魔法能力","银河属性的伤害提升100%","","","3"
"7390","/銀河ブースター","魔法アビリティ","銀河属性のダメージが200%アップする","","","10","/銀河ブースター","魔法能力","银河属性的伤害提升200%","","","3"
"7391","ナイトメアブースター","魔法アビリティ","ナイトメア属性のダメージが15%アップする","7039:QOBF（Lv14）","","10","噩梦增强","魔法能力","噩梦属性的伤害提升15%","7039:QOBF（Lv14）","","3"
"7392","ナイトメアハイブースター","魔法アビリティ","ナイトメア属性のダメージが30%アップする","7067:快楽ヲ極メシ者（Lv17）","183:リリスナイトメア（Lv19）","20","噩梦高级增强","魔法能力","噩梦属性的伤害提升30%","7067:极乐追求者（Lv17）","183:莉莉丝梦魇（Lv19）","3"
"7393","ナイトメアエクスブースター","魔法アビリティ","ナイトメア属性のダメージが50%アップする","","7416:バビロンの大淫婦（Lv19）","30","噩梦极限增强","魔法能力","噩梦属性的伤害提升50%","","7416:巴比伦的大淫妇（Lv19）","3"
"7394","ナイトメアオーバーブースター","魔法アビリティ","ナイトメア属性のダメージと消費MP・SPが2倍になる
※同系統のブースターと同時セット可能","","7452:第三の神（Lv18）","3","噩梦超增强","魔法能力","噩梦属性的伤害和消耗MP・SP变为两倍
※可与同系列增强同时装备","","7452:第三神（Lv18）","3"
"7395","/ナイトメアブースター","魔法アビリティ","ナイトメア属性のダメージが75%アップする","","","10","/ナイトメアブースター","魔法能力","噩梦属性的伤害提升75%","","","3"
"7396","/ナイトメアブースター","魔法アビリティ","ナイトメア属性のダメージが100%アップする","","","10","/ナイトメアブースター","魔法能力","噩梦属性伤害提升100%","","","3"
"7397","/ナイトメアブースター","魔法アビリティ","ナイトメア属性のダメージが200%アップする","","","10","/ナイトメアブースター","魔法能力","噩梦属性伤害提升200%","","","3"
"7398","核熱ブースター","魔法アビリティ","核熱属性のダメージが15%アップする","7023:ソーサラースプリーム（Lv13）；7040:禁忌科学者（Lv13）","","10","核热增强","魔法能力","核热属性伤害提升15%","7023:至高魔法师（Lv13）；7040:禁忌科学家（Lv13）","","3"
"7399","核熱ハイブースター","魔法アビリティ","核熱属性のダメージが30%アップする","7063:全テヲ識ル者（Lv14）；7068:真理ノ探究者（Lv14）","166:魔王（Lv19）；253:零尾の狐（Lv19）；291:神竜（Lv19）；343:エターニティ（Lv19）；7441:死の獄卒（Lv17）","20","核热高级增强","魔法能力","核热属性伤害提升30%","7063:全知者（Lv14）；7068:真理探究者（Lv14）","166:魔王（Lv19）；253:零尾之狐（Lv19）；291:神龙（Lv19）；343:永恒（Lv19）；7441:死之狱卒（Lv17）","3"
"7400","核熱エクスブースター","魔法アビリティ","核熱属性のダメージが50%アップする","","7414:大魔王（Lv19）；7423:白面金毛九尾の狐（Lv19）；7426:フェニックス（Lv19）；7427:虚竜（Lv19）；7433:死神（Lv19）","30","核热极限增强","魔法能力","核热属性伤害提升50%","","7414:大魔王（Lv19）；7423:白面金毛九尾狐（Lv19）；7426:凤凰（Lv19）；7427:虚龙（Lv19）；7433:死神（Lv19）","3"
"7401","核熱オーバーブースター","魔法アビリティ","核熱属性のダメージと消費MP・SPが2倍になる
※同系統のブースターと同時セット可能","","7453:カオス（Lv10）","3","核热超增强","魔法能力","核热属性伤害和消耗MP・SP变为2倍
※可与同系列增强同时装备","","7453:混沌（Lv10）","3"
"7402","/核熱ブースター","魔法アビリティ","核熱属性のダメージが75%アップする","","","10","/核熱ブースター","魔法能力","核热属性伤害提升75%","","","3"
"7403","/核熱ブースター","魔法アビリティ","核熱属性のダメージが100%アップする","","","10","/核熱ブースター","魔法能力","核热属性伤害提升100%","","","3"
"7404","/核熱ブースター","魔法アビリティ","核熱属性のダメージが200%アップする","","","10","/核熱ブースター","魔法能力","核热属性伤害提升200%","","","3"
"7405","量子ブースター","魔法アビリティ","量子属性のダメージが15%アップする","7023:ソーサラースプリーム（Lv13）","","10","量子增强","魔法能力","量子属性伤害提升15%","7023:至高魔法师（Lv13）","","3"
"7406","量子ハイブースター","魔法アビリティ","量子属性のダメージが30%アップする","","174:妖怪王（Lv19）；291:神竜（Lv19）","20","量子高级增强","魔法能力","量子属性伤害提升30%","","174:妖怪王（Lv19）；291:神龙（Lv19）","3"
"7407","量子エクスブースター","魔法アビリティ","量子属性のダメージが50%アップする","","7415:マガツオオミカミ（Lv19）；7427:虚竜（Lv19）","30","量子极限增强","魔法能力","量子属性伤害提升50%","","7415:祸津大御神（Lv19）；7427:虚龙（Lv19）","3"
"7408","量子オーバーブースター","魔法アビリティ","量子属性のダメージと消費MP・SPが2倍になる
※同系統のブースターと同時セット可能","","7453:カオス（Lv11）","3","量子超增强","魔法能力","量子属性伤害和消耗MP・SP变为2倍
※可与同系列增强同时装备","","7453:混沌（Lv11）","3"
"7409","/量子ブースター","魔法アビリティ","量子属性のダメージが75%アップする","","","10","/量子ブースター","魔法能力","量子属性伤害提升75%","","","3"
"7410","/量子ブースター","魔法アビリティ","量子属性のダメージが100%アップする","","","10","/量子ブースター","魔法能力","量子属性伤害提升100%","","","3"
"7411","/量子ブースター","魔法アビリティ","量子属性のダメージが200%アップする","","","10","/量子ブースター","魔法能力","量子属性伤害提升200%","","","3"
"7412","イオンブースター","魔法アビリティ","イオン属性のダメージが15%アップする","7023:ソーサラースプリーム（Lv13）；7029:盗神（Lv14）；7040:禁忌科学者（Lv13）","","10","离子增强","魔法能力","离子属性伤害提升15%","7023:至高魔法师（Lv13）；7029:盗神（Lv14）；7040:禁忌科学家（Lv13）","","3"
"7413","イオンハイブースター","魔法アビリティ","イオン属性のダメージが30%アップする","7063:全テヲ識ル者（Lv14）；7068:真理ノ探究者（Lv14）","193:ドラキュリーナ（Lv19）","20","离子高级增强","魔法能力","离子属性伤害提升30%","7063:全知者（Lv14）；7068:真理探究者（Lv14）","193:德古莉娜（Lv19）","3"
"7414","イオンエクスブースター","魔法アビリティ","イオン属性のダメージが50%アップする","","7417:神祖（Lv19）","30","离子极限增强","魔法能力","离子属性伤害提升50%","","7417:神祖（Lv19）","3"
"7415","イオンオーバーブースター","魔法アビリティ","イオン属性のダメージと消費MP・SPが2倍になる
※同系統のブースターと同時セット可能","","7453:カオス（Lv12）","3","离子超增强","魔法能力","离子属性伤害和消耗MP・SP变为2倍
※可与同系列增强同时装备","","7453:混沌（Lv12）","3"
"7416","/イオンブースター","魔法アビリティ","イオン属性のダメージが75%アップする","","","10","/イオンブースター","魔法能力","离子属性伤害提升75%","","","3"
"7417","/イオンブースター","魔法アビリティ","イオン属性のダメージが100%アップする","","","10","/イオンブースター","魔法能力","离子属性伤害提升100%","","","3"
"7418","/イオンブースター","魔法アビリティ","イオン属性のダメージが200%アップする","","","10","/イオンブースター","魔法能力","离子属性伤害提升200%","","","3"
"7419","ハドロンブースター","魔法アビリティ","ハドロン属性のダメージが15%アップする","7025:狩神（Lv14）；7027:カオスバスター（Lv14）；7041:トリスメギストス（Lv13）","","10","强子增强","魔法能力","强子属性伤害提升15%","7025:狩神（Lv14）；7027:混沌破坏者（Lv14）；7041:三重伟大（Lv13）","","3"
"7420","ハドロンハイブースター","魔法アビリティ","ハドロン属性のダメージが30%アップする","7062:千ノ武具ヲ極メシ者（Lv16）；7064:全テヲ撃チ抜ク者（Lv17）；7068:真理ノ探究者（Lv15）","183:リリスナイトメア（Lv19）；282:神鳥（Lv19）","20","强子高级增强","魔法能力","强子属性伤害提升30%","7062:千种武具之极致者（Lv16）；7064:全能击穿者（Lv17）；7068:真理探究者（Lv15）","183:莉莉丝梦魇（Lv19）；282:神鸟（Lv19）","3"
"7421","ハドロンエクスブースター","魔法アビリティ","ハドロン属性のダメージが50%アップする","","7416:バビロンの大淫婦（Lv19）；7426:フェニックス（Lv19）","30","强子极限增强","魔法能力","强子属性伤害提升50%","","7416:巴比伦的大淫妇（Lv19）；7426:凤凰（Lv19）","3"
"7422","ハドロンオーバーブースター","魔法アビリティ","ハドロン属性のダメージと消費MP・SPが2倍になる
※同系統のブースターと同時セット可能","","7453:カオス（Lv13）","3","强子超增强","魔法能力","强子属性伤害和消耗MP・SP翻倍
※可与同系列增强同时装备","","7453:混沌（Lv13）","3"
"7423","/ハドロンブースター","魔法アビリティ","ハドロン属性のダメージが75%アップする","","","10","/ハドロンブースター","魔法能力","强子属性伤害提升75%","","","3"
"7424","/ハドロンブースター","魔法アビリティ","ハドロン属性のダメージが100%アップする","","","10","/ハドロンブースター","魔法能力","强子属性伤害提升100%","","","3"
"7425","/ハドロンブースター","魔法アビリティ","ハドロン属性のダメージが200%アップする","","","10","/ハドロンブースター","魔法能力","强子属性伤害提升200%","","","3"
"7426","テラブースター","魔法アビリティ","テラ属性のダメージが15%アップする","7021:太極陰陽師（Lv14）；7059:全テヲ壊ス者（Lv13）","","10","大地增强","魔法能力","大地属性伤害提升15%","7021:太极阴阳师（Lv14）；7059:破坏一切者（Lv13）","","3"
"7427","テラハイブースター","魔法アビリティ","テラ属性のダメージが30%アップする","7063:全テヲ識ル者（Lv14）","222:コスモフェアリー（Lv19）；253:零尾の狐（Lv19）","20","大地高级增强","魔法能力","大地属性伤害提升30%","7063:全知者（Lv14）","222:宇宙妖精（Lv19）；253:零尾之狐（Lv19）","3"
"7428","テラエクスブースター","魔法アビリティ","テラ属性のダメージが50%アップする","","7420:コスモス（Lv19）；7423:白面金毛九尾の狐（Lv19）","30","大地极限增强","魔法能力","大地属性伤害提升50%","","7420:宇宙神蝶（Lv19）；7423:白面金毛九尾狐（Lv19）","3"
"7429","テラオーバーブースター","魔法アビリティ","テラ属性のダメージと消費MP・SPが2倍になる
※同系統のブースターと同時セット可能","","7453:カオス（Lv14）","3","大地超增强","魔法能力","大地属性伤害和消耗MP・SP翻倍
※可与同系列增强同时装备","","7453:混沌（Lv14）","3"
"7430","/テラブースター","魔法アビリティ","テラ属性のダメージが75%アップする","","","10","/テラブースター","魔法能力","大地属性伤害提升75%","","","3"
"7431","/テラブースター","魔法アビリティ","テラ属性のダメージが100%アップする","","","10","/テラブースター","魔法能力","大地属性伤害提升100%","","","3"
"7432","/テラブースター","魔法アビリティ","テラ属性のダメージが200%アップする","","","10","/テラブースター","魔法能力","大地属性伤害提升200%","","","3"
"7433","ナノブースター","魔法アビリティ","ナノ属性のダメージが15%アップする","7034:ラストサバイバー（Lv14）；7042:アカシックレコード（Lv12）","","10","纳米增强","魔法能力","纳米属性伤害提升15%","7034:最后幸存者（Lv14）；7042:阿卡西记录（Lv12）","","3"
"7434","ナノハイブースター","魔法アビリティ","ナノ属性のダメージが30%アップする","7068:真理ノ探究者（Lv15）","202:伝説の神魚（Lv19）；231:究極群体生命（Lv19）；308:海神（Lv19）","20","纳米高级增强","魔法能力","纳米属性伤害提升30%","7068:真理探究者（Lv15）","202:传说之神鱼（Lv19）；231:究极群体生命（Lv19）；308:海神（Lv19）","3"
"7435","ナノエクスブースター","魔法アビリティ","ナノ属性のダメージが50%アップする","","7418:ワールドドロウン（Lv19）；7421:カナデ（Lv19）；7429:名状しがたきもの（Lv19）","30","纳米极限增强","魔法能力","纳米属性伤害提升50%","","7418:世界沉没者（Lv19）；7421:祸抚（Lv19）；7429:不可名状之物（Lv19）","3"
"7436","ナノオーバーブースター","魔法アビリティ","ナノ属性のダメージと消費MP・SPが2倍になる
※同系統のブースターと同時セット可能","","7453:カオス（Lv15）","3","纳米超增强","魔法能力","纳米属性伤害和消耗MP・SP翻倍
※可与同系列增强同时装备","","7453:混沌（Lv15）","3"
"7437","/ナノブースター","魔法アビリティ","ナノ属性のダメージが75%アップする","","","10","/ナノブースター","魔法能力","纳米属性伤害提升75%","","","3"
"7438","/ナノブースター","魔法アビリティ","ナノ属性のダメージが100%アップする","","","10","/ナノブースター","魔法能力","纳米属性伤害提升100%","","","3"
"7439","/ナノブースター","魔法アビリティ","ナノ属性のダメージが200%アップする","","","10","/ナノブースター","魔法能力","纳米属性伤害提升200%","","","3"
"7440","永劫ブースター","魔法アビリティ","永劫属性のダメージが15%アップする","7022:永劫魔導師（Lv14）","370:熾天使（Lv20）；7447:X型アポトーシス（Lv18）","10","永劫增强","魔法能力","永劫属性伤害提升15%","7022:永劫魔导师（Lv14）","370:炽天使（Lv20）；7447:X型凋零者（Lv18）","3"
"7441","永劫ハイブースター","魔法アビリティ","永劫属性のダメージが30%アップする","7063:全テヲ識ル者（Lv16）；7080:全テヲ癒ス者（Lv15）","7436:天の軍団長（Lv19）；7437:明けの明星（Lv19）；7438:慈愛の聖百合（Lv19）；7439:律法の守護者（Lv19）；7440:天界決戦兵器（Lv19）；7441:死の獄卒（Lv18）；7442:核動力天使（Lv19）；7448:XX型アポトーシス（Lv18）","20","永劫高级增强","魔法能力","永劫属性伤害提升30%","7063:全知者（Lv16）；7080:全治愈者（Lv15）","7436:天之军团长（Lv19）；7437:璀璨之明星（Lv19）；7438:慈爱的圣百合（Lv19）；7439:律法的守护者（Lv19）；7440:天界决战兵器（Lv19）；7441:死之狱卒（Lv18）；7442:核动力天使（Lv19）；7448:XX型凋零者（Lv18）","3"
"7442","永劫エクスブースター","魔法アビリティ","永劫属性のダメージが50%アップする","","7449:混沌の使徒（Lv18）；7450:創世の女神（Lv19）；7452:第三の神（Lv19）；7454:混沌の精霊（Lv19）；7455:デウスエクスマキナ（Lv18）","30","永劫极限增强","魔法能力","永劫属性伤害提升50%","","7449:混沌的使徒（Lv18）；7450:创世女神（Lv19）；7452:第三神（Lv19）；7454:混沌精灵（Lv19）；7455:机械降神（Lv18）","3"
"7443","永劫オーバーブースター","魔法アビリティ","永劫属性のダメージと消費MP・SPが2倍になる
※同系統のブースターと同時セット可能","7071:ジャッジメント（Lv16）","7453:カオス（Lv16）","3","永劫超增强","魔法能力","永劫属性伤害和消耗MP・SP变为2倍
※可与同系列增强同时装备","7071:审判（Lv16）","7453:混沌（Lv16）","3"
"7444","/永劫ブースター","魔法アビリティ","永劫属性のダメージが75%アップする","","","10","/永劫ブースター","魔法能力","永劫属性伤害提升75%","","","3"
